candidate_id,title,doi,repository,downloaded_file_count,download_failed_count,oversize_skipped_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,qualification_decision,reasons,best_readable_tables,treatment_evidence,outcome_evidence,next_action
RCTC-00158,Data from: Are statin trials in diabetes representative of real-world diabetes care: a population-based study on statin initiators in Finland,10.5061/dryad.4m94c,Dryad,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05229,Data from: BCI training to move a virtual hand reduces phantom limb pain: a randomized crossover trial,10.5061/dryad.15dv41nt9,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00170,"Data from: Can recombinant human thrombomodulin increase survival among patients with severe septic-induced disseminated intravascular coagulation: a single-centre, open-label, randomised controlled trial",10.5061/dryad.2n6v4,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00173,Data from: Cost-effectiveness of a specialist geriatric medical intervention for frail older people discharged from acute medical units: economic evaluation in a two-centre randomised controlled trial (AMIGOS),10.5061/dryad.6vh02,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01948,Data from: Early sitting in ischemic stroke patients (SEVEL): a randomized controlled trial,10.5061/dryad.jh15q,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00180,Data from: Economic evaluation of a general hospital unit for older people with delirium and dementia (TEAM randomised controlled trial),10.5061/dryad.90p17,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00895,Data from: Efficacy and safety of four weeks’ treatment with combined fluticasone furoate/vilanterol in a single inhaler given once daily in COPD: a placebo-controlled randomised trial,10.5061/dryad.7p1r30q5,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01934,"Data from: First-in-human randomized controlled trial of an oral, replicating Adenovirus 26 vector vaccine for HIV-1",10.5061/dryad.697r480,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05235,Data from: Home-based TB contact investigation in Uganda: a household-randomized trial,10.5061/dryad.kn4gv14,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01383,Data from: Intravenous ferumoxytol versus oral ferrous sulfate for iron deficiency anemia in pregnancy: A randomized controlled trial,10.5061/dryad.k3j9kd5qd,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00161,Data from: Long-term use benefits of personal frequency-modulated systems for speech in noise perception in patients with stroke with auditory processing deficits: a non-randomised controlled trial study,10.5061/dryad.3hg4k,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00896,Data from: Multilayered and digitally structured presentation formats of trustworthy recommendations: a combined survey and randomised trial,10.5061/dryad.2qv30,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00174,Data from: NIHSS cut-point for predicting outcome in supra- vs infra-tentorial acute ischemic stroke,10.5061/dryad.1kn74rt,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01908,Data from: Neurofeedback facilitation enhances post-stroke gait and balance recovery: a randomized trial,10.5061/dryad.sf7m0cg3n,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01926,Data from: Patterned frequency-modulated oral stimulation in preterm infants: a multicenter randomized controlled trial,10.5061/dryad.rg57q6m,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00181,"Data from: Perioperative medication management: expanding the role of the preadmission clinic pharmacist in a single centre, randomised controlled trial of collaborative prescribing",10.5061/dryad.81tr1,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00167,Data from: Randomised controlled trial of an education and support package for stroke patients and their carers,10.5061/dryad.4ms68,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01810,Data from: Reducing work-related screen-time in healthcare workers during leisure time (REDUCE SCREEN) – A randomized controlled trial,10.5061/dryad.ghx3ffbz4,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05216,Data from: Risk of cancer with angiotensin-receptor blockers increases with increasing cumulative exposure: Meta-regression analysis of randomized trials,10.5061/dryad.bg79cnpc9,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01917,Data from: Scrambler therapy improves pain in neuromyelitis optica: a randomized controlled trial,10.5061/dryad.sk6mr5v,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01941,Data from: Small volume plasma exchange for Guillain-Barré syndrome in resource-limited settings: a phase II safety and feasibility study,10.5061/dryad.55nb389,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00166,Data from: Strategies for understanding and reducing the Plasmodium vivax and Plasmodium ovale hypnozoite reservoir in Papua New Guinean children: a randomised placebo-controlled trial and mathematical model,10.5061/dryad.m1n03,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00890,Data from: Third wave cognitive therapy versus mentalization-based treatment for major depressive disorder: a randomised clinical trial,10.5061/dryad.2d7h5,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05210,Data from: Use of the lung flute ECO to assist in sputum collection for tuberculosis testing: a randomized crossover trial,10.5061/dryad.b8gtht7m7,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01955,"Data from: Video education versus face-to-face education on inhaler technique for patients with well-controlled or partly-controlled asthma: a phase IV, open-label, non-inferiority, multicenter, randomized, controlled trial",10.5061/dryad.7vn81m1,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01888,Dataset on the effectiveness of cognitive training using the abacus-based mental calculation training application,10.5061/dryad.1ns1rn8zx,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05222,"Demographic data, reporting guidelines underlying the manuscript: The effect of morning versus evening administration of Empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two way cross over, non-randomized trial",10.5061/dryad.gqnk98smc,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00152,Effect of a tailored multidimensional intervention on the care burden among family caregivers of stroke survivors: A randomised controlled trial,10.5061/dryad.gf1vhhmm5,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01873,"Impact of an integrated intervention package during preconception, pregnancy, and early childhood on inflammation, IGF-1, IGFBP3 during the first 6 months of life: Findings from the WINGS randomized controlled trial",10.5061/dryad.6t1g1jxbs,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00883,"Pharmacodynamics parameters underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial",10.5061/dryad.k0p2ngf7b,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00884,"Pharmacokinetics parameters, bioanalytical method underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover non-randomised trial",10.5061/dryad.brv15dv8j,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00107,REGAIN trial intervention development process evaluation data,10.5061/dryad.n8pk0p30r,Dryad,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05226,"Randomized control trial of SMS for postpartum behaviors and family planning in Kiambu County, Kenya",10.5061/dryad.866t1g1nw,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01313,Randomized trial of AKI alerts in hospitalized patients,10.5061/dryad.4f4qrfj95,Dryad,2,0,0,0,2,pass,pass,pass,no,pass,pass,pass,qualified_for_cleaning,all crude pre-cleaning checks passed,ELAIA-1_deidentified_data_10-6-2020.csv:delimited rows>=1000 cols=92,alert; duration_of_alert; los_since_alert; other_alert_burden,hospital; acearbreninpost24; aminopost24; any_diureticpost24; composite_outcome; contrastirpost24; delta_o2; delta_resp; diastolic_post_24_min; elx_score; fluid_boluspost24; ivpost24; loopdiureticpost24; lrivpost24; nsaidpost24; nsivpost24; resp_post_24_max; scrpost28; sodium_at_rand; spo2_post_24_min; spo2_post_48_min; systolic_post_24_min; time_to_composite_outcome; uapost24; uoppost24,Read publication and map primary outcome/covariates before cleaning.
RCTC-00887,Supplemental appendix: Randomised trial of daily high-dose vitamin D3 in RRMS patients receiving sc interferon beta-1a,10.5061/dryad.c81sr72,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05209,Supplemental data from: Adrenal suppression from vamorolone and prednisone in Duchenne muscular dystrophy: results from the phase 2b clinical trial,10.5061/dryad.sbcc2frgb,Dryad,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00151,"Systemic corticosteroids and mortality in severe and critical COVID-19 patients in Wuhan, China",10.5061/dryad.k0p2ngf6b,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05233,The Feasibility of a Behavioral Group Intervention After Weight-Loss Surgery: A Randomized Pilot Trial,10.5061/dryad.1jwstqjqd,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05141,The effect of sertraline on depression and associations with persistent depression in survivors of HIV-related cryptococcal meningitis,10.5061/dryad.n5tb2rbtr,Dryad,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00929,"Supplementary information files for ""Adherence to exercise rehabilitation programmes in stroke survivors: a scoping review""",10.17028/rd.lboro.30147469.v1,Loughborough University,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-02946,"Supplementary information files for ""Kidney Beam-A Cost-Effective Digital Intervention to Improve Mental Health""",10.17028/rd.lboro.28694822.v1,Loughborough University,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-02645,Data for: Effects of repetitive transcranial magnetic stimulation in combination with a low-carbohydrate diet in overweight or obese patients. A randomized controlled trial.,10.17632/kdr3b4srbv,Mendeley,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-03085,"Data for: Efficacy of single-shot adductor canal block combined with posterior capsular infiltration on postoperative pain and functional outcome after total knee arthroplasty: a prospective, double-blind, randomized controlled study",10.17632/pxxtzgzgcz,Mendeley,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-02622,Data for: Multicenter randomized controlled trial comparing the effectiveness and safety of hydrocellular and hydrocolloid dressings for treatment of stage II pressure ulcers in patients at primary and long-term care institutions.,10.17632/2k98mvnk85,Mendeley,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-03017,"Data for: Which is the best use for tranexamic acid on patients with thoracolumbar fracture, topical, intravenous or combined? A randomized controlled clinical trial.",10.17632/5fj2mts5db,Mendeley,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00346,Effects of family participatory dignity therapy on the psychological well-being and family function of patients with haematological malignancies and their family caregivers: a randomised controlled trial,10.17632/96bk339vr4,Mendeley,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01303,Aerobic Exercise for Urinary Incontinence in People with Multiple Sclerosis: A Randomized Feasibility Trial,10.5281/zenodo.17865268,Zenodo,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-02275,COVID-19 Convalescent Plasma Therapy: Long-term Implications,10.5281/zenodo.17065294,Zenodo,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05300,Data for Motor Imagery and Pelvic Floor Muscle Activation in Post-menopausal Women with Stress Urinary Incontinence: Pilot Randomized Control Trial,10.5281/zenodo.17856603,Zenodo,0,0,0,0,0,pass,unclear,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; associated publication not linked/clear in metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05267,"Dataset related to article ""Randomized Trial of Dapagliflozin in Patients With Nondiabetic Stage 4 CKD""",10.5281/zenodo.17588140,Zenodo,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01183,ENEA Trial: A Randomized Controlled Trial of Cardiac Rehabilitation After Heart Transplantation -DATASET,10.5281/zenodo.20596682,Zenodo,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00210,TAILOR study,10.5281/zenodo.17806468,Zenodo,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
RCTC-04131,"The effects of LED-mediated photobiomodulation vs no photobiomodulation on extraction space closure in adolescents and young adult patients: A split-mouth, randomized controlled trial.",10.5281/zenodo.4039991,Zenodo,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,not_qualified_before_cleaning,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not clean unless metadata/access issue is resolved.
