Trial_ID,outcome_variable,outcome_role,arm,statistic,paper_value,paper_precision,cleaned_value,absolute_diff,tolerance,status,paper_source,notes
51,YS_sleep_efficiency_7d,secondary,Lavender oil,mean,85.88,0.01,85.87666666666667,0.0033333333333303017,4.294,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,YS_sleep_efficiency_7d,secondary,Lavender oil,sd,3.98,0.01,3.982759721600088,0.002759721600087861,0.199,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,YS_sleep_efficiency_7d,secondary,Sleep hygiene + lavender oil,mean,86.93,0.01,86.93111111111111,0.0011111111111006267,4.346500000000001,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,YS_sleep_efficiency_7d,secondary,Sleep hygiene + lavender oil,sd,4.8,0.01,4.795102825916365,0.004897174083635214,0.24,pass,Trial51 Table 2,"Sleep efficiency, percent."
51,X_sleep_quality_0w,secondary_baseline,Control,mean,4.09,0.01,4.090909090909091,9.090909090909705e-4,0.20450000000000002,pass,Trial51 Table 3,Hooper sleep pre-intervention.
51,trial51_hooper_sleep_post,secondary,Control,mean,4.55,0.01,4.545454545454546,0.004545454545453964,0.2275,pass,Trial51 Table 3,Hooper sleep post-intervention.
51,X_sleep_quality_0w,secondary_baseline,Sleep hygiene,mean,4.13,0.01,4.125,0.004999999999999893,0.20650000000000002,pass,Trial51 Table 3,Hooper sleep pre-intervention.
51,trial51_hooper_sleep_post,secondary,Sleep hygiene,mean,2.38,0.01,2.375,0.004999999999999893,0.119,pass,Trial51 Table 3,Hooper sleep post-intervention.
51,X_sleep_quality_0w,secondary_baseline,Lavender oil,mean,4.56,0.01,4.555555555555555,0.004444444444444251,0.22799999999999998,pass,Trial51 Table 3,Hooper sleep pre-intervention.
51,trial51_hooper_sleep_post,secondary,Lavender oil,mean,3.33,0.01,3.3333333333333335,0.0033333333333334103,0.1665,pass,Trial51 Table 3,Hooper sleep post-intervention.
51,X_sleep_quality_0w,secondary_baseline,Sleep hygiene + lavender oil,mean,4.33,0.01,4.333333333333333,0.0033333333333329662,0.21650000000000003,pass,Trial51 Table 3,Hooper sleep pre-intervention.
51,trial51_hooper_sleep_post,secondary,Sleep hygiene + lavender oil,mean,2.11,0.01,2.111111111111111,0.0011111111111112848,0.1055,pass,Trial51 Table 3,Hooper sleep post-intervention.
52,X_serum_phosphorus_0w,primary_baseline,Tenapanor,mean,5.17,0.01,5.174193548387096,0.004193548387096513,0.2585,pass,Trial52 text near Fig 4,Serum phosphorus baseline.
52,X_serum_phosphorus_0w,primary_baseline,Control,mean,5.06,0.01,5.065789473684211,0.005789473684211011,0.253,pass,Trial52 text near Fig 4,Serum phosphorus baseline.
52,trial52_serum_phosphorus_23w,primary,Tenapanor,mean,4.11,0.01,4.112903225806452,0.002903225806451637,0.20550000000000002,pass,Trial52 text near Fig 4,Serum phosphorus week 23.
52,trial52_serum_phosphorus_23w,primary,Control,mean,4.76,0.01,4.7631578947368425,0.0031578947368426924,0.238,pass,Trial52 text near Fig 4,Serum phosphorus week 23.
52,trial52_bsfs_7w,primary,Tenapanor,percent_type_1_2,0,0.01,0,0,0,pass,Trial52 BSFS results text,Hard stools resolved by the end of the medication trial.
53,YP_total_sufentanil_perioperative,primary,Group 1,mean,155.41,0.01,155.41379310344828,0.003793103448288093,7.7705,pass,Trial53 Table 1,Total perioperative cumulative sufentanil.
53,YP_total_sufentanil_perioperative,primary,Group 1,sd,19.58,0.01,19.574979002687716,0.00502099731228256,0.979,pass,Trial53 Table 1,Total perioperative cumulative sufentanil.
53,YP_total_sufentanil_perioperative,primary,Group 2,mean,119.37,0.01,119.36666666666666,0.0033333333333445125,5.968500000000001,pass,Trial53 Table 1,Total perioperative cumulative sufentanil.
53,YP_total_sufentanil_perioperative,primary,Group 2,sd,12.41,0.01,12.413794699872183,0.0037946998721825054,0.6205,pass,Trial53 Table 1,Total perioperative cumulative sufentanil.
53,YS_rescue_analgesia,secondary,Group 1,sum,25,1,25,0,1.25,pass,Trial53 Table 1,Rescue analgesia count.
53,YS_rescue_analgesia,secondary,Group 2,sum,16,1,16,0,0.8,pass,Trial53 Table 1,Rescue analgesia count.
53,YS_qor40,secondary,Group 1,mean,166.45,0.01,166.44827586206895,0.0017241379310348748,8.3225,pass,Trial53 Table 1,QoR-40 score.
53,YS_qor40,secondary,Group 2,mean,166.53,0.01,166.53333333333333,0.0033333333333303017,8.326500000000001,pass,Trial53 Table 1,QoR-40 score.
54,YP_fsfi_total_v5,primary,Pelvic floor training,mean,18.35,0.01,18.352,0.0019999999999988916,0.9175000000000001,pass,Trial54 Table 3,FSFI total at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YP_fsfi_total_v5,primary,Pelvic floor training,sd,5.47,0.01,5.474190960011047,0.004190960011047018,0.2735,pass,Trial54 Table 3,FSFI total at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YP_fsfi_total_v5,primary,Vaginal spheres + pelvic floor training,mean,19,0.01,19,0,0.9500000000000001,pass,Trial54 Table 3,FSFI total at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YP_fsfi_total_v5,primary,Vaginal spheres + pelvic floor training,sd,7.1,0.01,7.104278234329597,0.00427823432959773,0.355,pass,Trial54 Table 3,FSFI total at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,X_fsfi_total_0m,primary_baseline,Pelvic floor training,mean,18.06,0.01,18.061764705882354,0.001764705882354889,0.903,pass,Trial54 Table 1,FSFI total baseline. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,X_fsfi_total_0m,primary_baseline,Vaginal spheres + pelvic floor training,mean,19.08,0.01,18.875757575757575,0.20424242424242323,0.954,pass,Trial54 Table 1,FSFI total baseline. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YS_iciq_sf_v5,secondary,Pelvic floor training,mean,4.52,0.01,4.518518518518518,0.001481481481481417,0.22599999999999998,pass,Trial54 Table 3,ICIQ-UI-SF at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YS_iciq_sf_v5,secondary,Vaginal spheres + pelvic floor training,mean,3.31,0.01,3.307692307692308,0.002307692307692122,0.1655,pass,Trial54 Table 3,ICIQ-UI-SF at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YS_oxford_power_v5,secondary,Pelvic floor training,mean,2.93,0.01,2.925925925925926,0.004074074074074119,0.14650000000000002,pass,Trial54 Table 3,Oxford power at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
54,YS_oxford_power_v5,secondary,Vaginal spheres + pelvic floor training,mean,2.96,0.01,2.9615384615384617,0.0015384615384617106,0.148,pass,Trial54 Table 3,Oxford power at end of treatment. Variable-specific missingness differs from some table header counts; endpoint mean/SD are the primary reproducibility check.
55,YP_total_moderate_serious_aecopd_12m,primary,Control,mean,3,0.01,3,0,0.15000000000000002,pass,Trial55 Table 2,Total moderate/severe AECOPD count.
55,YP_total_moderate_serious_aecopd_12m,primary,Control,sd,3.02,0.01,3.018461712712472,0.0015382872875280285,0.15100000000000002,pass,Trial55 Table 2,Total moderate/severe AECOPD count.
55,YP_total_moderate_serious_aecopd_12m,primary,Control,sum,84,1,84,0,4.2,pass,Trial55 results text,Total moderate/severe AECOPD events.
55,YP_total_moderate_serious_aecopd_12m,primary,Taking Charge,mean,3.04,0.01,3.0357142857142856,0.004285714285714448,0.15200000000000002,pass,Trial55 Table 2,Total moderate/severe AECOPD count.
55,YP_total_moderate_serious_aecopd_12m,primary,Taking Charge,sd,2.59,0.01,2.58889570133309,0.0011042986669096422,0.1295,pass,Trial55 Table 2,Total moderate/severe AECOPD count.
55,YP_total_moderate_serious_aecopd_12m,primary,Taking Charge,sum,85,1,85,0,4.25,pass,Trial55 results text,Total moderate/severe AECOPD events.
56,YP_attention_rbans_post,primary,Sham tDCS,mean,106,0.01,106.14285714285714,0.1428571428571388,5.300000000000001,pass,Trial56 underlying data and primary attention results,RBANS Attention Index after 3-week treatment.
56,YP_attention_rbans_post,primary,Active tDCS,mean,123,0.01,123.25,0.25,6.15,pass,Trial56 underlying data and primary attention results,RBANS Attention Index after 3-week treatment.
56,X_attention_rbans_0w,primary_baseline,Sham tDCS,mean,103.43,0.01,103.28571428571429,0.14428571428571502,5.171500000000001,pass,Trial56 underlying data and Table 2,Baseline RBANS Attention Index.
56,X_attention_rbans_0w,primary_baseline,Active tDCS,mean,105.88,0.01,106.25,0.37000000000000455,5.2940000000000005,pass,Trial56 underlying data and Table 2,Baseline RBANS Attention Index.
57,YP_weight_loss_12m,primary,Functional imagery training vs Motivational interviewing,model_difference_12m,5.77,0.01,5.971962334147317,0.2019623341473178,0.2885,pass,Trial57 abstract/results,Model-estimated 12-month weight-loss mean difference between FIT and MI.
57,YP_weight_loss_12m,primary,Functional imagery training,mean,7.43,0.01,7.427118644067798,0.0028813559322014015,0.3715,pass,Trial57 data supplement raw descriptives,Observed 12-month weight loss in participants with follow-up data.
57,YP_weight_loss_12m,primary,Motivational interviewing,mean,1.4,0.01,1.403773584905661,0.0037735849056610427,0.06999999999999999,pass,Trial57 data supplement raw descriptives,Observed 12-month weight loss in participants with follow-up data.
58,YP_rbans_total_1w,primary,Sham tDCS + cognitive training,mean,89.13,0.01,89.13333333333334,0.0033333333333445125,4.4565,pass,Trial58 Table 2,RBANS Total Score at one-week endpoint.
58,YP_rbans_total_1w,primary,Active tDCS + cognitive training,mean,88.14,0.01,88.14285714285714,0.0028571428571382285,4.407,pass,Trial58 Table 2,RBANS Total Score at one-week endpoint.
58,X_rbans_total_0w,primary_baseline,Sham tDCS + cognitive training,mean,85.8,0.01,86.13333333333334,0.3333333333333428,4.29,pass,Trial58 Table 2,Baseline RBANS Total Score.
58,X_rbans_total_0w,primary_baseline,Active tDCS + cognitive training,mean,82.36,0.01,80.66666666666667,1.693333333333328,4.118,pass,Trial58 Table 2,Baseline RBANS Total Score.
59,YP_dorsiflexion_dominant_post,primary,Static stretching,mean,8.54,0.01,8.536363636363637,0.0036363636363621055,0.427,pass,Trial59 Table 3/Fig 5,Dominant-leg dorsiflexion ROM immediately post-intervention.
59,YP_dorsiflexion_dominant_post,primary,Tissue flossing,mean,10.02,0.01,10.034090909090908,0.01409090909090871,0.501,pass,Trial59 Table 3/Fig 5,Dominant-leg dorsiflexion ROM immediately post-intervention.
59,X_dorsiflexion_dominant_0d,primary_baseline,Static stretching,mean,8.16,0.01,8.155454545454546,0.004545454545453964,0.40800000000000003,pass,Trial59 Table 3/Fig 5,Baseline dominant-leg dorsiflexion ROM.
59,X_dorsiflexion_dominant_0d,primary_baseline,Tissue flossing,mean,7.71,0.01,7.707727272727273,0.002272727272726982,0.3855,pass,Trial59 Table 3/Fig 5,Baseline dominant-leg dorsiflexion ROM.
60,YP_delta_glucose_elution_post,primary,Sham,mean,-19.8,0.1,-19.760869565217394,0.03913043478260647,0.9900000000000001,pass,Trial60 abstract/results,Within-period glucose elution change after sham.
60,YP_delta_glucose_elution_post,primary,IW stimulation,mean,31.5,0.1,31.456521739130434,0.0434782608695663,1.5750000000000002,pass,Trial60 abstract/results,Within-period glucose elution change after IW stimulation.
60,X_glucose_elution_pre,primary_baseline,Sham,mean,263,0.1,263,0,13.15,pass,Trial60 discussion/results,Pre-period glucose elution concentration before sham.
60,YP_glucose_elution_post,primary,IW stimulation,mean,288,0.1,288.0652173913044,0.06521739130437254,14.4,pass,Trial60 discussion/results,Post-period glucose elution concentration after IW stimulation.
61,YP_delta_fasting_glucose_4m,primary,Supplement,mean,-0.24,0.01,-0.23250000000000007,0.007499999999999923,0.012,pass,Trial61 abstract/results,Four-month fasting plasma glucose change in the supplement arm.
62,YP_ckdepi_24m,primary,Cyclosporine vs Tacrolimus,model_difference_24m_csa_minus_tac,-4.48,0.01,-4.474158541433029,0.005841458566971269,0.22400000000000003,pass,Trial62 abstract/results,"Model-estimated CKD-EPI difference at 24 months, cyclosporine minus tacrolimus."
63,YP_delta_peak_vo2_post,primary,HIIT,mean,2.1,0.1,2.1625000000000005,0.06250000000000044,0.10500000000000001,pass,Trial63 abstract/results,Peak VO2 change after HIIT.
64,YP_delta_pain_vas_5m,primary,Exercise minus control,mean_difference_change_exercise_vs_control,-0.74,0.01,-0.736904761904762,0.00309523809523804,0.037,pass,Trial64 abstract/results,Exercise-minus-control low-back-pain VAS change difference.
65,YP_time_to_exhaustion_min,primary,Active tDCS,mean,12.3,0.1,12.320425925925926,0.020425925925925625,0.6150000000000001,pass,Trial65 results table,Time to exhaustion in minutes during active tDCS.
66,YP_foam_eo_mtv_post,primary,Ashtanga yoga therapy,paired_t_baseline_minus_post,-3.66,0.01,-3.6616363317028187,0.0016363317028185165,0.18300000000000002,pass,Trial66 results text,Paired t statistic for baseline minus post foam eyes-open mean total velocity in the yoga arm.
67,YP_beta2_microglobulin_clearance_mean,primary,High cut-off filter,mean,19.6,0.1,19.586316539816984,0.01368346018301736,0.9800000000000001,pass,Trial67 abstract/results,Mean beta2-microglobulin clearance in the high cut-off filter arm.
68,YP_delta_clinician_adhd_inattentive_8w,primary,BCI attention training,mean,3.46,0.01,3.4615384615384617,0.0015384615384617106,0.17300000000000001,pass,Trial68 results table,Clinician-rated inattentive symptom improvement from week 1 to week 8.
69,YP_peak_evas_without_conditioning,primary,Placebo,group_curve_peak_without_cs_60_90,53,0.1,53.31666666666667,0.31666666666667,2.6500000000000004,pass,Trial69 results/Figure 1,Peak of the placebo 60-90 minute group-mean eVAS curve without conditioning stimulus.
70,YP_grand_index_delta,primary,Lumosity cognitive training,mean,5.24,0.01,5.238792595962504,0.0012074040374958628,0.262,pass,Trial70 results text,Grand Index change in the Lumosity cognitive training arm.
71,YP_preterm_or_low_birth_weight,primary,Intervention,sum,27,1,27,0,1.35,pass,Trial71 article results table,Composite preterm birth or low birth weight event count in intervention arm.
72,YP_active_bleeding_controlled_20min,primary,Sublingual misoprostol,sum,440,1,440,0,22,pass,Trial72 Lancet results,Active bleeding controlled within 20 minutes in Study A misoprostol arm.
73,YP_call_service_satisfaction_likert,primary,AI-assisted reassurance call,mean,4.2,0.01,4.2,0,0.21000000000000002,pass,Trial73 article abstract/results,Likert satisfaction with the reassurance-call service in the AI-assisted arm.
74,YP_delta_sara_post,primary,Core stability exercise,mean,-1.64,0.01,-1.6363636363636362,0.0036363636363636598,0.082,pass,Trial74 article results table,SARA total score change after intervention in the exercise arm.
75,YP_delta_nrs_3m,primary,Reduced two-branch RFA,mean,-4.12,0.01,-4.125,0.004999999999999893,0.20600000000000002,pass,Trial75 article results table,Three-month NRS pain change in reduced-branch RFA arm.
76,YP_total_score_after_training,primary,Time-segmented-target teaching,mean,82.3,0.1,82.28358208955224,0.016417910447756867,4.115,pass,Trial76 article results table,Post-training spinal puncture total performance score.
77,YP_delta_trunk_impairment_t2,primary,Core stability exercise,mean,8.75,0.01,8.75,0,0.4375,pass,Trial77 article results table,T2 Trunk Impairment Scale change in CORE arm.
78,YP_disease_progression_28d,primary,Regional thermotherapy,sum,14,1,14,0,0.7000000000000001,pass,Trial78 article results table,Any COVID-19 disease progression by 28 days.
79,YP_knowledge_post,primary,Webtoon education,mean,21,0.1,21,0,1.05,pass,Trial79 article results table,Immediate posteducation knowledge score in webtoon education arm.
80,YP_delta_bmi_6m,primary,Digital peer support,mean,-0.38,0.01,-0.375,0.0050000000000000044,0.019000000000000003,pass,Trial80 article results table,Six-month BMI change in digital peer-support arm.
B01,YP_delta_kmpai_pre3,primary,Control,mean,NA,NA,-7.916666666666666,NA,NA,insufficient_information,B01 paper,No exact post/change K-MPAI summary was reported for the cleaned primary outcome.
B02,YP_malaria_events,primary,DP every 12 weeks,rate_per_person_year,0.322,0.001,0.505462619300106,0.18346261930010604,0.0161,fail,B02 results text,Malaria incidence per person-year after correcting raw event code. Corrected event-code calculation still does not reproduce the paper rate within 5%.
B02,YP_malaria_events,primary,DP every 4 weeks,rate_per_person_year,0.017,0.001,0.24293439888669457,0.2259343988866946,8.500000000000001e-4,fail,B02 results text,Malaria incidence per person-year after correcting raw event code. Corrected event-code calculation still does not reproduce the paper rate within 5%.
B03,published_sputum_bacterial_load,primary,Placebo,mean_change,NA,NA,NA,NA,NA,insufficient_information,B03 Table 2,Published primary raw variable is not available in public source files.
B04,X_disability_sis_0w,primary_baseline,Intervention,mean,49.75,0.01,49.41385633808396,0.33614366191604006,2.4875000000000003,pass,B04 Table II,SIS total baseline. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_sis_post,primary,Intervention,mean,69.04,0.01,68.64500478305023,0.39499521694978057,3.4520000000000004,pass,B04 Table II,SIS total post-intervention. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_sis_followup,primary,Intervention,mean,70.6,0.01,71.47358732472311,0.8735873247231183,3.53,pass,B04 Table II,SIS total follow-up. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,X_disability_sis_0w,primary_baseline,Control,mean,47.53,0.01,49.09228654582401,1.5622865458240085,2.3765,pass,B04 Table II,SIS total baseline. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_sis_post,primary,Control,mean,58.1,0.01,56.68438497616228,1.4156150238377236,2.9050000000000002,pass,B04 Table II,SIS total post-intervention. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_sis_followup,primary,Control,mean,58.82,0.01,57.937565129362376,0.8824348706376242,2.9410000000000003,pass,B04 Table II,SIS total follow-up. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,X_quality_whodas_0w,primary_baseline,Intervention,mean,40.42,0.01,41.23820365955051,0.8182036595505053,2.0210000000000004,pass,B04 Table II,WHODAS total baseline. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_whodas_post,primary,Intervention,mean,50.95,0.01,52.18169191077219,1.2316919107721844,2.5475000000000003,pass,B04 Table II,WHODAS total post-intervention. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_whodas_followup,primary,Intervention,mean,52.62,0.01,53.0729570491836,0.4529570491836026,2.6310000000000002,pass,B04 Table II,WHODAS total follow-up. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,X_quality_whodas_0w,primary_baseline,Control,mean,37.74,0.01,37.53289118073814,0.20710881926186175,1.8870000000000002,pass,B04 Table II,WHODAS total baseline. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_whodas_post,primary,Control,mean,46.51,0.01,45.216114510168836,1.2938854898311618,2.3255,pass,B04 Table II,WHODAS total post-intervention. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B04,B04_whodas_followup,primary,Control,mean,47.29,0.01,48.63304192914024,1.3430419291402416,2.3645,pass,B04 Table II,WHODAS total follow-up. Previously archived after exact-comparison mismatch; this row is within the updated 5% tolerance.
B05,no_publication_identified,primary,NA,mean,NA,NA,NA,NA,NA,insufficient_information,B05 search record,No associated main publication was identified.
