candidate_id,path,file_name,sheet,read_status,rows,cols,sampled_rows,candidate_treatment_columns,candidate_outcome_columns,candidate_baseline_columns,candidate_id_columns,columns_json,error
RCTC-01313,manually-download-raw-data/RCTC-01313/ELAIA-1_deidentified_data_10-6-2020 (1).csv,ELAIA-1_deidentified_data_10-6-2020 (1).csv,delimited,readable,5000.0,92.0,5000.0,alert; duration_of_alert; los_since_alert; other_alert_burden,acearbreninpost24; aminopost24; any_diureticpost24; composite_outcome; contrastirpost24; death14; diastolic_post_24_min; elx_score; fluid_boluspost24; ivpost24; loopdiureticpost24; los_since_alert; lrivpost24; nsaidpost24; nsivpost24; resp_post_24_max; scrpost28; spo2_post_24_min; spo2_post_48_min; systolic_post_24_min,acearbreninpre24; age; age_over_90; aminopre24; baseline_creat; max_stage; nsaidpre24; sex,,"[{""name"": ""id"", ""missing"": 0.0, ""unique"": 5000, ""sample"": ""1|2|3|4""}, {""name"": ""alert"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""hospital"", ""missing"": 0.0, ""unique"": 6, ""sample"": ""1|4|2|3""}, {""name"": ""acearbreninpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""acearbreninpre24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""admit_medical"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""age"", ""missing"": 0.087, ""unique"": 4020, ""sample"": ""80.893150685|77.805479452|70.093150685|60.553424658""}, {""name"": ""age_over_90"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""aki_documentation"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""aki_duration"", ""missing"": 0.0, ""unique"": 2997, ""sample"": ""2.9673611111|0.9881944444|2.0034722222|0.5375""}, {""name"": ""aki_progression14"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""aki_to_rand"", ""missing"": 0.0, ""unique"": 448, ""sample"": ""0.6|0.7166666667|2.0166666667|0.4""}, {""name"": ""aminopost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""aminopre24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""anion_gap_at_rand"", ""missing"": 0.009, ""unique"": 83, ""sample"": ""11.0|7.0|17.0|19.0""}, {""name"": ""any_diureticpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""attending"", ""missing"": 0.0, ""unique"": 1141, ""sample"": ""0.1904761905|1.0|0.8695652174|0.4666666667""}, {""name"": ""baseline_creat"", ""missing"": 0.0, ""unique"": 345, ""sample"": ""0.56|1.28|1.1|1.2""}, {""name"": ""bicarbonate_at_rand"", ""missing"": 0.009, ""unique"": 92, ""sample"": ""42.0|33.0|22.0|19.0""}, {""name"": ""bnp_flag"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""bun_at_rand"", ""missing"": 0.009, ""unique"": 121, ""sample"": ""17.0|29.0|44.0|49.0""}, {""name"": ""chf"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""chloride_at_rand"", ""missing"": 0.009, ""unique"": 63, ""sample"": ""94.0|101.0|96.0|89.0""}, {""name"": ""ckd_icd"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""composite_outcome"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""consult14"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""contrastirpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""copd"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""creat_at_rand"", ""missing"": 0.0, ""unique"": 393, ""sample"": ""1.1|1.79|1.52|1.5""}, {""name"": ""death14"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""delta_o2"", ""missing"": 0.015, ""unique"": 67, ""sample"": ""0.0|-12.0|-2.0|-4.0""}, {""name"": ""delta_resp"", ""missing"": 0.015, ""unique"": 50, ""sample"": ""0.0|-1.0|-2.0|-9.0""}, {""name"": ""diabetes"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""dialysis14"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""diastolic_at_rand"", ""missing"": 0.004, ""unique"": 102, ""sample"": ""70.0|79.0|55.0|48.0""}, {""name"": ""diastolic_post_24_min"", ""missing"": 0.012, ""unique"": 95, ""sample"": ""60.0|73.0|51.0|53.0""}, {""name"": ""direct_cost"", ""missing"": 0.075, ""unique"": 4280, ""sample"": ""7801.0|9814.0|5686.0|11627.0""}, {""name"": ""discharge_to_home"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""duration"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""2|1|3""}, {""name"": ""duration_of_alert"", ""missing"": 0.0, ""unique"": 2790, ""sample"": ""0.9798611111|0.0|0.8402777778|0.5""}, {""name"": ""elx_score"", ""missing"": 0.0, ""unique"": 18, ""sample"": ""4|8|9|12""}, {""name"": ""emergency_room"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""ethnicity"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""fluid_boluspost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""hemoglobin_at_rand"", ""missing"": 0.012, ""unique"": 144, ""sample"": ""8.2|13.1|7.6|9.8""}, {""name"": ""hypertension"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""icu"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""initial_egfr"", ""missing"": 0.001, ""unique"": 4993, ""sample"": ""82.10590041|52.179096168|48.269975969|35.023125903""}, {""name"": ""ivpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""liver_disease"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""loopdiureticpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""los_since_alert"", ""missing"": 0.001, ""unique"": 4241, ""sample"": ""6.375|4.18125|4.1222222222|6.5743055556""}, {""name"": ""lrivpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""malignancy"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""max_stage"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""1|2|3|0""}, {""name"": ""mincreat48"", ""missing"": 0.0, ""unique"": 361, ""sample"": ""0.56|1.59|1.1|1.2""}, {""name"": ""nsaidpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""nsaidpre24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""nsivpost24"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""other_alert_burden"", ""missing"": 0.0, ""unique"": 2551, ""sample"": ""1.3479990639|0.0|0.9982668977|5.5813953488""}, {""name"": ""plateletcount_at_rand"", ""missing"": 0.016, ""unique"": 556, ""sample"": ""195.0|181.0|200.0|223.0""}, {""name"": ""potassium_at_rand"", ""missing"": 0.009, ""unique"": 53, ""sample"": ""2.8|4.1|4.4|5.4""}, {""name"": ""prior_acearbrenin72"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""prior_contraststudy72"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""prior_ctsurgery7"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""prior_nsaid72"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""prior_ppi72"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""pulse_at_rand"", ""missing"": 0.004, ""unique"": 123, ""sample"": ""63.0|64.0|73.0|89.0""}, {""name"": ""race"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""resp_at_rand"", ""missing"": 0.004, ""unique"": 53, ""sample"": ""18.0|20.0|24.0|19.0""}, {""name"": ""resp_post_24_max"", ""missing"": 0.011, ""unique"": 67, ""sample"": ""22.0|26.0|20.0|18.0""}, {""name"": ""scrpost28"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""sex"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""sodium_at_rand"", ""missing"": 0.009, ""unique"": 57, ""sample"": ""147.0|141.0|135.0|127.0""}, {""name"": ""sofa"", ""missing"": 0.0, ""unique"": 13, ""sample"": ""0|1|3|6""}, {""name"": ""spo2_post_24_min"", ""missing"": 0.011, ""unique"": 56, ""sample"": ""89.0|88.0|96.0|90.0""}, {""name"": ""spo2_post_48_min"", ""missing"": 0.01, ""unique"": 63, ""sample"": ""85.0|88.0|96.0|93.0""}, {""name"": ""systolic_at_rand"", ""missing"": 0.004, ""unique"": 146, ""sample"": ""117.0|116.0|121.0|83.0""}, {""name"": ""systolic_post_24_min"", ""missing"": 0.012, ""unique"": 134, ""sample"": ""108.0|116.0|115.0|72.0""}, {""name"": ""time_from_trial_to_rand"", ""missing"": 0.0, ""unique"": 4927, ""sample"": ""37.325694444|140.34305556|64.497916667|149.36597222""}]",
RCTC-01363,manually-download-raw-data/Raw_data.xlsx,Raw_data.xlsx,ورقة1,readable,120.0,21.0,120.0,,Ca+ Post; PH Post; CA X P Product Post; MGP Post,Gender; Age; Ca+ Pre; PH Pre; Ca x P Product Pre; MGP Pre,,"[{""name"": ""N"", ""missing"": 0.0, ""unique"": 120, ""sample"": ""1|2|3|4""}, {""name"": ""Group"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""Vitamin K1|Vitamin K2|Placebo""}, {""name"": ""Gender"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Male|Female""}, {""name"": ""HTN"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Yes|No""}, {""name"": ""DM"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""No|Yes""}, {""name"": ""HCV"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""No|Yes""}, {""name"": ""Smoking"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Yes|No""}, {""name"": ""Heart failure"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""No|Yes""}, {""name"": ""ISHD"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""No|Yes""}, {""name"": ""Access"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""AV Fistula|Permicath""}, {""name"": ""Age"", ""missing"": 0.0, ""unique"": 41, ""sample"": ""56|63|58|61""}, {""name"": ""Duration of dialysis (Years)"", ""missing"": 0.0, ""unique"": 22, ""sample"": ""13.0|7.0|6.0|4.0""}, {""name"": ""PTH"", ""missing"": 0.0, ""unique"": 114, ""sample"": ""697|128|1011|76""}, {""name"": ""Ca+ Pre"", ""missing"": 0.0, ""unique"": 36, ""sample"": ""10.3|9.3|10.2|8.9""}, {""name"": ""Ca+ Post"", ""missing"": 0.0, ""unique"": 38, ""sample"": ""10.6|9.5|9.2|8.8""}, {""name"": ""PH Pre"", ""missing"": 0.0, ""unique"": 51, ""sample"": ""3.0|3.7|2.6|1.6""}, {""name"": ""PH Post"", ""missing"": 0.0, ""unique"": 54, ""sample"": ""3.6|6.4|1.6|2.1""}, {""name"": ""Ca x P Product Pre"", ""missing"": 0.0, ""unique"": 113, ""sample"": ""30.9|34.41|26.52|14.24""}, {""name"": ""CA X P Product Post"", ""missing"": 0.0, ""unique"": 115, ""sample"": ""38.16|60.8|33.12|14.08""}, {""name"": ""MGP Pre"", ""missing"": 0.0, ""unique"": 28, ""sample"": ""380|100|240|400""}, {""name"": ""MGP Post"", ""missing"": 0.0, ""unique"": 44, ""sample"": ""1000|420|300|650""}]",
RCTC-01383,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01383/RCTC-01383/5731a26f-520f-41fc-87cd-9aef4af27dc9.csv,5731a26f-520f-41fc-87cd-9aef4af27dc9.csv,delimited,readable,80.0,10.0,80.0,,screening_hgb,,,"[{""name"": ""ID"", ""missing"": 0.0, ""unique"": 80, ""sample"": ""1|2|3|4""}, {""name"": ""arm"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Oral iron|IV iron (ferumoxytol)""}, {""name"": ""parity"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Multiparous|Nulliparous""}, {""name"": ""screening_hgb"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""10.0|10.5|9.7|9.5""}, {""name"": ""ferritin"", ""missing"": 0.0, ""unique"": 75, ""sample"": ""5.46|18.2|9.05|32.5""}, {""name"": ""tsat"", ""missing"": 0.037, ""unique"": 27, ""sample"": ""5.0|13.0|16.0|17.0""}, {""name"": ""fourwk_hgb"", ""missing"": 0.075, ""unique"": 32, ""sample"": ""8.5|12.0|11.2|11.5""}, {""name"": ""eightwk_hgb"", ""missing"": 0.525, ""unique"": 20, ""sample"": ""11.3|12.6|11.5|11.4""}, {""name"": ""hgb_admit"", ""missing"": 0.0, ""unique"": 33, ""sample"": ""11.7|12.2|11.5|13.5""}, {""name"": ""ga_deliv_wks"", ""missing"": 0.0, ""unique"": 9, ""sample"": ""39|41|40|38""}]",
RCTC-01810,manually-download-raw-data/summary_data-RCTC1810.xlsx,summary_data-RCTC1810.xlsx,PSS 10,readable,6.0,3.0,6.0,Control; Intervention,,Baseline PSS-10,,"[{""name"": ""Baseline PSS-10"", ""missing"": 0.0, ""unique"": 6, ""sample"": ""0 to 5|6 to 10|11 to 15|16 to 20""}, {""name"": ""Control"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""28|33|55|76""}, {""name"": ""Intervention"", ""missing"": 0.0, ""unique"": 6, ""sample"": ""24|19|41|71""}]",
RCTC-01810,manually-download-raw-data/summary_data-RCTC1810.xlsx,summary_data-RCTC1810.xlsx,PSS 10 change,readable,5.0,3.0,5.0,Control; Intervention,,,,"[{""name"": ""PSS-10 difference"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""-11 or lower|-10 to -6|-5 to -1|0 to 4""}, {""name"": ""Control"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""35|49|98|79""}, {""name"": ""Intervention"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""40|59|75|44""}]",
RCTC-01810,manually-download-raw-data/summary_data-RCTC1810.xlsx,summary_data-RCTC1810.xlsx,Screen time,readable,4.0,3.0,4.0,Control; Intervention,Baseline screen time (hours),Baseline screen time (hours),,"[{""name"": ""Baseline screen time (hours)"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""0 to 2|3 to 5|6 to 8|9 or greater""}, {""name"": ""Control"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""12|112|106|53""}, {""name"": ""Intervention"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""15|90|81|48""}]",
RCTC-01810,manually-download-raw-data/summary_data-RCTC1810.xlsx,summary_data-RCTC1810.xlsx,Screen time change,readable,4.0,3.0,4.0,Control; Intervention,Change in screen time (hours),,,"[{""name"": ""Change in screen time (hours)"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""-4 or lower|-3 to -1|0 to 2|3 or greater""}, {""name"": ""Control"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""39|92|119|33""}, {""name"": ""Intervention"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""49|98|77|10""}]",
RCTC-01873,manually-download-raw-data/RCTC-01873/dataset_inflammatorymarkermanuscript_28.11.25.xlsx,dataset_inflammatorymarkermanuscript_28.11.25.xlsx,Sheet1,readable,381.0,22.0,381.0,,,woman_age; woman_height; bmi_cat_markerstudy,,"[{""name"": ""group_ad"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""woman_age"", ""missing"": 0.0, ""unique"": 13, ""sample"": ""30|22|21|18""}, {""name"": ""woman_height"", ""missing"": 0.0, ""unique"": 243, ""sample"": ""148.8|142.4|156.64999999999998|156.55""}, {""name"": ""bmi_cat_markerstudy"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""2|1|3""}, {""name"": ""fam_typ_markerstudy"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|4""}, {""name"": ""school_cat"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|2""}, {""name"": ""homemaker"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""bplcard1"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|2""}, {""name"": ""insurance"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""birth_place"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""1|3|2""}, {""name"": ""crpmgl_3m_upd"", ""missing"": 0.0, ""unique"": 104, ""sample"": ""0.58|0.59|6.37|1.34""}, {""name"": ""crpmgl_6m_upd"", ""missing"": 0.0, ""unique"": 92, ""sample"": ""0.73|1.89|0.59|0.58""}, {""name"": ""agpgl_3m_upd"", ""missing"": 0.0, ""unique"": 94, ""sample"": ""0.2800000011920929|0.7300000190734863|0.8299999833106995|0.8700000047683716""}, {""name"": ""agpgl_6m_upd"", ""missing"": 0.0, ""unique"": 93, ""sample"": ""0.47999998927116394|0.8399999737739563|0.33000001311302185|0.5400000214576721""}, {""name"": ""igf1ngml_3m_upd"", ""missing"": 0.0, ""unique"": 148, ""sample"": ""6.99|6.98|20.57|10.67""}, {""name"": ""igf1ngml_6m_upd"", ""missing"": 0.0, ""unique"": 110, ""sample"": ""8.16|18.14|6.98|n/a""}, {""name"": ""igfbp3ngml_3m"", ""missing"": 0.0, ""unique"": 376, ""sample"": ""295|218|n/a|230""}, {""name"": ""igfbp3ngml_6m"", ""missing"": 0.0, ""unique"": 324, ""sample"": ""1627|1616|1086|1600""}, {""name"": ""crp_3m_cat"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""crp_6m_cat"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""agp_3m_cat"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}, {""name"": ""agp_6m_cat"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""0|1""}]",
RCTC-01873,manually-download-raw-data/RCTC-01873/dataset_inflammatorymarkermanuscript_28.11.25.xlsx,dataset_inflammatorymarkermanuscript_28.11.25.xlsx,Sheet2,readable,35.0,2.0,35.0,,,,,"[{""name"": ""X1"", ""missing"": 0.371, ""unique"": 22, ""sample"": ""group_ad|woman_age|woman_height|bmi_cat_markerstudy""}, {""name"": ""X2"", ""missing"": 0.0, ""unique"": 30, ""sample"": ""0 = Control|1 = Intervention|continuous variable|1 = less than 18.5""}]",
RCTC-01888,manually-download-raw-data/RCTC-01888/CogEvo.xlsx,CogEvo.xlsx,Sheet,readable,20.0,45.0,20.0,,Follow the order; Follow the order②; Follow the order③; Follow the order④; Follow the order⑤; Follow the order⑥; Follow the order⑦,usage time(min),,"[{""name"": ""code"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""1|2|3|4""}, {""name"": ""group"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Control|SoroTouch""}, {""name"": ""Same shape"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""211|442|185|482""}, {""name"": ""Same shape②"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""403|386|152|367""}, {""name"": ""Same shape③"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""213|200|372|342""}, {""name"": ""Same shape④"", ""missing"": 0.0, ""unique"": 18, ""sample"": ""271|451|326|503""}, {""name"": ""Same shape⑤"", ""missing"": 0.0, ""unique"": 17, ""sample"": ""280|371|378|251""}, {""name"": ""Same shape⑥"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""446|405|351|389""}, {""name"": ""Same shape⑦"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""341|269|274|356""}, {""name"": ""Orientation"", ""missing"": 0.0, ""unique"": 16, ""sample"": ""390|273|258|393""}, {""name"": ""Orientation②"", ""missing"": 0.0, ""unique"": 17, ""sample"": ""406|361|239|405""}, {""name"": ""Orientation③"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""403|383|351|277""}, {""name"": ""Orientation④"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""394|401|309|408""}, {""name"": ""Orientation⑤"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""386|392|254|274""}, {""name"": ""Orientation⑥"", ""missing"": 0.0, ""unique"": 18, ""sample"": ""394|370|381|405""}, {""name"": ""Orientation⑦"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""359|344|254|367""}, {""name"": ""Flashing light"", ""missing"": 0.0, ""unique"": 14, ""sample"": ""90|380|240|580""}, {""name"": ""Flashing light②"", ""missing"": 0.0, ""unique"": 15, ""sample"": ""360|90|0|70""}, {""name"": ""Flashing light③"", ""missing"": 0.0, ""unique"": 16, ""sample"": ""180|260|10|280""}, {""name"": ""Flashing light④"", ""missing"": 0.0, ""unique"": 16, ""sample"": ""370|380|70|280""}, {""name"": ""Flashing light⑤"", ""missing"": 0.0, ""unique"": 13, ""sample"": ""510|380|280|570""}, {""name"": ""Flashing light⑥"", ""missing"": 0.0, ""unique"": 14, ""sample"": ""150|490|250|70""}, {""name"": ""Flashing light⑦"", ""missing"": 0.0, ""unique"": 15, ""sample"": ""250|380|30|370""}, {""name"": ""Route 99"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""168|240|220|317""}, {""name"": ""Route 99②"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""247|184|122|189""}, {""name"": ""Route 99③"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""167|235|274|277""}, {""name"": ""Route 99④"", ""missing"": 0.0, ""unique"": 18, ""sample"": ""227|327|179|355""}, {""name"": ""Route 99⑤"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""279|211|158|273""}, {""name"": ""Route 99⑥"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""245|203|249|311""}, {""name"": ""Route 99⑦"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""222|262|279|353""}, {""name"": ""Follow the order"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""172|223|197|271""}, {""name"": ""Follow the order②"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""270|231|177|165""}, {""name"": ""Follow the order③"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""233|255|170|272""}, {""name"": ""Follow the order④"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""244|243|155|259""}, {""name"": ""Follow the order⑤"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""253|215|163|268""}, {""name"": ""Follow the order⑥"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""285|245|174|286""}, {""name"": ""Follow the order⑦"", ""missing"": 0.0, ""unique"": 18, ""sample"": ""172|214|261|305""}, {""name"": ""Total"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""1031|1558|1100|1843""}, {""name"": ""Total②"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""1686|1252|690|1196""}, {""name"": ""Total③"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""1196|1333|1177|1241""}, {""name"": ""Total④"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""1506|1802|1349|1595""}, {""name"": ""Total⑤"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""1708|1569|1233|1636""}, {""name"": ""Total⑥"", ""missing"": 0.0, ""unique"": 19, ""sample"": ""1520|1713|1405|1461""}, {""name"": ""Total⑦"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""1344|1427|1051|1707""}, {""name"": ""usage time(min)"", ""missing"": 0.0, ""unique"": 11, ""sample"": ""N/A|6956|7270|505""}]",
RCTC-01888,manually-download-raw-data/RCTC-01888/MoCAJ.xlsx,MoCAJ.xlsx,Sheet1,readable,20.0,34.0,20.0,,,Language; Language 2,,"[{""name"": ""code"", ""missing"": 0.0, ""unique"": 20, ""sample"": ""1|2|3|4""}, {""name"": ""group"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""Control|SoroTouch""}, {""name"": ""Total"", ""missing"": 0.0, ""unique"": 8, ""sample"": ""29|28|24|21""}, {""name"": ""Visuospatial abilities/Executive functions"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""5|4""}, {""name"": ""Naming"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""3""}, {""name"": ""Attention"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""6|4|5|2""}, {""name"": ""Language"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""3|1|2""}, {""name"": ""Abstraction"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""2|1""}, {""name"": ""Delayed recall"", ""missing"": 0.0, ""unique"": 5, ""sample"": ""4|5|2|0""}, {""name"": ""Orientation"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""6|5""}, {""name"": ""Alternatint trail making"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""Visuocontruction skills(cube)"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""Visuocontruction skills(clock)"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""3|2""}, {""name"": ""Digit span"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""2|1""}, {""name"": ""Vigilance"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""Seral sevens"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""3|1|2|0""}, {""name"": ""Sentence repetition"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""2|0|1""}, {""name"": ""Verbal fluency"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}, {""name"": ""Total2"", ""missing"": 0.0, ""unique"": 7, ""sample"": ""29|25|26|23""}, {""name"": ""Visuospatial abilities/Executive functions2"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""5|4""}, {""name"": ""Naming2"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""3""}, {""name"": ""Attention2"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""6|5|4""}, {""name"": ""Language 2"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""2|3|1""}, {""name"": ""Abstraction2"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""2|1""}, {""name"": ""Delayed recall2"", ""missing"": 0.0, ""unique"": 4, ""sample"": ""5|3|2|4""}, {""name"": ""Orientation2"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""6""}, {""name"": ""Alternatint trail making2"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""1""}, {""name"": ""Visuocontruction skills(cube)2"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""1""}, {""name"": ""Visuocontruction skills(clock)2"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""3|2""}, {""name"": ""Digit span2"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""2|1""}, {""name"": ""Vigilance2"", ""missing"": 0.0, ""unique"": 1, ""sample"": ""1""}, {""name"": ""Seral sevens2"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""3|2|1""}, {""name"": ""Sentence repetition2"", ""missing"": 0.0, ""unique"": 3, ""sample"": ""1|2|0""}, {""name"": ""Verbal fluency2"", ""missing"": 0.0, ""unique"": 2, ""sample"": ""1|0""}]",
