candidate_id,path,file_name,extension,bytes,role
RCTC-01926,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01926/RCTC-1926/Song_ntrainerdeidentified_datadryad_2.13.19.csv,Song_ntrainerdeidentified_datadryad_2.13.19.csv,.csv,50960,data_or_table
RCTC-01934,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01934/RCTC-01934/Stephenson_PLOS ONE_R001.xlsx,Stephenson_PLOS ONE_R001.xlsx,.xlsx,16461,data_or_table
RCTC-01937,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01937/RCTC-01937/QuitPilot_Participants sp.sav,QuitPilot_Participants sp.sav,.sav,30752,data_or_table
RCTC-01941,manually-download-raw-data/Non+SVPE+datafile-RCTC-01941.xls,Non+SVPE+datafile-RCTC-01941.xls,.xls,46080,data_or_table
RCTC-01941,manually-download-raw-data/SVPE+datafile+for+data+repository-RCTC-01941.xls,SVPE+datafile+for+data+repository-RCTC-01941.xls,.xls,61440,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/README_for_TABLE_3_OUTCOME_database resubmit.xls,README_for_TABLE_3_OUTCOME_database resubmit.xls,.xls,52224,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/README_for_TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,README_for_TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,.xls,64000,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/Subsequently excluded patients.xls,Subsequently excluded patients.xls,.xls,30208,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/TABLE_1_DESCRIPTION_Database resubmit.xls,TABLE_1_DESCRIPTION_Database resubmit.xls,.xls,92672,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/TABLE_2_TOLERANCE database.xls,TABLE_2_TOLERANCE database.xls,.xls,71168,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/TABLE_3_OUTCOME_database resubmit.xls,TABLE_3_OUTCOME_database resubmit.xls,.xls,52224,data_or_table
RCTC-01948,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-01948/RCTC-01948/TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,.xls,64000,data_or_table
RCTC-05141,manually-download-raw-data/RCTC-05141/Combined_CM_Depression_Database.xlsx,Combined_CM_Depression_Database.xlsx,.xlsx,139815,data_or_table
RCTC-05141,manually-download-raw-data/RCTC-05141/Depression_Data_Readme_File_.docx,Depression_Data_Readme_File_.docx,.docx,17914,support
RCTC-05210,manually-download-raw-data/RCTC-05210/Data_Dictionary_Lung_Flute_ECO_Ph1b.csv,Data_Dictionary_Lung_Flute_ECO_Ph1b.csv,.csv,12154,data_or_table
RCTC-05210,manually-download-raw-data/RCTC-05210/Data_Lung_Flute_ECO_Ph1b.csv,Data_Lung_Flute_ECO_Ph1b.csv,.csv,409557,data_or_table
RCTC-05210,manually-download-raw-data/RCTC-05210/README (1).md,README (1).md,.md,1161,support
RCTC-05223,manually-download-raw-data/RCRC-05223.xlsx,RCRC-05223.xlsx,.xlsx,23568,data_or_table
RCTC-05226,manually-download-raw-data/RCTC-05226.xls,RCTC-05226.xls,.xls,1061888,data_or_table
RCTC-05235,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-05235/RCTC-05235/mHealth Trial Data.csv,mHealth Trial Data.csv,.csv,137746,data_or_table
RCTC-05250,rct_expansion/provenance/manual_download_screen_2026_06_11/extracted/RCTC-05250/RCTC-05250/HIP data NMJ et al Dryad .xlsx,HIP data NMJ et al Dryad .xlsx,.xlsx,102993,data_or_table
