candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,local_path,download_status,download_error,bytes_downloaded
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_30_Second_Chair_to_Stand_test.csv,https://datadryad.org/downloads/file_stream/4497792,text/csv,4012,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_Clavien-Dindo_classification.csv,https://datadryad.org/downloads/file_stream/4497795,text/csv,3813,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_EPIC-26.csv,https://datadryad.org/downloads/file_stream/4497794,text/csv,8664,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_NASA_TLX.csv,https://datadryad.org/downloads/file_stream/4497793,text/csv,6832,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_QoR-15.csv,https://datadryad.org/downloads/file_stream/4497796,text/csv,12371,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,telesurgery_system_monitoring_data.zip,https://datadryad.org/downloads/file_stream/4497798,application/x-zip-compressed,5802085,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00888,Dryad,10.5061/dryad.87f03,Dryad_data.xlsx,https://datadryad.org/downloads/file_stream/66549,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,42512,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-01937,Dryad,10.5061/dryad.p67jf576,QuitPilot_Participants sp.sav,https://datadryad.org/downloads/file_stream/55002,application/octet-stream,30752,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00893,Dryad,10.5061/dryad.8jf11,Final results SSPS.sav,https://datadryad.org/downloads/file_stream/32994,application/octet-stream,174369,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00893,Dryad,10.5061/dryad.8jf11,README_for_Final results SSPS.txt,https://datadryad.org/downloads/file_stream/32995,text/plain,8327,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00893,Dryad,10.5061/dryad.8jf11,README_for_SF6D results SSPS.txt,https://datadryad.org/downloads/file_stream/32997,text/plain,1561,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00893,Dryad,10.5061/dryad.8jf11,SF6D results SSPS.sav,https://datadryad.org/downloads/file_stream/32996,application/octet-stream,63031,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-01912,Dryad,10.5061/dryad.dz08kprtc,19-11-21_ARPEGGIO_Revised_manuscript_Draft_2_Supplement_SUBMITTED.docx,https://datadryad.org/downloads/file_stream/596227,application/vnd.openxmlformats-officedocument.wordprocessingml.document,39776,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-00175,Dryad,10.5061/dryad.5q1j0,C4CAnonFinalDataCheck1612.ods,https://datadryad.org/downloads/file_stream/29891,application/vnd.oasis.opendocument.spreadsheet,322482,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-05250,Dryad,10.5061/dryad.c3g48,HIP data NMJ et al Dryad .xlsx,https://datadryad.org/downloads/file_stream/44663,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,102993,no,data,,failed,curl: (56) The requested URL returned error: 403,
RCTC-03141,Loughborough University,10.17028/rd.lboro.28286774.v1,SG_rkae062_supplementary_data (1).docx,https://ndownloader.figshare.com/files/51951080,,239358,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03141/SG_rkae062_supplementary_data (1).docx,downloaded,,239358
RCTC-06362,Loughborough University,10.17028/rd.lboro.16917508.v1,nxab354_supplemental_file.docx,https://ndownloader.figshare.com/files/31297978,,17853,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-06362/nxab354_supplemental_file.docx,downloaded,,17853
RCTC-02529,Mendeley Data,10.17632/6k3w5zyj7m,Short-term efficacy of preoperative Duloxetine for patients subjected to modified radical mastectomy A dose ranging randomized controlled trial.sav,https://data.mendeley.com/public-files/datasets/6k3w5zyj7m/files/8853a5eb-f44a-4102-92e9-d60998b03b0a/file_downloaded,application/octet-stream,19819,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02529/Short-term efficacy of preoperative Duloxetine for patients subjected to modified radical mastectomy A dose ranging randomized controlled trial.sav,downloaded,,19819
RCTC-02917,Mendeley Data,10.17632/8sgpvp2tt3,DeadCoolAnon_Upload.sav,https://data.mendeley.com/public-files/datasets/8sgpvp2tt3/files/c2fc123c-8d1d-4161-a1f7-414b09107b7e/file_downloaded,application/octet-stream,15079,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02917/DeadCoolAnon_Upload.sav,downloaded,,15079
RCTC-05660,Mendeley Data,10.17632/j22h832thx,Tab 2.docx,https://data.mendeley.com/public-files/datasets/j22h832thx/files/a551d262-1902-4b3c-a026-632dd1df0801/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14009,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05660/Tab 2.docx,downloaded,,14009
RCTC-05660,Mendeley Data,10.17632/j22h832thx,Table 1.docx,https://data.mendeley.com/public-files/datasets/j22h832thx/files/d382cd0c-5008-46f3-b7e5-f5e60b407aa3/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14604,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05660/Table 1.docx,downloaded,,14604
RCTC-02645,Mendeley Data,10.17632/kdr3b4srbv,Patients record.xlsx,https://data.mendeley.com/public-files/datasets/kdr3b4srbv/files/84087c8c-a856-4026-9d1b-a44105319df0/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,47682,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02645/Patients record.xlsx,downloaded,,47682
RCTC-03085,Mendeley Data,10.17632/pxxtzgzgcz,Original data-ACB +PCI.xlsx,https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/7272c4eb-6c02-4601-ba0a-8ad226bac1bb/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25487,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,downloaded,,25487
RCTC-03085,Mendeley Data,10.17632/pxxtzgzgcz,Original data-PIA.xlsx,https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/b6806220-bce0-41b6-8ca7-f14b33164fa8/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25890,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03085/Original data-PIA.xlsx,downloaded,,25890
RCTC-02622,Mendeley Data,10.17632/2k98mvnk85,coste_paciente_ per revista.xlsx,https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/7e59087c-436a-47c2-aa17-080956122034/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20163,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02622/coste_paciente_ per revista.xlsx,downloaded,,20163
RCTC-02622,Mendeley Data,10.17632/2k98mvnk85,datos_analisis2 - english.xlsx,https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/798b5dbf-3050-4f9a-b529-12181b5e0ddd/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27514,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02622/datos_analisis2 - english.xlsx,downloaded,,27514
RCTC-02610,Mendeley Data,10.17632/vm8rg6rvsw,PT vs. Home ex. data.xlsx,https://data.mendeley.com/public-files/datasets/vm8rg6rvsw/files/031ac897-0e57-4e97-b2b2-91bc205d3324/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,44359,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02610/PT vs. Home ex. data.xlsx,downloaded,,44359
RCTC-03017,Mendeley Data,10.17632/5fj2mts5db,Electronic Supplementary Material.xlsx,https://data.mendeley.com/public-files/datasets/5fj2mts5db/files/cefcde50-a521-473f-be9c-8f9b3ffa0c93/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,59027,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03017/Electronic Supplementary Material.xlsx,downloaded,,59027
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Demographic.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/8bd03ca9-7f45-4efd-9bf6-6eed8d7c6d7b/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19176,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Demographic.xlsx,downloaded,,19176
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 0U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/ec98fd0f-ff50-4252-ad70-39c9e02b2b4e/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,182199,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Group 0U.xlsx,downloaded,,182199
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 2U .xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/95a0b5b3-5e7f-424f-990e-ce9c67305bb4/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,175283,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Group 2U .xlsx,downloaded,,175283
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 4U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/71db378f-befd-424a-ad63-b7d759c1ec04/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,175135,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Group 4U.xlsx,downloaded,,175135
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 6U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/9e758cc0-28bf-4794-95e8-f6a3d2824b0d/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,188619,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Group 6U.xlsx,downloaded,,188619
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Surgical .xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/0865d054-f7a1-4e23-83c3-8a74e539ae3e/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23097,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03034/Surgical .xlsx,downloaded,,23097
RCTC-02490,Mendeley Data,10.17632/3v4gpkm8b8,orignial data.xlsx,https://data.mendeley.com/public-files/datasets/3v4gpkm8b8/files/990a64ae-1e2b-4dea-842a-0f831fe85399/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,28446,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02490/orignial data.xlsx,downloaded,,28446
RCTC-00346,Mendeley Data,10.17632/96bk339vr4,Data.zip,https://data.mendeley.com/public-files/datasets/96bk339vr4/files/489f511e-3c29-4117-86a3-f13739dde3e0/file_downloaded,application/x-zip-compressed,49008,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-00346/Data.zip,downloaded,,49008
RCTC-03078,Mendeley Data,10.17632/93w6dmhptd,UPSIDE DOWNS RAW DATA.xlsx,https://data.mendeley.com/public-files/datasets/93w6dmhptd/files/654734bb-26e9-4f75-995b-8f4a30e12a2b/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,90421,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03078/UPSIDE DOWNS RAW DATA.xlsx,downloaded,,90421
RCTC-02585,Mendeley Data,10.17632/dm2y8ztgvm,Supplemental Tables 1 and 2.docx,https://data.mendeley.com/public-files/datasets/dm2y8ztgvm/files/38ecd1da-3507-4855-84ce-d0f8226fdb04/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,41759,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02585/Supplemental Tables 1 and 2.docx,downloaded,,41759
RCTC-05335,Mendeley Data,10.17632/8bjtsp9cf2.2,BE HEARD 2-Year S_E Supplementary Materials.docx,https://data.mendeley.com/public-files/datasets/8bjtsp9cf2/files/5fbd3c09-695e-4968-a038-08d3954099e1/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,969707,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05335/BE HEARD 2-Year S_E Supplementary Materials.docx,downloaded,,969707
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Immediate Test.xlsx,https://zenodo.org/api/records/13769970/files/Immediate%20Test.xlsx/content,,21643,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03255/Immediate Test.xlsx,downloaded,,21643
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Pre-Intervention Survey on Critical Approach to AI.xlsx,https://zenodo.org/api/records/13769970/files/Pre-Intervention%20Survey%20on%20Critical%20Approach%20to%20AI.xlsx/content,,12658,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03255/Pre-Intervention Survey on Critical Approach to AI.xlsx,downloaded,,12658
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Delayed Test.xlsx,https://zenodo.org/api/records/13769970/files/Delayed%20Test.xlsx/content,,21407,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03255/Delayed Test.xlsx,downloaded,,21407
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Post-Intervention Survey on Critical Approach to AI.xlsx,https://zenodo.org/api/records/13769970/files/Post-Intervention%20Survey%20on%20Critical%20Approach%20to%20AI.xlsx/content,,12516,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03255/Post-Intervention Survey on Critical Approach to AI.xlsx,downloaded,,12516
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteC.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteC.xlsx/content,,27942,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteC.xlsx,downloaded,,27942
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx/content,,672238,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx,downloaded,,672238
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteA.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteA.xlsx/content,,32643,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteA.xlsx,downloaded,,32643
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx/content,,203532,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx,downloaded,,203532
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx/content,,15260,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx,downloaded,,15260
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteB.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteB.xlsx/content,,32817,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteB.xlsx,downloaded,,32817
RCTC-05436,Zenodo,10.5281/zenodo.15784638,RESILIENT De-identification Data Dictionary.xlsx,https://zenodo.org/api/records/15784638/files/RESILIENT%20De-identification%20Data%20Dictionary.xlsx/content,,37517,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05436/RESILIENT De-identification Data Dictionary.xlsx,downloaded,,37517
RCTC-05436,Zenodo,10.5281/zenodo.15784638,RESILIENT De-identification Data.xlsx,https://zenodo.org/api/records/15784638/files/RESILIENT%20De-identification%20Data.xlsx/content,,893243,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05436/RESILIENT De-identification Data.xlsx,downloaded,,893243
RCTC-04002,Zenodo,10.5281/zenodo.6340521,Dataset with description.xlsx,https://zenodo.org/api/records/6340521/files/Dataset%20with%20description.xlsx/content,,105459,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-04002/Dataset with description.xlsx,downloaded,,105459
RCTC-04002,Zenodo,10.5281/zenodo.6340521,Dataset.csv,https://zenodo.org/api/records/6340521/files/Dataset.csv/content,,108190,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-04002/Dataset.csv,downloaded,,108190
RCTC-06339,Zenodo,10.5281/zenodo.4621031,EXTRACTNOAC_FAS.xlsx,https://zenodo.org/api/records/4621031/files/EXTRACTNOAC_FAS.xlsx/content,,77525,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-06339/EXTRACTNOAC_FAS.xlsx,downloaded,,77525
RCTC-06136,Zenodo,10.5281/zenodo.7628187,Dataset_35862782.xlsx,https://zenodo.org/api/records/7628187/files/Dataset_35862782.xlsx/content,,57851,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-06136/Dataset_35862782.xlsx,downloaded,,57851
RCTC-04008,Zenodo,10.5281/zenodo.5255866,Dataset_32947474.xlsx,https://zenodo.org/api/records/5255866/files/Dataset_32947474.xlsx/content,,117000,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-04008/Dataset_32947474.xlsx,downloaded,,117000
RCTC-01119,Zenodo,10.5281/zenodo.5464140,Proteomics_PMIC 202100160_SampleList.xls,https://zenodo.org/api/records/5464140/files/Proteomics_PMIC%20202100160_SampleList.xls/content,,135680,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-01119/Proteomics_PMIC 202100160_SampleList.xls,downloaded,,135680
RCTC-02467,Zenodo,10.5281/zenodo.15004761,SIMCODE Patient Level Data_final.xlsx,https://zenodo.org/api/records/15004761/files/SIMCODE%20Patient%20Level%20Data_final.xlsx/content,,104304,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-02467/SIMCODE Patient Level Data_final.xlsx,downloaded,,104304
RCTC-03406,Zenodo,10.5281/zenodo.13128548,dr oyebamiji gynec (1).sav,https://zenodo.org/api/records/13128548/files/dr%20oyebamiji%20gynec%20(1).sav/content,,28956,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03406/dr oyebamiji gynec (1).sav,downloaded,,28956
RCTC-04131,Zenodo,10.5281/zenodo.4039992,Orthopulse _ canine distalisation (altogether _ ME).xlsx,https://zenodo.org/api/records/4039992/files/Orthopulse%20&%20canine%20distalisation%20(altogether%20&%20ME).xlsx/content,,19000,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-04131/Orthopulse _ canine distalisation (altogether _ ME).xlsx,downloaded,,19000
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq_2_3_readme.txt,https://zenodo.org/api/records/5919956/files/aelq_2_3_readme.txt/content,,2701,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq_2_3_readme.txt,downloaded,,2701
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq6_public.R,https://zenodo.org/api/records/5919956/files/aelq6_public.R/content,,21023,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq6_public.R,downloaded,,21023
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq3.txt,https://zenodo.org/api/records/5919956/files/aelq3.txt/content,,480637,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq3.txt,downloaded,,480637
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq2_base2.txt,https://zenodo.org/api/records/5919956/files/aelq2_base2.txt/content,,10228,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq2_base2.txt,downloaded,,10228
RCTC-05768,Mendeley Data,10.17632/z27d252sr9,Untitled1.sav,https://data.mendeley.com/public-files/datasets/z27d252sr9/files/df994cec-b0e7-4bb8-b0d0-c8f127f21a34/file_downloaded,application/octet-stream,17335,no,data,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05768/Untitled1.sav,downloaded,,17335
