candidate_id,source_kind,local_path,file_name,sheet_or_object,read_status,read_error,n_rows_sampled,n_cols,columns_sample,id_candidates,treatment_candidates,treatment_levels_sample,outcome_candidates,numeric_col_count
RCTC-03406,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-03406/dr oyebamiji gynec (1).sav,dr oyebamiji gynec (1).sav,sav,readable,,240,43,hospitalnos; age; parity; lmp; EGA; levelofeduc; husbandoccup; occupation; socialclass; avmonthlyinc; genotype; bloodgroup; rhesusgroup; febrileillness; treatment; urinalysis; vaginaldischarge; PCV20; PCV28; PCV36; PCV37; serumferritin20; serumferritin36; sideeffects; irondose; compliance; birthweight; EGAatdelivery; postpartumPCV; rhesusgrp; nage; nparity; WKS; EGA@SAMPLE; averageincomegrp; grpPCV37weeks; serum20wks; seru37wks; changeserumferrinting; filter_$; EGADAYS; grpPCV36; grpserum@37,,bloodgroup; rhesusgroup; treatment,bloodgroup: 1 | 3 | 2 | 4 || rhesusgroup: 2 | 1 || treatment: 0 | 1,hospitalnos; bloodgroup; birthweight; postpartumPCV; changeserumferrinting,42
RCTC-04131,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-04131/Orthopulse _ canine distalisation (altogether _ ME).xlsx,Orthopulse _ canine distalisation (altogether _ ME).xlsx,,failed,`Import openpyxl` failed.  Use pip or conda to install the openpyxl package.,,,,,,,,
RCTC-05974,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq_2_3_readme.txt,aelq_2_3_readme.txt,,failed,Unable to parse as delimited text,,,,,,,,
RCTC-05974,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq6_public.R,aelq6_public.R,,skipped_unsupported_extension,,,,,,,,,
RCTC-05974,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq3.txt,aelq3.txt,delimited,readable,,1000,30,Nr; Time; KPS; Weight; Died; LocalRec; Metast; NewPrim; fAEBreast; fAEHeart; fAELung; fAEOther; LVEF2; MacIver; FVC; FEV1; PEF; VC; TLC; RV; FRC; Raw; sRaw; DLCO; VA; PF; fDY; fFA; fPA; Year,,,,Weight; fAEHeart,30
RCTC-05974,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05974/aelq2_base2.txt,aelq2_base2.txt,delimited,readable,,123,26,Nr; Age; RTdose; AllocTomo; KPS; Weight; Height; Detection; Smoker; Mastectomy; AxillaryDissection; chemosched; hormonetherapy; trastuzumab; Laterality; StageI; StageIIA; StageIIB; ER; PR; neu; her2; NodalRT; Died; LengthFU; YearLFU,,,,Weight,26
RCTC-05768,download,rct_expansion/provenance/landing_page_verification_2026_06_09/downloads/RCTC-05768/Untitled1.sav,Untitled1.sav,sav,readable,,320,9,group; gender; age; dehicence; infection; freshsocket; infectiondays; earlyimplantfaile; implantplacementtime,,group,group: 1 | 2,infection; infectiondays,3
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Family caregivers__baseline.sav,Data__A__Family caregivers__baseline.sav,sav,readable,,33,86,A年龄; A性别; A婚姻状况; A与患者关系; A教育水平; A职业; A宗教信仰; A每天照顾时间; A自身健康; A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; D1; D2; D3; D4; D5; D6; D7; D8; D9; D10; D11; D12; D13; D14; D15; D16; D17; D18; D19; D20; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26; F27; F28; F29; F30; 满意度,,,,,86
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Family caregivers__eight week.sav,Data__A__Family caregivers__eight week.sav,sav,readable,,33,76,A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; D1; D2; D3; D4; D5; D6; D7; D8; D9; D10; D11; D12; D13; D14; D15; D16; D17; D18; D19; D20; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26; F27; F28; F29; F30; A粗略总分; A标准分; D粗略总分; D标准分; F亲密度; F适应性,,,,,76
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Family caregivers__first week.sav,Data__A__Family caregivers__first week.sav,sav,readable,,33,76,A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; D1; D2; D3; D4; D5; D6; D7; D8; D9; D10; D11; D12; D13; D14; D15; D16; D17; D18; D19; D20; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26; F27; F28; F29; F30; A粗略总分; A标准分; D粗略总分; D标准分; F亲密度; F适应性,,,,,76
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Family caregivers__fourth week.sav,Data__A__Family caregivers__fourth week.sav,sav,readable,,33,76,A1; A2; A3; A4; A5; A6; A7; A8; A9; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; D1; D2; D3; D4; D5; D6; D7; D8; D9; D10; D11; D12; D13; D14; D15; D16; D17; D18; D19; D20; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26; F27; F28; F29; F30; A粗略总分; A标准分; F亲密度; F适应性; D粗分; D标分,,,,,76
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Patients__baseline.sav,Data__A__Patients__baseline.sav,sav,readable,,33,123,A年龄; A性别; A婚姻; A子女数; A教育水平; A职业; A家庭人均月收入; A医保类型; A宗教信仰; A家庭居住类型; A入院诊断; A病程; A住院次数; A本次住院时长; A是否化疗; A化疗次数; A骨髓抑制; A恶心; A呕吐; A口腔溃疡; A脱发; A肝损害; A心脏毒性; A末梢神经炎; A其他; A是否复发; A是否移植; H1; H2; H3; H4; H5; H6; H7; H8; H9; H10; H11; H12; S1; S2; S3; S4; S5; S6; S7; S8; S9; S10; S11; S12; Q1; Q2; Q3; Q4; Q5; Q6; Q7; Q8; Q9; Q10; Q11; Q12; Q13; Q14; Q15; Q16; Q17; Q18; Q19; Q20; Q21; Q22; Q23; Q24; Q25; Q26; Q27; Q28; Q29,,,,,123
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Patients__eight week.sav,Data__A__Patients__eight week.sav,sav,readable,,33,96,H1; H2; H3; H4; H5; H6; H7; H8; H9; H10; H11; H12; S1; S2; S3; S4; S5; S6; S7; S8; S9; S10; S11; S12; Q1; Q2; Q3; Q4; Q5; Q6; Q7; Q8; Q9; Q10; Q11; Q12; Q13; Q14; Q15; Q16; Q17; Q18; Q19; Q20; Q21; Q22; Q23; Q24; Q25; Q26; Q27; Q28; Q29; Q30; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26,,,,,96
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Patients__first week.sav,Data__A__Patients__first week.sav,sav,readable,,33,97,H1; H2; H3; H4; H5; H6; H7; H8; H9; H10; H11; H12; S1; S2; S3; S4; S5; S6; S7; S8; S9; S10; S11; S12; Q1; Q2; Q3; Q4; Q5; Q6; Q7; Q8; Q9; Q10; Q11; Q12; Q13; Q14; Q15; Q16; Q17; Q18; Q19; Q20; Q21; Q22; Q23; Q24; Q25; Q26; Q27; Q28; Q29; Q30; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26,,,,,97
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__A__Patients__fourth week.sav,Data__A__Patients__fourth week.sav,sav,readable,,33,96,H1; H2; H3; H4; H5; H6; H7; H8; H9; H10; H11; H12; S1; S2; S3; S4; S5; S6; S7; S8; S9; S10; S11; S12; Q1; Q2; Q3; Q4; Q5; Q6; Q7; Q8; Q9; Q10; Q11; Q12; Q13; Q14; Q15; Q16; Q17; Q18; Q19; Q20; Q21; Q22; Q23; Q24; Q25; Q26; Q27; Q28; Q29; Q30; F1; F2; F3; F4; F5; F6; F7; F8; F9; F10; F11; F12; F13; F14; F15; F16; F17; F18; F19; F20; F21; F22; F23; F24; F25; F26,,,,,96
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Family caregivers__baseline.sav,Data__B__Family caregivers__baseline.sav,sav,readable,,35,85,B年龄; B性别; B婚姻; B与患者关系; B教育水平; B职业; B宗教信仰; B每天照顾时间; B自身健康; fA1; fA2; fA3; fA4; fA5; fA6; fA7; fA8; fA9; fA10; fA11; fA12; fA13; fA14; fA15; fA16; fA17; fA18; fA19; fA20; fD1; fD2; fD3; fD4; fD5; fD6; fD7; fD8; fD9; fD10; fD11; fD12; fD13; fD14; fD15; fD16; fD17; fD18; fD19; fD20; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26; fF27; fF28; fF29; fF30; fA粗略总分,,,,,85
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Family caregivers__eight week.sav,Data__B__Family caregivers__eight week.sav,sav,readable,,35,76,fA1; fA2; fA3; fA4; fA5; fA6; fA7; fA8; fA9; fA10; fA11; fA12; fA13; fA14; fA15; fA16; fA17; fA18; fA19; fA20; fD1; fD2; fD3; fD4; fD5; fD6; fD7; fD8; fD9; fD10; fD11; fD12; fD13; fD14; fD15; fD16; fD17; fD18; fD19; fD20; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26; fF27; fF28; fF29; fF30; fA粗略总分; fA标准分; fD粗略总分; fD标准分; fF亲密度; fF适应性,,,,,76
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Family caregivers__first week.sav,Data__B__Family caregivers__first week.sav,sav,readable,,35,76,fA1; fA2; fA3; fA4; fA5; fA6; fA7; fA8; fA9; fA10; fA11; fA12; fA13; fA14; fA15; fA16; fA17; fA18; fA19; fA20; fD1; fD2; fD3; fD4; fD5; fD6; fD7; fD8; fD9; fD10; fD11; fD12; fD13; fD14; fD15; fD16; fD17; fD18; fD19; fD20; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26; fF27; fF28; fF29; fF30; fA粗略总分; fA标准分; fD粗略总分; fD标准分; F亲密度; F适应性,,,,,76
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Family caregivers__fourth eek.sav,Data__B__Family caregivers__fourth eek.sav,sav,readable,,35,78,fA1; fA2; fA3; fA4; fA5; fA6; fA7; fA8; fA9; fA10; fA11; fA12; fA13; fA14; fA15; fA16; fA17; fA18; fA19; fA20; fD1; fD2; fD3; fD4; fD5; fD6; fD7; fD8; fD9; fD10; fD11; fD12; fD13; fD14; fD15; fD16; fD17; fD18; fD19; fD20; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26; fF27; fF28; fF29; fF30; fA粗略总分; fA标准分; fD粗略总分; fD标准分; fF亲密度; fF适应性; D粗分; D标分,,,,,78
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Patients__baseline.sav,Data__B__Patients__baseline.sav,sav,readable,,35,123,B年龄; B性别; B婚姻; B子女数; B教育水平; B职业; B家庭人均月收入; B医保类型; B宗教信仰; B家庭居住类型; B入院诊断; B病程; B住院次数; B本次住院时长; B是否化疗; B化疗次数; B骨髓抑制; B恶心; B呕吐; B口腔溃疡; B脱发; B肝损害; B心脏毒性; B末梢神经炎; B其他; B是否复发; B是否移植; fH1; fH2; fH3; fH4; fH5; fH6; fH7; fH8; fH9; fH10; fH11; fH12; fS1; fS2; fS3; fS4; fS5; fS6; fS7; fS8; fS9; fS10; fS11; fS12; fQ1; fQ2; fQ3; fQ4; fQ5; fQ6; fQ7; fQ8; fQ9; fQ10; fQ11; fQ12; fQ13; fQ14; fQ15; fQ16; fQ17; fQ18; fQ19; fQ20; fQ21; fQ22; fQ23; fQ24; fQ25; fQ26; fQ27; fQ28; fQ29,,,,,123
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Patients__eight week.sav,Data__B__Patients__eight week.sav,sav,readable,,35,96,fH1; fH2; fH3; fH4; fH5; fH6; fH7; fH8; fH9; fH10; fH11; fH12; fS1; fS2; fS3; fS4; fS5; fS6; fS7; fS8; fS9; fS10; fS11; fS12; fQ1; fQ2; fQ3; fQ4; fQ5; fQ6; fQ7; fQ8; fQ9; fQ10; fQ11; fQ12; fQ13; fQ14; fQ15; fQ16; fQ17; fQ18; fQ19; fQ20; fQ21; fQ22; fQ23; fQ24; fQ25; fQ26; fQ27; fQ28; fQ29; fQ30; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26,,,,,96
RCTC-00346,archive_member,rct_expansion/provenance/landing_page_verification_2026_06_09/extracted/RCTC-00346/Data/Data__B__Patients__first week.sav,Data__B__Patients__first week.sav,sav,readable,,35,96,fH1; fH2; fH3; fH4; fH5; fH6; fH7; fH8; fH9; fH10; fH11; fH12; fS1; fS2; fS3; fS4; fS5; fS6; fS7; fS8; fS9; fS10; fS11; fS12; fQ1; fQ2; fQ3; fQ4; fQ5; fQ6; fQ7; fQ8; fQ9; fQ10; fQ11; fQ12; fQ13; fQ14; fQ15; fQ16; fQ17; fQ18; fQ19; fQ20; fQ21; fQ22; fQ23; fQ24; fQ25; fQ26; fQ27; fQ28; fQ29; fQ30; fF1; fF2; fF3; fF4; fF5; fF6; fF7; fF8; fF9; fF10; fF11; fF12; fF13; fF14; fF15; fF16; fF17; fF18; fF19; fF20; fF21; fF22; fF23; fF24; fF25; fF26,,,,,96
