candidate_id,source_kind,local_path,file_name,sheet_or_object,read_status,read_error,n_rows_sampled,n_cols,columns_sample,id_candidates,treatment_candidates,treatment_levels_sample,outcome_candidates,numeric_col_count
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,Original data-ACB +PCI.xlsx,Pain,readable,,45,12,NO.; Name; 2h; 8h; 12h; 24h; 48h; 72h; 12h.1; 24h.1; 48h.1; 72h.1,,,,,0
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,Original data-ACB +PCI.xlsx,Morphine consumption(mg),readable,,45,6,NO.; Name; POD1; POD2; POD3; Total(mg),,,,,5
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,Original data-ACB +PCI.xlsx,Functional recovery,readable,,45,12,NO.; Name; POD1; POD2; POD3; POD1.1; POD2.1; POD3.1; POD1.2; POD2.2; POD3.2; Po hospital stays (h),,,,Po hospital stays (h),1
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,Original data-ACB +PCI.xlsx,Adverse events,readable,,45,9,NO.; Name; Nausea; Vomiting; Wound swelling; Wound oozes; Delayed wound healing; Intramuscular venous thrombosis; Neurovascular complications,,,,Nausea; Vomiting; Neurovascular complications,2
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,Original data-PIA.xlsx,Basic characteristics,readable,,45,15,NO.; Name; ID; Bed number; Age; Sex; Weight(kg); Hight(cm); BMI; Side; Pre-VAS; Pre-knee ROM; Pre-quadriceps strength; ASA status; Duration of operation(min),ID,,,Weight(kg); BMI; Pre-VAS,12
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,Original data-PIA.xlsx,Pain,readable,,45,12,NO.; Name; 2h; 8h; 12h; 24h; 48h; 72h; 12h.1; 24h.1; 48h.1; 72h.1,,,,,0
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,Original data-PIA.xlsx,Morphine consumption(mg),readable,,45,6,NO.; Name; POD1; POD2; POD3; Total(mg),,,,,5
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,Original data-PIA.xlsx,Functional recovery,readable,,45,12,NO.; Name; POD1; POD2; POD3; POD1.1; POD2.1; POD3.1; POD1.2; POD2.2; POD3.2; Po hospital stays (h),,,,Po hospital stays (h),1
RCTC-03085,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,Original data-PIA.xlsx,Adverse events,readable,,45,9,NO.; Name; Nausea; Vomiting; Wound swelling; Wound oozes; Delayed wound healing; Intramuscular venous thrombosis; Neurovascular complications,,,,Nausea; Vomiting; Neurovascular complications,2
RCTC-02622,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02622/coste_paciente_ per revista.xlsx,coste_paciente_ per revista.xlsx,coste_paciente,readable,,169,7,ID CODE; Nurse costs; Dressing costs; Material costs; Secondary costs; Total costs; Dressing type,ID CODE,,,Secondary costs,6
RCTC-02622,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02622/datos_analisis2 - english.xlsx,datos_analisis2 - english.xlsx,datos_analisis2,readable,,169,19,"ID code; Sex; Age; Baseline visit; num. visit; Dressing type; Ulcer_stage; Cured: 1, no cured: 2; infected; Postural changes; red_friccion; Avoided_infecion; Braden Scale; Push Scale; porc_postural changes; porc_friccion; porc_infec; Loss to follow up; Location",ID code,,,Postural changes; Braden Scale; Push Scale; porc_postural changes; Loss to follow up,14
RCTC-02610,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02610/PT vs. Home ex. data.xlsx,PT vs. Home ex. data.xlsx,Sheet1,readable,,86,91,Group; Age; Gender; BMI; Duration of symptom; L1; L2; L3; L4; L5; Slippage mm; Instability; Back pain; Leg pain; Numbness; Pain; Lumbar; Gait; Social; Psychological; PF; RE; MH; VT; RP; SF; BP; GH; Symptom severity; Physical function; PCS; PASS20; HADA; HADD; TSK11; IC m; 6 weeks; Back pain 6; Leg pain 6; Numbness 6; Pain 6; Lumbar 6; Gait 6; Social 6; Psychological 6; PF 6; RE 6; MH 6; VT 6; RP 6; SF 6; BP 6; GH 6; Symptom severity.1; Physical function.1; Satisfaction; PCS 6; PASS20 6; HADA 6; HADD 6; TSK11 6; IC m 6; 6-0; Back pain C; Leg pain C; Numbness C; Pain C; Lumbar C; Gait C; Social C; Psychological C; PF C; RE C; MH C; VT C; RP C; SF C; BP C; GH C; Symptom severity C,,Group,Group: 1 | 2,BMI; Duration of symptom; Back pain; Leg pain; Pain; Symptom severity; PCS; TSK11; Back pain 6; Leg pain 6; Pain 6; Symptom severity.1; PCS 6; TSK11 6; Back pain C; Leg pain C; Pain C; Symptom severity C; PCS C; TSK11 C; Daily steps 0; Daily steps 6; Daily steps C,1
RCTC-03017,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03017/Electronic Supplementary Material.xlsx,Electronic Supplementary Material.xlsx,intravenous group,readable,,61,27,admission number; name; pre d-dimer; post d-dimer; time; gender; age; height; height.1; weight; BMI; k1; k2; k3; PBV; k4; k5; k6; total blood loss; pre Hct; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss; phone; fracture site; operationtime,,,,post d-dimer; weight; BMI; total blood loss; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss,23
RCTC-03017,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03017/Electronic Supplementary Material.xlsx,Electronic Supplementary Material.xlsx,topical group,readable,,61,27,admission number; name; pre d-dimer; post d-dimer; time; gender; age; height; height.1; weight; BMI; k1; k2; k3; PBV; k4; k5; k6; total blood loss; pre Hct; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss; phone; fracture site; operationtime,,,,post d-dimer; weight; BMI; total blood loss; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss,24
RCTC-03017,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03017/Electronic Supplementary Material.xlsx,Electronic Supplementary Material.xlsx,combined group,readable,,59,27,admission number; name; pre d-dimer; post d-dimer; time; gender; age; height; height.1; weight; BMI; k1; k2; k3; PBV; k4; k5; k6; total blood loss; pre Hct; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss; phone; fracture site; operationtime,,,,post d-dimer; weight; BMI; total blood loss; post Hct; total blood loss.1; intraoperative blood loss; hidden blood loss,24
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Demographic.xlsx,Demographic.xlsx,Group 0U ,readable,,30,11,患者编号; 年龄; 身高（m); 体重(kg); BMI; ASA 分级; 肌瘤个数; 主要肌瘤位置; 最大肌瘤直径cm; 注射时间(sec); 气腹压,,,,BMI,10
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Demographic.xlsx,Demographic.xlsx,Group 2U ,readable,,29,11,患者编号; 年龄; 身高（m); 体重(kg); BMI; ASA 分级; 肌瘤个数; 主要肌瘤位置; 最大肌瘤直径cm; 注射时间(sec); 气腹压,,,,BMI,10
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Demographic.xlsx,Demographic.xlsx,Group 4U ,readable,,29,11,患者编号; 年龄; 身高（m); 体重(kg); BMI; ASA 分级; 肌瘤个数; 主要肌瘤位置; 最大肌瘤直径cm; 注射时间(sec); 气腹压,,,,BMI,10
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Demographic.xlsx,Demographic.xlsx,Group 6U ,readable,,30,11,患者编号; 年龄; 身高（m); 体重(kg); BMI; ASA 分级; 肌瘤个数; 主要肌瘤位置; 最大肌瘤直径cm; 注射时间(sec); 气腹压,,,,BMI,10
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 0U.xlsx,Group 0U.xlsx,SBP,readable,,31,373,89; 118.57142857142857; 104.0; 0.12289156626506023; 90; 恢复时间; 119.0; 120.0; 120.0.1; 120.0.2; 118.0; 117.0; 116.0; 115.0; 116.0.1; 117.0.1; 116.0.2; 115.0.1; 115.0.2; 115.0.3; 114.0; 113.0; 114.0.1; 113.0.1; 114.0.2; 113.0.2; 110.0; 106.0; 110.0.1; 108.0; 104.0.1; 106.0.1; 106.0.2; 107.0; 108.0.1; 105.0; 104.0.2; 105.0.1; 106.0.3; 104.0.3; 106.0.4; 108.0.2; 107.0.1; 107.0.2; 107.0.3; 110.0.2; 108.0.3; 108.0.4; 107.0.4; 111.0; 110.0.3; 112.0; 113.0.3; 116.0.3; 121.0; 110.0.4; 122.0; 132.0; 131.0; 131.0.1; 128.0; 129.0; 127.0; 125.0; 126.0; 126.0.1; 126.0.2; 127.0.1; 128.0.1; 126.0.3; 124.0; 124.0.1; 121.0.1; 122.0.1; 123.0; 122.0.2; 121.0.2; 121.0.3; 123.0.1; 122.0.3,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 0U.xlsx,Group 0U.xlsx,DBP,readable,,31,371,89; 70.85714285714286; 61.0; 0.1391129032258065; 71.0; 72.0; 72.0.1; 71.0.1; 71.0.2; 70.0; 69.0; 69.0.1; 70.0.1; 69.0.2; 69.0.3; 68.0; 68.0.1; 67.0; 67.0.1; 67.0.2; 67.0.3; 67.0.4; 66.0; 65.0; 64.0; 62.0; 63.0; 64.0.1; 63.0.1; 62.0.1; 62.0.2; 63.0.2; 62.0.3; 62.0.4; 62.0.5; 61.0.1; 62.0.6; 62.0.7; 62.0.8; 62.0.9; 62.0.10; 62.0.11; 63.0.3; 62.0.12; 62.0.13; 62.0.14; 63.0.4; 63.0.5; 64.0.2; 64.0.3; 64.0.4; 66.0.1; 70.0.2; 69.0.4; 74.0; 78.0; 80.0; 79.0; 78.0.1; 77.0; 74.0.1; 73.0; 74.0.2; 74.0.3; 74.0.4; 74.0.5; 75.0; 74.0.6; 72.0.2; 72.0.3; 71.0.3; 70.0.3; 71.0.4; 71.0.5; 71.0.6; 70.0.4; 71.0.7; 69.0.5; 68.0.2; 68.0.3,,,,,370
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 0U.xlsx,Group 0U.xlsx,HR,readable,,31,371,89; 59.285714285714285; 63.0; 0.06265060240963857; 59.0; 59.0.1; 59.0.2; 59.0.3; 59.0.4; 60.0; 60.0.1; 60.0.2; 61.0; 61.0.1; 62.0; 62.0.1; 62.0.2; 62.0.3; 62.0.4; 62.0.5; 62.0.6; 62.0.7; 62.0.8; 62.0.9; 62.0.10; 61.0.2; 61.0.3; 62.0.11; 62.0.12; 62.0.13; 62.0.14; 62.0.15; 63.0.1; 63.0.2; 63.0.3; 63.0.4; 63.0.5; 63.0.6; 63.0.7; 63.0.8; 63.0.9; 63.0.10; 63.0.11; 63.0.12; 62.0.16; 62.0.17; 62.0.18; 62.0.19; 62.0.20; 61.0.4; 54.0; 53.0; 53.0.1; 52.0; 51.0; 51.0.1; 51.0.2; 51.0.3; 53.0.2; 54.0.1; 55.0; 57.0; 58.0; 59.0.5; 59.0.6; 59.0.7; 60.0.3; 60.0.4; 60.0.5; 60.0.6; 60.0.7; 61.0.5; 61.0.6; 61.0.7; 61.0.8; 61.0.9; 61.0.10; 61.0.11; 61.0.12; 61.0.13,,,,,370
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 2U .xlsx,Group 2U .xlsx,SBP,readable,,30,373,19; 112.0; 108.0; 0.03571428571428571; 50.0; 90.0; 114.0; 111.0; 110.0; 110.0.1; 111.0.1; 114.0.1; 114.0.2; 114.0.3; 112.0.1; 112.0.2; 116.0; 113.0; 110.0.2; 110.0.3; 110.0.4; 109.0; 108.0.1; 110.0.5; 109.0.1; 111.0.2; 114.0.4; 113.0.1; 111.0.3; 111.0.4; 112.0.3; 112.0.4; 112.0.5; 110.0.6; 109.0.2; 109.0.3; 115.0; 115.0.1; 114.0.5; 113.0.2; 113.0.3; 113.0.4; 112.0.6; 113.0.5; 116.0.1; 120.0; 118.0; 116.0.2; 116.0.3; 116.0.4; 119.0; 117.0; 115.0.2; 117.0.1; 118.0.1; 116.0.5; 115.0.3; 112.0.7; 109.0.4; 109.0.5; 111.0.5; 114.0.6; 116.0.6; 115.0.4; 115.0.5; 113.0.6; 112.0.8; 112.0.9; 112.0.10; 111.0.6; 112.0.11; 111.0.7; 111.0.8; 111.0.9; 115.0.6; 114.0.7; 114.0.8; 114.0.9; 115.0.7; 113.0.7,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 2U .xlsx,Group 2U .xlsx,DBP,readable,,30,373,19; 69.42857142857143; 68.0; 0.020576131687242826; 69.0; 70.0; 70.0.1; 69.0.1; 69.0.2; 70.0.2; 69.0.3; 70.0.3; 71.0; 70.0.4; 70.0.5; 70.0.6; 70.0.7; 70.0.8; 70.0.9; 69.0.4; 68.0.1; 69.0.5; 72.0; 72.0.1; 72.0.2; 71.0.1; 70.0.10; 70.0.11; 70.0.12; 71.0.2; 72.0.3; 74.0; 73.0; 72.0.4; 72.0.5; 72.0.6; 73.0.1; 73.0.2; 71.0.3; 72.0.7; 73.0.3; 73.0.4; 72.0.8; 69.0.6; 69.0.7; 68.0.2; 70.0.13; 71.0.4; 72.0.9; 71.0.5; 71.0.6; 69.0.8; 68.0.3; 68.0.4; 68.0.5; 69.0.9; 70.0.14; 69.0.10; 69.0.11; 68.0.6; 70.0.15; 71.0.7; 71.0.8; 71.0.9; 71.0.10; 70.0.16; 69.0.12; 71.0.11; 71.0.12; 69.0.13; 69.0.14; 68.0.7; 67.0; 67.0.1; 66.0; 66.0.1; 69.0.15; 69.0.16; 69.0.17; 69.0.18,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 2U .xlsx,Group 2U .xlsx,HR,readable,,30,373,19; 60.142857142857146; 63.0; 0.047505938242280235; 60.0; 60.0.1; 60.0.2; 61.0; 60.0.3; 60.0.4; 60.0.5; 60.0.6; 61.0.1; 61.0.2; 61.0.3; 62.0; 62.0.1; 62.0.2; 63.0.1; 62.0.3; 62.0.4; 62.0.5; 62.0.6; 62.0.7; 61.0.4; 61.0.5; 61.0.6; 61.0.7; 60.0.7; 60.0.8; 60.0.9; 60.0.10; 61.0.8; 61.0.9; 61.0.10; 61.0.11; 61.0.12; 61.0.13; 61.0.14; 61.0.15; 62.0.8; 62.0.9; 62.0.10; 62.0.11; 62.0.12; 62.0.13; 62.0.14; 62.0.15; 61.0.16; 61.0.17; 61.0.18; 62.0.16; 62.0.17; 61.0.19; 61.0.20; 61.0.21; 61.0.22; 62.0.18; 62.0.19; 62.0.20; 62.0.21; 61.0.23; 61.0.24; 61.0.25; 60.0.11; 61.0.26; 61.0.27; 61.0.28; 61.0.29; 61.0.30; 61.0.31; 61.0.32; 61.0.33; 61.0.34; 61.0.35; 61.0.36; 63.0.2; 63.0.3; 62.0.22; 62.0.23,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 4U.xlsx,Group 4U.xlsx,SBP,readable,,30,373,25; 150.57142857142858; 85.0; 0.435483870967742; 65.0; 170.0; 157.0; 158.0; 155.0; 152.0; 148.0; 144.0; 140.0; 140.0.1; 141.0; 140.0.2; 141.0.1; 142.0; 142.0.1; 141.0.2; 140.0.3; 136.0; 122.0; 102.0; 89.0; 85.0.1; 86.0; 92.0; 99.0; 109.0; 117.0; 123.0; 129.0; 133.0; 138.0; 141.0.3; 140.0.4; 141.0.4; 142.0.2; 143.0; 145.0; 145.0.1; 145.0.2; 146.0; 146.0.1; 147.0; 148.0.1; 148.0.2; 148.0.3; 148.0.4; 147.0.1; 147.0.2; 145.0.3; 147.0.3; 147.0.4; 148.0.5; 148.0.6; 148.0.7; 148.0.8; 147.0.5; 146.0.2; 145.0.4; 146.0.3; 147.0.6; 148.0.9; 148.0.10; 148.0.11; 147.0.7; 148.0.12; 149.0; 149.0.1; 149.0.2; 149.0.3; 149.0.4; 148.0.13; 148.0.14; 148.0.15; 148.0.16; 148.0.17; 149.0.5,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 4U.xlsx,Group 4U.xlsx,DBP,readable,,30,371,25; 90.42857142857143; 54.0; 0.40284360189573465; 94.0; 94.0.1; 93.0; 91.0; 89.0; 87.0; 85.0; 86.0; 87.0.1; 86.0.1; 87.0.2; 87.0.3; 87.0.4; 86.0.2; 86.0.3; 82.0; 70.0; 58.0; 54.0.1; 54.0.2; 58.0.1; 63.0; 69.0; 75.0; 79.0; 83.0; 87.0.5; 89.0.1; 92.0; 92.0.1; 92.0.2; 92.0.3; 92.0.4; 93.0.1; 94.0.2; 94.0.3; 94.0.4; 94.0.5; 94.0.6; 95.0; 95.0.1; 94.0.7; 94.0.8; 94.0.9; 93.0.2; 92.0.5; 92.0.6; 92.0.7; 92.0.8; 93.0.3; 92.0.9; 92.0.10; 92.0.11; 92.0.12; 91.0.1; 90.0; 91.0.2; 92.0.13; 92.0.14; 91.0.3; 91.0.4; 91.0.5; 91.0.6; 91.0.7; 92.0.15; 92.0.16; 92.0.17; 91.0.8; 91.0.9; 91.0.10; 91.0.11; 91.0.12; 91.0.13; 91.0.14; 90.0.1; 90.0.2,,,,,370
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 4U.xlsx,Group 4U.xlsx,HR,readable,,30,373,25; 58.0; 75.0; 0.29310344827586204; 58.0.1; 58.0.2; 58.0.3; 58.0.4; 58.0.5; 58.0.6; 58.0.7; 58.0.8; 58.0.9; 57.0; 57.0.1; 57.0.2; 56.0; 56.0.1; 55.0; 55.0.1; 55.0.2; 55.0.3; 57.0.3; 64.0; 66.0; 75.0.1; 75.0.2; 75.0.3; 74.0; 73.0; 72.0; 71.0; 70.0; 69.0; 68.0; 67.0; 65.0; 64.0.1; 63.0; 62.0; 61.0; 60.0; 60.0.1; 59.0; 59.0.1; 58.0.10; 58.0.11; 57.0.4; 56.0.2; 56.0.3; 55.0.4; 55.0.5; 55.0.6; 54.0; 54.0.1; 54.0.2; 54.0.3; 53.0; 53.0.1; 53.0.2; 52.0; 52.0.1; 52.0.2; 51.0; 51.0.1; 51.0.2; 51.0.3; 51.0.4; 51.0.5; 51.0.6; 51.0.7; 51.0.8; 51.0.9; 51.0.10; 51.0.11; 51.0.12; 51.0.13; 51.0.14; 51.0.15; 51.0.16,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 6U.xlsx,Group 6U.xlsx,SBP,readable,,177,373,64; 122.85714285714286; 73.0; 0.4058139534883721; 55.0; 170.0; 123.0; 122.0; 121.0; 123.0.1; 125.0; 124.0; 122.0.1; 123.0.2; 121.0.1; 121.0.2; 121.0.3; 121.0.4; 118.0; 104.0; 88.0; 77.0; 74.0; 73.0.1; 75.0; 79.0; 80.0; 83.0; 84.0; 86.0; 88.0.1; 91.0; 94.0; 95.0; 98.0; 100.0; 104.0.1; 106.0; 108.0; 108.0.1; 110.0; 114.0; 116.0; 119.0; 121.0.5; 122.0.2; 123.0.3; 125.0.1; 126.0; 126.0.1; 126.0.2; 124.0.1; 125.0.2; 124.0.2; 124.0.3; 124.0.4; 125.0.3; 124.0.5; 123.0.4; 123.0.5; 124.0.6; 126.0.3; 127.0; 127.0.1; 126.0.4; 126.0.5; 127.0.2; 128.0; 128.0.1; 127.0.3; 126.0.6; 126.0.7; 126.0.8; 127.0.4; 127.0.5; 126.0.9; 126.0.10; 128.0.2; 128.0.3; 129.0,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 6U.xlsx,Group 6U.xlsx,DBP,readable,,117,373,64; 73.57142857142857; 46.0; 0.37475728155339805; 73.0; 73.0.1; 74.0; 74.0.1; 76.0; 74.0.2; 71.0; 75.0; 73.0.2; 73.0.3; 73.0.4; 73.0.5; 70.0; 58.0; 50.0; 50.0.1; 46.0.1; 48.0; 50.0.2; 53.0; 54.0; 56.0; 57.0; 58.0.1; 59.0; 61.0; 62.0; 63.0; 64.0; 66.0; 69.0; 69.0.1; 70.0.1; 70.0.2; 72.0; 73.0.6; 75.0.1; 76.0.1; 78.0; 79.0; 80.0; 82.0; 82.0.1; 82.0.2; 82.0.3; 82.0.4; 82.0.5; 81.0; 81.0.1; 81.0.2; 80.0.1; 79.0.1; 79.0.2; 79.0.3; 79.0.4; 81.0.3; 81.0.4; 81.0.5; 81.0.6; 80.0.2; 80.0.3; 81.0.7; 80.0.4; 80.0.5; 80.0.6; 79.0.5; 80.0.7; 80.0.8; 79.0.6; 79.0.7; 79.0.8; 79.0.9; 80.0.9; 81.0.8; 81.0.9; 79.0.10,,,,,372
RCTC-03034,download,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 6U.xlsx,Group 6U.xlsx,HR,readable,,31,373,64; 58.142857142857146; 92.0; 0.5823095823095823; 58.0; 58.0.1; 58.0.2; 59.0; 58.0.3; 58.0.4; 58.0.5; 58.0.6; 58.0.7; 58.0.8; 58.0.9; 58.0.10; 58.0.11; 59.0.1; 67.0; 75.0; 78.0; 89.0; 89.0.1; 91.0; 92.0.1; 92.0.2; 91.0.1; 90.0; 88.0; 86.0; 85.0; 75.0.1; 74.0; 73.0; 72.0; 71.0; 70.0; 69.0; 69.0.1; 68.0; 67.0.1; 67.0.2; 67.0.3; 68.0.1; 68.0.2; 68.0.3; 69.0.2; 69.0.3; 70.0.1; 70.0.2; 69.0.4; 69.0.5; 68.0.4; 68.0.5; 68.0.6; 68.0.7; 67.0.4; 67.0.5; 67.0.6; 67.0.7; 67.0.8; 67.0.9; 67.0.10; 67.0.11; 67.0.12; 67.0.13; 67.0.14; 68.0.8; 68.0.9; 69.0.6; 70.0.3; 70.0.4; 70.0.5; 69.0.7; 69.0.8; 68.0.10; 68.0.11; 68.0.12; 69.0.9; 70.0.6,,,,,372
