candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,guestbook_id,local_path,download_status,download_error,bytes_downloaded
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_Clavien-Dindo_classification.csv,https://datadryad.org/api/v2/files/4497795/download,text/csv,3813,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_EPIC-26.csv,https://datadryad.org/api/v2/files/4497794/download,text/csv,8664,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_NASA_TLX.csv,https://datadryad.org/api/v2/files/4497793/download,text/csv,6832,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,Data_of_Scales_-_QoR-15.csv,https://datadryad.org/api/v2/files/4497796/download,text/csv,12371,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00135,Dryad,10.5061/dryad.t4b8gtjg8,telesurgery_system_monitoring_data.zip,https://datadryad.org/api/v2/files/4497798/download,application/x-zip-compressed,5802085,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00888,Dryad,10.5061/dryad.87f03,Dryad_data.xlsx,https://datadryad.org/api/v2/files/66549/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,42512,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01937,Dryad,10.5061/dryad.p67jf576,QuitPilot_Participants sp.sav,https://datadryad.org/api/v2/files/55002/download,application/octet-stream,30752,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00893,Dryad,10.5061/dryad.8jf11,Final results SSPS.sav,https://datadryad.org/api/v2/files/32994/download,application/octet-stream,174369,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00893,Dryad,10.5061/dryad.8jf11,README_for_Final results SSPS.txt,https://datadryad.org/api/v2/files/32995/download,text/plain,8327,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00893,Dryad,10.5061/dryad.8jf11,README_for_SF6D results SSPS.txt,https://datadryad.org/api/v2/files/32997/download,text/plain,1561,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00893,Dryad,10.5061/dryad.8jf11,SF6D results SSPS.sav,https://datadryad.org/api/v2/files/32996/download,application/octet-stream,63031,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01912,Dryad,10.5061/dryad.dz08kprtc,19-11-21_ARPEGGIO_Revised_manuscript_Draft_2_Supplement_SUBMITTED.docx,https://datadryad.org/api/v2/files/596227/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,39776,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00175,Dryad,10.5061/dryad.5q1j0,C4CAnonFinalDataCheck1612.ods,https://datadryad.org/api/v2/files/29891/download,application/vnd.oasis.opendocument.spreadsheet,322482,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05250,Dryad,10.5061/dryad.c3g48,HIP data NMJ et al Dryad .xlsx,https://datadryad.org/api/v2/files/44663/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,102993,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00158,Dryad,10.5061/dryad.4m94c,Graph2a_nelson_data_Ruokoniemi.xlsx,https://datadryad.org/api/v2/files/87579/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,852116,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00158,Dryad,10.5061/dryad.4m94c,Graph2b_nelson_data_Ruokoniemi.xlsx,https://datadryad.org/api/v2/files/87580/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,628475,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05229,Dryad,10.5061/dryad.15dv41nt9,Supplementary_text1_Study_protocol.docx,https://datadryad.org/api/v2/files/416938/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,163457,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05229,Dryad,10.5061/dryad.15dv41nt9,SupplementaryTable1-4.docx,https://datadryad.org/api/v2/files/416941/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,55312,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05229,Dryad,10.5061/dryad.15dv41nt9,SupplementaryTable5-6.docx,https://datadryad.org/api/v2/files/416940/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,28864,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05229,Dryad,10.5061/dryad.15dv41nt9,SupplementaryText2.docx,https://datadryad.org/api/v2/files/416939/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,5754541,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00170,Dryad,10.5061/dryad.2n6v4,coagulation_data_clean_R Open data.xlsx,https://datadryad.org/api/v2/files/40001/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,138797,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-00173,Dryad,10.5061/dryad.6vh02,AMIGOS economic evaluation dataset.xlsx,https://datadryad.org/api/v2/files/33116/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,242778,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,README_for_TABLE_3_OUTCOME_database resubmit.xls,https://datadryad.org/api/v2/files/26880/download,application/vnd.ms-excel,52224,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,README_for_TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,https://datadryad.org/api/v2/files/26882/download,application/vnd.ms-excel,64000,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,Subsequently excluded patients.xls,https://datadryad.org/api/v2/files/26876/download,application/vnd.ms-excel,30208,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,TABLE_1_DESCRIPTION_Database resubmit.xls,https://datadryad.org/api/v2/files/26877/download,application/vnd.ms-excel,92672,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,TABLE_2_TOLERANCE database.xls,https://datadryad.org/api/v2/files/26878/download,application/vnd.ms-excel,71168,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,TABLE_3_OUTCOME_database resubmit.xls,https://datadryad.org/api/v2/files/26879/download,application/vnd.ms-excel,52224,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01948,Dryad,10.5061/dryad.jh15q,TABLE_4_MEDICAL_COMPLICATIONS database resubmit.xls,https://datadryad.org/api/v2/files/26881/download,application/vnd.ms-excel,64000,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-00180,Dryad,10.5061/dryad.90p17,TEAM economic evaluation dataset.xlsx,https://datadryad.org/api/v2/files/19415/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,785477,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01934,Dryad,10.5061/dryad.697r480,Stephenson_PLOS ONE_R001.xlsx,https://datadryad.org/api/v2/files/58397/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16461,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01955,Dryad,10.5061/dryad.7vn81m1,README_for_supplementary_file_3.docx,https://datadryad.org/api/v2/files/1687/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,27945,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01888,Dryad,10.5061/dryad.1ns1rn8zx,characteristics.xlsx,https://datadryad.org/api/v2/files/2948305/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,11779,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01888,Dryad,10.5061/dryad.1ns1rn8zx,CogEvo.xlsx,https://datadryad.org/api/v2/files/2948303/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16238,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-01888,Dryad,10.5061/dryad.1ns1rn8zx,MoCAJ.xlsx,https://datadryad.org/api/v2/files/2948307/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14939,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-05222,Dryad,10.5061/dryad.gqnk98smc,Demographics_of_participants_at_Evening_dose.xlsx,https://datadryad.org/api/v2/files/647467/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10838,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-05222,Dryad,10.5061/dryad.gqnk98smc,Demographics_of_participants_at_Morning_dose.xlsx,https://datadryad.org/api/v2/files/647466/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10893,no,data,,,failed,curl: (56) The requested URL returned error: 429,
RCTC-05222,Dryad,10.5061/dryad.gqnk98smc,Readme_file_for_demographic_data.xlsx,https://datadryad.org/api/v2/files/647456/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9528,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00152,Dryad,10.5061/dryad.gf1vhhmm5,CARE_BURDEN_and_QoL_project.xlsx,https://datadryad.org/api/v2/files/1263199/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,69063,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01873,Dryad,10.5061/dryad.6t1g1jxbs,dataset_inflammatorymarkermanuscript_28.11.25.xlsx,https://datadryad.org/api/v2/files/4490559/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,56102,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,Cumulative_amount_of_glucose_excretion_at_Morning_dose_over_24_hours.xlsx,https://datadryad.org/api/v2/files/635099/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18738,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,Cumulative_amount_of_glucose_excretion_at_the_Evening_dose_over_the_24_hours.xlsx,https://datadryad.org/api/v2/files/635100/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18712,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,download.xlsx,https://datadryad.org/api/v2/files/635097/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9620,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,Pharmacodynamic_evaluation_Urinary_glucose_excretion.docx,https://datadryad.org/api/v2/files/635098/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13284,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,README_file_of_pharmacodynamics.xlsx,https://datadryad.org/api/v2/files/635101/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10089,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,Bioanalytical_method_validation-_Empagliflozin.doc,https://datadryad.org/api/v2/files/639450/download,application/msword,272384,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,AUC_0-t___AUC_0-inf_for_Empagliflozin_10_mg.xlsx,https://datadryad.org/api/v2/files/639444/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9040,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,Pharmacokinetics_parameters_of_Empagliflozin_10_mg_(Morning_dose).xlsx,https://datadryad.org/api/v2/files/639446/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10087,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,Pharmacokinetics_parameters_of_Empagliflozin_10_mg_(Night_dose).xlsx,https://datadryad.org/api/v2/files/639447/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10137,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,Plasma_concentration_10_mg_at_Morning_dose.xlsx,https://datadryad.org/api/v2/files/639448/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12367,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,Plasma_Concentration_at_Evening_dose-2.xlsx,https://datadryad.org/api/v2/files/639451/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12382,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,README_for_pharmacokinetics_parameters.xlsx,https://datadryad.org/api/v2/files/639449/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10590,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00107,Dryad,10.5061/dryad.n8pk0p30r,Live_online_exercise_session.docx,https://datadryad.org/api/v2/files/2077267/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,17732,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-00107,Dryad,10.5061/dryad.n8pk0p30r,REGAIN_PPI_feedback_on_behavioural_component_and_practitioner_manual.docx,https://datadryad.org/api/v2/files/2077266/download,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14780,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05226,Dryad,10.5061/dryad.866t1g1nw,20200804_SMS_RCT_Dataset.xls,https://datadryad.org/api/v2/files/380754/download,application/vnd.ms-excel,1061888,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01313,Dryad,10.5061/dryad.4f4qrfj95,ELAIA-1_data_dictionary_10-6-2020.csv,https://datadryad.org/api/v2/files/442059/download,application/vnd.ms-excel,5794,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01313,Dryad,10.5061/dryad.4f4qrfj95,ELAIA-1_deidentified_data_10-6-2020.csv,https://datadryad.org/api/v2/files/442060/download,application/vnd.ms-excel,2221257,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-03141,Loughborough University,10.17028/rd.lboro.28286774.v1,SG_rkae062_supplementary_data (1).docx,https://ndownloader.figshare.com/files/51951080,,239358,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03141/SG_rkae062_supplementary_data (1).docx,downloaded,,239358
RCTC-06362,Loughborough University,10.17028/rd.lboro.16917508.v1,nxab354_supplemental_file.docx,https://ndownloader.figshare.com/files/31297978,,17853,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-06362/nxab354_supplemental_file.docx,downloaded,,17853
RCTC-02529,Mendeley Data,10.17632/6k3w5zyj7m,Short-term efficacy of preoperative Duloxetine for patients subjected to modified radical mastectomy A dose ranging randomized controlled trial.sav,https://data.mendeley.com/public-files/datasets/6k3w5zyj7m/files/8853a5eb-f44a-4102-92e9-d60998b03b0a/file_downloaded,application/octet-stream,19819,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02529/Short-term efficacy of preoperative Duloxetine for patients subjected to modified radical mastectomy A dose ranging randomized controlled trial.sav,downloaded,,19819
RCTC-02917,Mendeley Data,10.17632/8sgpvp2tt3,DeadCoolAnon_Upload.sav,https://data.mendeley.com/public-files/datasets/8sgpvp2tt3/files/c2fc123c-8d1d-4161-a1f7-414b09107b7e/file_downloaded,application/octet-stream,15079,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02917/DeadCoolAnon_Upload.sav,downloaded,,15079
RCTC-05660,Mendeley Data,10.17632/j22h832thx,Tab 2.docx,https://data.mendeley.com/public-files/datasets/j22h832thx/files/a551d262-1902-4b3c-a026-632dd1df0801/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14009,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05660/Tab 2.docx,downloaded,,14009
RCTC-05660,Mendeley Data,10.17632/j22h832thx,Table 1.docx,https://data.mendeley.com/public-files/datasets/j22h832thx/files/d382cd0c-5008-46f3-b7e5-f5e60b407aa3/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,14604,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05660/Table 1.docx,downloaded,,14604
RCTC-02645,Mendeley Data,10.17632/kdr3b4srbv,Patients record.xlsx,https://data.mendeley.com/public-files/datasets/kdr3b4srbv/files/84087c8c-a856-4026-9d1b-a44105319df0/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,47682,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02645/Patients record.xlsx,downloaded,,47682
RCTC-03085,Mendeley Data,10.17632/pxxtzgzgcz,Original data-ACB +PCI.xlsx,https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/7272c4eb-6c02-4601-ba0a-8ad226bac1bb/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25487,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-ACB +PCI.xlsx,downloaded,,25487
RCTC-03085,Mendeley Data,10.17632/pxxtzgzgcz,Original data-PIA.xlsx,https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/b6806220-bce0-41b6-8ca7-f14b33164fa8/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25890,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03085/Original data-PIA.xlsx,downloaded,,25890
RCTC-02622,Mendeley Data,10.17632/2k98mvnk85,coste_paciente_ per revista.xlsx,https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/7e59087c-436a-47c2-aa17-080956122034/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20163,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02622/coste_paciente_ per revista.xlsx,downloaded,,20163
RCTC-02622,Mendeley Data,10.17632/2k98mvnk85,datos_analisis2 - english.xlsx,https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/798b5dbf-3050-4f9a-b529-12181b5e0ddd/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27514,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02622/datos_analisis2 - english.xlsx,downloaded,,27514
RCTC-02610,Mendeley Data,10.17632/vm8rg6rvsw,PT vs. Home ex. data.xlsx,https://data.mendeley.com/public-files/datasets/vm8rg6rvsw/files/031ac897-0e57-4e97-b2b2-91bc205d3324/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,44359,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02610/PT vs. Home ex. data.xlsx,downloaded,,44359
RCTC-03017,Mendeley Data,10.17632/5fj2mts5db,Electronic Supplementary Material.xlsx,https://data.mendeley.com/public-files/datasets/5fj2mts5db/files/cefcde50-a521-473f-be9c-8f9b3ffa0c93/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,59027,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03017/Electronic Supplementary Material.xlsx,downloaded,,59027
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Demographic.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/8bd03ca9-7f45-4efd-9bf6-6eed8d7c6d7b/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19176,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Demographic.xlsx,downloaded,,19176
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 0U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/ec98fd0f-ff50-4252-ad70-39c9e02b2b4e/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,182199,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 0U.xlsx,downloaded,,182199
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 2U .xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/95a0b5b3-5e7f-424f-990e-ce9c67305bb4/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,175283,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 2U .xlsx,downloaded,,175283
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 4U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/71db378f-befd-424a-ad63-b7d759c1ec04/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,175135,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 4U.xlsx,downloaded,,175135
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Group 6U.xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/9e758cc0-28bf-4794-95e8-f6a3d2824b0d/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,188619,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Group 6U.xlsx,downloaded,,188619
RCTC-03034,Mendeley Data,10.17632/7dc45xw2m7,Surgical .xlsx,https://data.mendeley.com/public-files/datasets/7dc45xw2m7/files/0865d054-f7a1-4e23-83c3-8a74e539ae3e/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23097,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03034/Surgical .xlsx,downloaded,,23097
RCTC-02490,Mendeley Data,10.17632/3v4gpkm8b8,orignial data.xlsx,https://data.mendeley.com/public-files/datasets/3v4gpkm8b8/files/990a64ae-1e2b-4dea-842a-0f831fe85399/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,28446,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02490/orignial data.xlsx,downloaded,,28446
RCTC-00346,Mendeley Data,10.17632/96bk339vr4,Data.zip,https://data.mendeley.com/public-files/datasets/96bk339vr4/files/489f511e-3c29-4117-86a3-f13739dde3e0/file_downloaded,application/x-zip-compressed,49008,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-00346/Data.zip,downloaded,,49008
RCTC-03078,Mendeley Data,10.17632/93w6dmhptd,UPSIDE DOWNS RAW DATA.xlsx,https://data.mendeley.com/public-files/datasets/93w6dmhptd/files/654734bb-26e9-4f75-995b-8f4a30e12a2b/file_downloaded,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,90421,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03078/UPSIDE DOWNS RAW DATA.xlsx,downloaded,,90421
RCTC-02585,Mendeley Data,10.17632/dm2y8ztgvm,Supplemental Tables 1 and 2.docx,https://data.mendeley.com/public-files/datasets/dm2y8ztgvm/files/38ecd1da-3507-4855-84ce-d0f8226fdb04/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,41759,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02585/Supplemental Tables 1 and 2.docx,downloaded,,41759
RCTC-05335,Mendeley Data,10.17632/8bjtsp9cf2.2,BE HEARD 2-Year S_E Supplementary Materials.docx,https://data.mendeley.com/public-files/datasets/8bjtsp9cf2/files/5fbd3c09-695e-4968-a038-08d3954099e1/file_downloaded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,969707,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05335/BE HEARD 2-Year S_E Supplementary Materials.docx,downloaded,,969707
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Immediate Test.xlsx,https://zenodo.org/api/records/13769970/files/Immediate%20Test.xlsx/content,,21643,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03255/Immediate Test.xlsx,downloaded,,21643
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Pre-Intervention Survey on Critical Approach to AI.xlsx,https://zenodo.org/api/records/13769970/files/Pre-Intervention%20Survey%20on%20Critical%20Approach%20to%20AI.xlsx/content,,12658,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03255/Pre-Intervention Survey on Critical Approach to AI.xlsx,downloaded,,12658
