candidate_id,title,doi,repository,qualification_decision,final_queue,access_bucket,downloaded_file_count,download_failed_count,registered_file_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,reasons,best_readable_tables,treatment_evidence,outcome_evidence,metadata_error_summary,failed_download_errors,next_action
RCTC-05229,Data from: BCI training to move a virtual hand reduces phantom limb pain: a randomized crossover trial,10.5061/dryad.15dv41nt9,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,4,4,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 4 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-00152,Effect of a tailored multidimensional intervention on the care burden among family caregivers of stroke survivors: A randomised controlled trial,10.5061/dryad.gf1vhhmm5,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,1,1,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-01873,"Impact of an integrated intervention package during preconception, pregnancy, and early childhood on inflammation, IGF-1, IGFBP3 during the first 6 months of life: Findings from the WINGS randomized controlled trial",10.5061/dryad.6t1g1jxbs,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,1,1,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-00883,"Pharmacodynamics parameters underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial",10.5061/dryad.k0p2ngf7b,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,5,5,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 5 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-00884,"Pharmacokinetics parameters, bioanalytical method underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover non-randomised trial",10.5061/dryad.brv15dv8j,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,7,7,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 7 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-00107,REGAIN trial intervention development process evaluation data,10.5061/dryad.n8pk0p30r,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,2,2,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 2 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-05226,"Randomized control trial of SMS for postpartum behaviors and family planning in Kiambu County, Kenya",10.5061/dryad.866t1g1nw,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,1,1,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-01313,Randomized trial of AKI alerts in hospitalized patients,10.5061/dryad.4f4qrfj95,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,2,2,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 2 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-04981,Data from the STEP-HI Randomized Clinical Trial,10.17632/grgwpgkpdg.3,Digital Commons Data@Becker,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 403,,Do not clean unless metadata/access issue is resolved.
RCTC-00886,Data from: Barrier bednets target malaria vectors and expand the range of usable insecticides,10.5061/dryad.hqbzkh1b7,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,1,1,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 1 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
RCTC-01878,Performance of GPT-4o mini and GPT-4o for medical text mining tasks at different temperature settings,10.5061/dryad.crjdfn3dt,Dryad,not_qualified_before_cleaning,access_failed_official_route,access_failed_official_route,0,2,2,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 2 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401,Do not clean unless metadata/access issue is resolved.
