candidate_id,title,doi,repository,qualification_decision,final_queue,access_bucket,downloaded_file_count,download_failed_count,registered_file_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,reasons,best_readable_tables,treatment_evidence,outcome_evidence,metadata_error_summary,failed_download_errors,next_action
RCTC-02275,COVID-19 Convalescent Plasma Therapy: Long-term Implications,10.5281/zenodo.17065294,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05300,Data for Motor Imagery and Pelvic Floor Muscle Activation in Post-menopausal Women with Stress Urinary Incontinence: Pilot Randomized Control Trial,10.5281/zenodo.17856603,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,pass,unclear,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; associated publication not linked/clear in metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-05267,"Dataset related to article ""Randomized Trial of Dapagliflozin in Patients With Nondiabetic Stage 4 CKD""",10.5281/zenodo.17588140,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-01183,ENEA Trial: A Randomized Controlled Trial of Cardiac Rehabilitation After Heart Transplantation -DATASET,10.5281/zenodo.20596682,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-00210,TAILOR study,10.5281/zenodo.17806468,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-04131,"The effects of LED-mediated photobiomodulation vs no photobiomodulation on extraction space closure in adolescents and young adult patients: A split-mouth, randomized controlled trial.",10.5281/zenodo.4039991,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,downloaded_or_inspected,1,0,1,0,2,pass,pass,pass,no,pass,unclear_or_fail,pass,treatment/group assignment not confirmed,Orthopulse _ canine distalisation (altogether _ ME).xlsx:Measurements rows>=24 cols=23 | Orthopulse _ canine distalisation (altogether _ ME).xlsx:Method error measurements rows>=36 cols=10,,,,,Do not clean unless participant-level treatment assignment is found.
RCTC-05974,TomoBreast randomized clinical trial's lung-heart outcomes and mortality through the 2020 COVID-19 pandemic: data and software,10.5281/zenodo.5919956,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,downloaded_or_inspected,4,0,4,0,2,pass,pass,pass,no,pass,unclear_or_fail,pass,treatment/group assignment not confirmed,aelq3.txt:delimited rows>=1000 cols=30 | aelq2_base2.txt:delimited rows>=123 cols=26,,Weight; fAEHeart | Weight,,,Do not clean unless participant-level treatment assignment is found.
RCTC-06044,"Dataset related to article ""Radiosurgery of limited brain metastases from primary solid tumor: results of the randomized phase III trial (NCT02355613) comparing treatments executed with a specialized or a C-arm linac-based platform""",10.5281/zenodo.10040088,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-06028,"Dataset related to article ""Sentinel lymph node biopsy versus axillary lymph node dissection in breast cancer patients undergoing mastectomy with one to two metastatic sentinel lymph nodes: sub-analysis of the SINODAR-ONE multicentre randomized clinical trial and reopening of enrolment """,10.5281/zenodo.10229195,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
RCTC-03127,Dataset related to article: Longitudinal neurofunctional changes in medication overuse headache patients after mindfulness practice in a randomized controlled trial (the MIND-CM study),10.5281/zenodo.14811536,Zenodo,not_qualified_before_cleaning,not_qualified_before_cleaning,no_downloadable_data_file_registered,0,0,0,0,0,fail_or_unclear,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,,Do not clean unless metadata/access issue is resolved.
