district	village	villno	strno	group	hhid	crop	g01	g02	g03	g04	g05	g05u	g06	g07	g07u	g08	g08u
1	1	101.0	1.0	3.0	10109	3	3	0									
1	1	101.0	1.0	3.0	10109	4	12	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10109	5	4	0									
1	1	101.0	1.0	3.0	10109	6	5	0									
1	1	101.0	1.0	3.0	10109	7	6	0									
1	1	101.0	1.0	3.0	10109	8	7	0									
1	1	101.0	1.0	3.0	10109	9	8	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10109	10	20	0									
1	1	101.0	1.0	3.0	10109	11	24	0									
1	1	101.0	1.0	3.0	10110	1	1	1	3	0	5.0	15	0				
1	1	101.0	1.0	3.0	10110	2	2	1	3	0	2.5	15	0				
1	1	101.0	1.0	3.0	10110	3	3	0									
1	1	101.0	1.0	3.0	10110	4	12	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10110	5	4	1	3	0	2.0	15	0				
1	1	101.0	1.0	3.0	10110	6	5	0									
1	1	101.0	1.0	3.0	10110	7	6	0									
1	1	101.0	1.0	3.0	10110	8	7	0									
1	1	101.0	1.0	3.0	10110	9	8	0									
1	1	101.0	1.0	3.0	10110	10	20	0									
1	1	101.0	1.0	3.0	10110	11	24	0									
1	1	101.0	1.0	3.0	10111	1	1	1	2	0	3.0	15	0				
1	1	101.0	1.0	3.0	10111	2	2	1	2	0	2.0	22	0				
1	1	101.0	1.0	3.0	10111	3	3	1	1	0	3.0	13	0				
1	1	101.0	1.0	3.0	10111	4	12	1	1	1	0.0	1	0				
1	1	101.0	1.0	3.0	10111	5	4	1	3	0	2.5	15	0				
1	1	101.0	1.0	3.0	10111	6	5	0									
1	1	101.0	1.0	3.0	10111	7	6	0									
1	1	101.0	1.0	3.0	10111	8	7	0									
1	1	101.0	1.0	3.0	10111	9	8	1	3	1	1.0	13	0				
1	1	101.0	1.0	3.0	10111	10	20	0									
1	1	101.0	1.0	3.0	10111	11	24	0									
1	1	101.0	1.0	3.0	10112	1	1	1	2	0	5.0	15	0				
1	1	101.0	1.0	3.0	10112	2	2	1	3	0	8.0	15	1	1.0	15	1200.0	2
1	1	101.0	1.0	3.0	10112	3	3	1	3	0	2.0	15	0				
1	1	101.0	1.0	3.0	10112	4	12	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10112	5	4	0									
1	1	101.0	1.0	3.0	10112	6	5	0									
1	1	101.0	1.0	3.0	10112	7	6	0									
1	1	101.0	1.0	3.0	10112	8	7	0									
1	1	101.0	1.0	3.0	10112	9	8	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10112	10	20	0									
1	1	101.0	1.0	3.0	10112	11	24	0									
1	1	101.0	1.0	3.0	10113	1	1	1	2	0	2.0	15	0				
1	1	101.0	1.0	3.0	10113	2	2	0									
1	1	101.0	1.0	3.0	10113	3	3	1	2	0	1.0	25	0				
1	1	101.0	1.0	3.0	10113	4	12	1	2	1	0.0	1	0				
1	1	101.0	1.0	3.0	10113	5	4	0									
1	1	101.0	1.0	3.0	10113	6	5	0									
1	1	101.0	1.0	3.0	10113	7	6	0									
1	1	101.0	1.0	3.0	10113	8	7	0									
1	1	101.0	1.0	3.0	10113	9	8	1	2	1	0.0	1	0				
1	1	101.0	1.0	3.0	10113	10	20	0									
1	1	101.0	1.0	3.0	10113	11	24	0									
1	1	101.0	1.0	3.0	10114	1	1	1	3	0	9.0	15	1	1.0	17	360.0	2
1	1	101.0	1.0	3.0	10114	2	2	1	3	0	4.0	15	0				
1	1	101.0	1.0	3.0	10114	3	3	0									
1	1	101.0	1.0	3.0	10114	4	12	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10114	5	4	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10114	6	5	0									
1	1	101.0	1.0	3.0	10114	7	6	0									
1	1	101.0	1.0	3.0	10114	8	7	0									
1	1	101.0	1.0	3.0	10114	9	8	1	3	0	6.0	15	1	5.5	15	3000.0	2
1	1	101.0	1.0	3.0	10114	10	20	0									
1	1	101.0	1.0	3.0	10114	11	24	0									
1	1	101.0	1.0	3.0	10115	1	1	1	1	0	2.0	12	1	2.0	22	400.0	2
1	1	101.0	1.0	3.0	10115	2	2	1	1	0	1.0	15	0				
1	1	101.0	1.0	3.0	10115	3	3	1	1	0	1.0	13	0				
1	1	101.0	1.0	3.0	10115	4	12	1	1	0	1.5	13	0				
1	1	101.0	1.0	3.0	10115	5	4	0									
1	1	101.0	1.0	3.0	10115	6	5	0									
1	1	101.0	1.0	3.0	10115	7	6	0									
1	1	101.0	1.0	3.0	10115	8	7	0									
1	1	101.0	1.0	3.0	10115	9	8	1	1	1	0.0	1	0				
1	1	101.0	1.0	3.0	10115	10	20	0									
1	1	101.0	1.0	3.0	10115	11	24	0									
1	1	101.0	1.0	3.0	10116	1	1	1	1	0	20.0	15	0				
1	1	101.0	1.0	3.0	10116	2	2	1	1	0	4.0	15	1	1.0	15	1500.0	2
1	1	101.0	1.0	3.0	10116	3	3	1	1	0	1.0	15	0				
1	1	101.0	1.0	3.0	10116	4	12	0									
1	1	101.0	1.0	3.0	10116	5	4	0									
1	1	101.0	1.0	3.0	10116	6	5	0									
1	1	101.0	1.0	3.0	10116	7	6	0									
1	1	101.0	1.0	3.0	10116	8	7	0									
1	1	101.0	1.0	3.0	10116	9	8	1	1	1	0.0	1	0				
1	1	101.0	1.0	3.0	10116	10	20	0									
1	1	101.0	1.0	3.0	10116	11	24	0									
1	1	101.0	1.0	3.0	10117	1	1	1	1	0	20.0	13	1	1.0	15	1250.0	2
1	1	101.0	1.0	3.0	10117	2	2	1	1	0	5.0	15	0				
1	1	101.0	1.0	3.0	10117	3	3	0									
1	1	101.0	1.0	3.0	10117	4	12	0									
1	1	101.0	1.0	3.0	10117	5	4	0									
1	1	101.0	1.0	3.0	10117	6	5	0									
1	1	101.0	1.0	3.0	10117	7	6	0									
1	1	101.0	1.0	3.0	10117	8	7	0									
1	1	101.0	1.0	3.0	10117	9	8	1	1	1	0.0	1	0				
1	1	101.0	1.0	3.0	10117	10	20	0									
1	1	101.0	1.0	3.0	10117	11	24	0									
1	1	101.0	1.0	3.0	10118	1	1	1	3	0	9.0	15	0				
1	1	101.0	1.0	3.0	10118	2	2	1	3	0	4.0	15	0				
1	1	101.0	1.0	3.0	10118	3	3	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10118	4	12	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10118	5	4	0									
1	1	101.0	1.0	3.0	10118	6	5	0									
1	1	101.0	1.0	3.0	10118	7	6	0									
1	1	101.0	1.0	3.0	10118	8	7	0									
1	1	101.0	1.0	3.0	10118	9	8	1	3	1	2.0	15	0				
1	1	101.0	1.0	3.0	10118	10	20	0									
1	1	101.0	1.0	3.0	10118	11	24	0									
1	1	101.0	1.0	3.0	10119	1	1	1	3	0	10.0	15	1	2.0	15	500.0	2
1	1	101.0	1.0	3.0	10119	2	2	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10119	3	3	0									
1	1	101.0	1.0	3.0	10119	4	12	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10119	5	4	0									
1	1	101.0	1.0	3.0	10119	6	5	1	3	0	1.0	17	0				
1	1	101.0	1.0	3.0	10119	7	6	0									
1	1	101.0	1.0	3.0	10119	8	7	0									
1	1	101.0	1.0	3.0	10119	9	8	1	3	1	0.0	1	0				
1	1	101.0	1.0	3.0	10119	10	20	0									
1	1	101.0	1.0	3.0	10119	11	24	0									
1	1	101.0	1.0	3.0	10120	1	1	1	3	0	9.0	15	0				
1	1	101.0	1.0	3.0	10120	2	2	0									
1	1	101.0	1.0	3.0	10120	3	3	0									
1	1	101.0	1.0	3.0	10120	4	12	0									
1	1	101.0	1.0	3.0	10120	5	4	0									
1	1	101.0	1.0	3.0	10120	6	5	0									
1	1	101.0	1.0	3.0	10120	7	6	0									
1	1	101.0	1.0	3.0	10120	8	7	0									
1	1	101.0	1.0	3.0	10120	9	8	1	3	0	1.0	15	0				
1	1	101.0	1.0	3.0	10120	10	20	0									
1	1	101.0	1.0	3.0	10120	11	24	0									
1	2	102.0	1.0	2.0	10202	1	1	1	3	0	25.0	13	1	7.0	13	1750.0	2
1	2	102.0	1.0	2.0	10202	2	2	1	3	0	1.0	12	0				
1	2	102.0	1.0	2.0	10202	3	3	0									
1	2	102.0	1.0	2.0	10202	4	12	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10202	5	4	0									
1	2	102.0	1.0	2.0	10202	6	5	1	3	0	2.0	22	0				
1	2	102.0	1.0	2.0	10202	7	6	1	3	0	4.0	13	0				
1	2	102.0	1.0	2.0	10202	8	7	0									
1	2	102.0	1.0	2.0	10202	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10202	10	20	0									
1	2	102.0	1.0	2.0	10202	11	24	0									
1	2	102.0	1.0	2.0	10203	1	1	1	3	0	2.5	15	0				
1	2	102.0	1.0	2.0	10203	2	2	0									
1	2	102.0	1.0	2.0	10203	3	3	0									
1	2	102.0	1.0	2.0	10203	4	12	0									
1	2	102.0	1.0	2.0	10203	5	4	0									
1	2	102.0	1.0	2.0	10203	6	5	0									
1	2	102.0	1.0	2.0	10203	7	6	0									
1	2	102.0	1.0	2.0	10203	8	7	0									
1	2	102.0	1.0	2.0	10203	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10203	10	20	0									
1	2	102.0	1.0	2.0	10203	11	24	0									
1	2	102.0	1.0	2.0	10205	1	1	1	3	0	35.0	15	1	20.0	15	1250.0	2
1	2	102.0	1.0	2.0	10205	2	2	1	3	0	1.5	15	0				
1	2	102.0	1.0	2.0	10205	3	3	1	3	0	1.0	21	0				
1	2	102.0	1.0	2.0	10205	4	12	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10205	5	4	0									
1	2	102.0	1.0	2.0	10205	6	5	0									
1	2	102.0	1.0	2.0	10205	7	6	1	3	0	1.0	15	0				
1	2	102.0	1.0	2.0	10205	8	7	0									
1	2	102.0	1.0	2.0	10205	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10205	10	20	0									
1	2	102.0	1.0	2.0	10205	11	24	0									
1	2	102.0	1.0	2.0	10207	1	1	1	1	0	5.0	15	1	2.0	15	1000.0	2
1	2	102.0	1.0	2.0	10207	2	2	0									
1	2	102.0	1.0	2.0	10207	3	3	0									
1	2	102.0	1.0	2.0	10207	4	12	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10207	5	4	1	1	0	3.0	15	1	2.0	15	1000.0	2
1	2	102.0	1.0	2.0	10207	6	5	0									
1	2	102.0	1.0	2.0	10207	7	6	0									
1	2	102.0	1.0	2.0	10207	8	7	0									
1	2	102.0	1.0	2.0	10207	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10207	10	20	0									
1	2	102.0	1.0	2.0	10207	11	24	0									
1	2	102.0	1.0	2.0	10208	1	1	1	3	0	10.0	15	1	1.0	15	1000.0	2
1	2	102.0	1.0	2.0	10208	2	2	1	3	0	2.5	15	0				
1	2	102.0	1.0	2.0	10208	3	3	1	2	0	0.5	15	0				
1	2	102.0	1.0	2.0	10208	4	12	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10208	5	4	1	3	0	1.0	21	0				
1	2	102.0	1.0	2.0	10208	6	5	0									
1	2	102.0	1.0	2.0	10208	7	6	0									
1	2	102.0	1.0	2.0	10208	8	7	0									
1	2	102.0	1.0	2.0	10208	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10208	10	20	0									
1	2	102.0	1.0	2.0	10208	11	24	0									
1	2	102.0	1.0	2.0	10209	1	1	1	1	0	5.0	15	0				
1	2	102.0	1.0	2.0	10209	2	2	1	1	0	1.0	15	0				
1	2	102.0	1.0	2.0	10209	3	3	1	1	0	0.5	15	0				
1	2	102.0	1.0	2.0	10209	4	12	0									
1	2	102.0	1.0	2.0	10209	5	4	0									
1	2	102.0	1.0	2.0	10209	6	5	0									
1	2	102.0	1.0	2.0	10209	7	6	0									
1	2	102.0	1.0	2.0	10209	8	7	0									
1	2	102.0	1.0	2.0	10209	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10209	10	20	0									
1	2	102.0	1.0	2.0	10209	11	24	0									
1	2	102.0	1.0	2.0	10211	1	1	1	1	0	12.0	15	0				
1	2	102.0	1.0	2.0	10211	2	2	0									
1	2	102.0	1.0	2.0	10211	3	3	0									
1	2	102.0	1.0	2.0	10211	4	12	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10211	5	4	0									
1	2	102.0	1.0	2.0	10211	6	5	0									
1	2	102.0	1.0	2.0	10211	7	6	0									
1	2	102.0	1.0	2.0	10211	8	7	0									
1	2	102.0	1.0	2.0	10211	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10211	10	20	0									
1	2	102.0	1.0	2.0	10211	11	24	0									
1	2	102.0	1.0	2.0	10212	1	1	1	2	0	2.5	15	0				
1	2	102.0	1.0	2.0	10212	2	2	0									
1	2	102.0	1.0	2.0	10212	3	3	0									
1	2	102.0	1.0	2.0	10212	4	12	0									
1	2	102.0	1.0	2.0	10212	5	4	0									
1	2	102.0	1.0	2.0	10212	6	5	0									
1	2	102.0	1.0	2.0	10212	7	6	0									
1	2	102.0	1.0	2.0	10212	8	7	0									
1	2	102.0	1.0	2.0	10212	9	8	1	2	1	0.0	1	0				
1	2	102.0	1.0	2.0	10212	10	20	0									
1	2	102.0	1.0	2.0	10212	11	24	0									
1	2	102.0	1.0	2.0	10214	1	1	1	3	0	16.0	15	1	5.0	15	750.0	2
1	2	102.0	1.0	2.0	10214	2	2	0									
1	2	102.0	1.0	2.0	10214	3	3	1	3	0	2.0	22	0				
1	2	102.0	1.0	2.0	10214	4	12	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10214	5	4	0									
1	2	102.0	1.0	2.0	10214	6	5	0									
1	2	102.0	1.0	2.0	10214	7	6	0									
1	2	102.0	1.0	2.0	10214	8	7	0									
1	2	102.0	1.0	2.0	10214	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10214	10	20	1	3	0	1.0	24	0				
1	2	102.0	1.0	2.0	10214	11	24	0									
1	2	102.0	1.0	2.0	10215	1	1	1	1	0	10.0	15	0				
1	2	102.0	1.0	2.0	10215	2	2	1	1	0	1.5	15	0				
1	2	102.0	1.0	2.0	10215	3	3	0									
1	2	102.0	1.0	2.0	10215	4	12	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10215	5	4	0									
1	2	102.0	1.0	2.0	10215	6	5	0									
1	2	102.0	1.0	2.0	10215	7	6	0									
1	2	102.0	1.0	2.0	10215	8	7	0									
1	2	102.0	1.0	2.0	10215	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10215	10	20	0									
1	2	102.0	1.0	2.0	10215	11	24	0									
1	2	102.0	1.0	2.0	10217	1	1	1	1	0	21.0	13	1	5.0	13	1400.0	2
1	2	102.0	1.0	2.0	10217	2	2	0									
1	2	102.0	1.0	2.0	10217	3	3	0									
1	2	102.0	1.0	2.0	10217	4	12	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10217	5	4	1	1	0	2.5	15	0				
1	2	102.0	1.0	2.0	10217	6	5	0									
1	2	102.0	1.0	2.0	10217	7	6	1	1	0	1.0	22	0				
1	2	102.0	1.0	2.0	10217	8	7	0									
1	2	102.0	1.0	2.0	10217	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10217	10	20	0									
1	2	102.0	1.0	2.0	10217	11	24	0									
1	2	102.0	1.0	2.0	10218	1	1	1	1	0	7.0	15	1	2.0	15	1250.0	2
1	2	102.0	1.0	2.0	10218	2	2	0									
1	2	102.0	1.0	2.0	10218	3	3	1	1	0	1.0	15	0				
1	2	102.0	1.0	2.0	10218	4	12	0									
1	2	102.0	1.0	2.0	10218	5	4	0									
1	2	102.0	1.0	2.0	10218	6	5	0									
1	2	102.0	1.0	2.0	10218	7	6	1	1	0	10.0	1	0				
1	2	102.0	1.0	2.0	10218	8	7	0									
1	2	102.0	1.0	2.0	10218	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10218	10	20	0									
1	2	102.0	1.0	2.0	10218	11	24	0									
1	2	102.0	1.0	2.0	10219	1	1	1	1	0	10.0	15	1	6.0	15	1000.0	2
1	2	102.0	1.0	2.0	10219	2	2	0									
1	2	102.0	1.0	2.0	10219	3	3	1	1	0	0.5	15	0				
1	2	102.0	1.0	2.0	10219	4	12	0									
1	2	102.0	1.0	2.0	10219	5	4	0									
1	2	102.0	1.0	2.0	10219	6	5	0									
1	2	102.0	1.0	2.0	10219	7	6	0									
1	2	102.0	1.0	2.0	10219	8	7	0									
1	2	102.0	1.0	2.0	10219	9	8	1	1	1	0.0	1	0				
1	2	102.0	1.0	2.0	10219	10	20	0									
1	2	102.0	1.0	2.0	10219	11	24	0									
1	2	102.0	1.0	2.0	10220	1	1	1	3	0	5.0	15	0				
1	2	102.0	1.0	2.0	10220	2	2	0									
1	2	102.0	1.0	2.0	10220	3	3	1	3	0	1.0	15	0				
1	2	102.0	1.0	2.0	10220	4	12	0									
1	2	102.0	1.0	2.0	10220	5	4	0									
1	2	102.0	1.0	2.0	10220	6	5	0									
1	2	102.0	1.0	2.0	10220	7	6	0									
1	2	102.0	1.0	2.0	10220	8	7	0									
1	2	102.0	1.0	2.0	10220	9	8	1	3	1	0.0	1	0				
1	2	102.0	1.0	2.0	10220	10	20	0									
1	2	102.0	1.0	2.0	10220	11	24	0									
1	3	103.0	1.0	2.0	10302	1	1	1	1	0	10.0	13	0				
1	3	103.0	1.0	2.0	10302	2	2	1	1	0	3.0	13	0				
1	3	103.0	1.0	2.0	10302	3	3	0									
1	3	103.0	1.0	2.0	10302	4	12	1	3	1	0.0	1	0				
1	3	103.0	1.0	2.0	10302	5	4	0									
1	3	103.0	1.0	2.0	10302	6	5	0									
1	3	103.0	1.0	2.0	10302	7	6	0									
1	3	103.0	1.0	2.0	10302	8	7	0									
1	3	103.0	1.0	2.0	10302	9	8	1	3	1	0.0	1	0				
1	3	103.0	1.0	2.0	10302	10	20	0									
1	3	103.0	1.0	2.0	10302	11	24	0									
1	3	103.0	1.0	2.0	10303	1	1	1	3	0	19.0	15	1	4.0	15	1250.0	2
1	3	103.0	1.0	2.0	10303	2	2	1	3	0	1.5	15	0				
1	3	103.0	1.0	2.0	10303	3	3	1	3	0	1.0	22	0				
1	3	103.0	1.0	2.0	10303	4	12	1	3	1	2.0	17	0				
1	3	103.0	1.0	2.0	10303	5	4	0									
1	3	103.0	1.0	2.0	10303	6	5	0									
1	3	103.0	1.0	2.0	10303	7	6	1	3	0	1.0	16	0				
1	3	103.0	1.0	2.0	10303	8	7	0									
1	3	103.0	1.0	2.0	10303	9	8	1	3	1	1.0	17	0				
1	3	103.0	1.0	2.0	10303	10	20	0									
1	3	103.0	1.0	2.0	10303	11	24	0									
1	3	103.0	1.0	2.0	10304	1	1	1	1	0	11.0	15	1	1.0	15	1000.0	2
1	3	103.0	1.0	2.0	10304	2	2	1	1	0	2.0	15	0				
1	3	103.0	1.0	2.0	10304	3	3	1	1	0	0.5	15	0				
1	3	103.0	1.0	2.0	10304	4	12	0									
1	3	103.0	1.0	2.0	10304	5	4	0									
1	3	103.0	1.0	2.0	10304	6	5	0									
1	3	103.0	1.0	2.0	10304	7	6	0									
1	3	103.0	1.0	2.0	10304	8	7	0									
1	3	103.0	1.0	2.0	10304	9	8	1	1	1	0.0	1	0				
1	3	103.0	1.0	2.0	10304	10	20	0									
1	3	103.0	1.0	2.0	10304	11	24	0									
1	3	103.0	1.0	2.0	10306	1	1	1	1	0	15.0	13	1	7.0	13	1300.0	2
1	3	103.0	1.0	2.0	10306	2	2	0									
1	3	103.0	1.0	2.0	10306	3	3	0									
1	3	103.0	1.0	2.0	10306	4	12	0									
1	3	103.0	1.0	2.0	10306	5	4	0									
1	3	103.0	1.0	2.0	10306	6	5	0									
1	3	103.0	1.0	2.0	10306	7	6	1	1	0	1.0	23	0				
1	3	103.0	1.0	2.0	10306	8	7	0									
1	3	103.0	1.0	2.0	10306	9	8	1	1	1	0.0	1	0				
1	3	103.0	1.0	2.0	10306	10	20	0									
1	3	103.0	1.0	2.0	10306	11	24	0									
1	3	103.0	1.0	2.0	10307	1	1	1	1	0	12.0	15	0				
1	3	103.0	1.0	2.0	10307	2	2	1	1	0	3.0	15	0				
1	3	103.0	1.0	2.0	10307	3	3	1	1	0	1.5	15	0				
1	3	103.0	1.0	2.0	10307	4	12	1	1	1	0.0	1	0				
1	3	103.0	1.0	2.0	10307	5	4	0									
1	3	103.0	1.0	2.0	10307	6	5	0									
1	3	103.0	1.0	2.0	10307	7	6	1	1	0	1.0	22	0				
1	3	103.0	1.0	2.0	10307	8	7	0									
1	3	103.0	1.0	2.0	10307	9	8	1	1	1	0.0	1	0				
1	3	103.0	1.0	2.0	10307	10	20	0									
1	3	103.0	1.0	2.0	10307	11	24	0									
1	3	103.0	1.0	2.0	10308	1	1	1	1	0	12.0	15	1	1.0	15	1000.0	2
1	3	103.0	1.0	2.0	10308	2	2	0									
1	3	103.0	1.0	2.0	10308	3	3	1	1	0	1.0	15	0				
1	3	103.0	1.0	2.0	10308	4	12	0									
1	3	103.0	1.0	2.0	10308	5	4	0									
1	3	103.0	1.0	2.0	10308	6	5	0									
1	3	103.0	1.0	2.0	10308	7	6	0									
1	3	103.0	1.0	2.0	10308	8	7	0									
1	3	103.0	1.0	2.0	10308	9	8	1	1	1	0.0	1	0				
1	3	103.0	1.0	2.0	10308	10	20	0									
1	3	103.0	1.0	2.0	10308	11	24	0									
1	3	103.0	1.0	2.0	10309	1	1	1	3	0	18.0	13	0				
1	3	103.0	1.0	2.0	10309	2	2	0									
1	3	103.0	1.0	2.0	10309	3	3	1	2	0	3.0	22	0				
1	3	103.0	1.0	2.0	10309	4	12	1	1	1	1.0	22	0				
1	3	103.0	1.0	2.0	10309	5	4	1	3	0	40.0	1	0				
1	3	103.0	1.0	2.0	10309	6	5	1	3	0	1.0	13	0				
1	3	103.0	1.0	2.0	10309	7	6	1	3	0	1.0	15	0				
1	3	103.0	1.0	2.0	10309	8	7	0									
1	3	103.0	1.0	2.0	10309	9	8	1	3	1	0.0	1	0				
1	3	103.0	1.0	2.0	10309	10	20	0									
1	3	103.0	1.0	2.0	10309	11	24	0									
1	3	103.0	1.0	2.0	10311	1	1	1	3	0	3.0	15	0				
1	3	103.0	1.0	2.0	10311	2	2	1	3	0	1.0	15	0				
