district	village	villno	strno	group	hhid	g16a	g16b	g16c	g16d	g16e	g16f	g17a	g17b	g17c	g18a	g18b	g18c	g18d	g18e	g18f	g18g	g18h	g18i	g18j	g18k	g18l	g19	g20	g21a	g21b	g21c	g21d	g21e	g22a	g22b	g22c	g22d	g22e	g22f	g22g	g22h	g22i	g22j	g22k	g22l	g23	g24a	g24b	g24c	g24d	g24e
1	3	103.0	1.0	2.0	10306	0.0	0.0	4.0	0.0	15.0	0.0	1	2	5	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	3	103.0	1.0	2.0	10307	1.0	0.0	6.0	0.0	10.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	3	103.0	1.0	2.0	10308	0.0	0.0	0.0	0.0	4.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	3	103.0	1.0	2.0	10309	3.0	3.0	4.0	0.0	12.0	0.0	2	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
1	3	103.0	1.0	2.0	10311	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	3	103.0	1.0	2.0	10312	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	0																			1	1	0	0	0	0
1	3	103.0	1.0	2.0	10313	1.0	1.0	20.0	0.0	30.0	0.0	5			0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	3	103.0	1.0	2.0	10314	3.0	3.0	0.0	0.0	0.0	0.0	1	5		0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0
1	3	103.0	1.0	2.0	10315	0.0	2.0	3.0	0.0	7.0	0.0	2	4		0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	3	103.0	1.0	2.0	10316	2.0	0.0	2.0	0.0	5.0	0.0	2			0	0	0	0	0	0	1	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	3	103.0	1.0	2.0	10317	2.0	0.0	1.0	0.0	0.0	0.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	3	103.0	1.0	2.0	10318	4.0	0.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	3	103.0	1.0	2.0	10319	0.0	3.0	0.0	0.0	6.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	3	103.0	1.0	2.0	10320	1.0	1.0	0.0	0.0	0.0	0.0	5	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	4	104.0	1.0	3.0	10401	0.0	0.0	0.0	0.0	0.0	3.0	5			0	0	0	0	1	1	0	0	0	0	0	0	1	0																		0					
1	6	106.0	1.0	3.0	10608	0.0	0.0	0.0	0.0	0.0	4.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	8	108.0	1.0	2.0	10802	2.0	2.0	0.0	0.0	0.0	0.0	1	4		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
1	8	108.0	1.0	2.0	10803	3.0	0.0	0.0	0.0	0.0	0.0	5	2		0	0	1	0	0	0	0	0	0	0	0	0	1	0																		0					
1	8	108.0	1.0	2.0	10804	3.0	3.0	4.0	0.0	7.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	8	108.0	1.0	2.0	10805	3.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	8	108.0	1.0	2.0	10806	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	8	108.0	1.0	2.0	10808	2.0	0.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	8	108.0	1.0	2.0	10809	3.0	3.0	0.0	0.0	10.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
1	8	108.0	1.0	2.0	10810	3.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0
1	8	108.0	1.0	2.0	10811	3.0	3.0	0.0	0.0	0.0	0.0	5	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	8	108.0	1.0	2.0	10812	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	8	108.0	1.0	2.0	10814	3.0	0.0	0.0	0.0	0.0	4.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	8	108.0	1.0	2.0	10815	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	8	108.0	1.0	2.0	10816	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1	8	108.0	1.0	2.0	10817	2.0	0.0	1.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	8	108.0	1.0	2.0	10819	3.0	3.0	0.0	0.0	0.0	0.0	1	4		0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
1	9	109.0	1.0	1.0	10902	3.0	0.0	0.0	0.0	5.0	0.0	6			0	0	0	0	0	1	0	0	0	0	0	0	0																			0					
1	9	109.0	1.0	1.0	10905	3.0	3.0	0.0	0.0	10.0	0.0	5	9	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	9	109.0	1.0	1.0	10906	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	9	109.0	1.0	1.0	10907	0.0	3.0	0.0	0.0	12.0	0.0	2	5	9	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	9	109.0	1.0	1.0	10909	3.0	3.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0
1	9	109.0	1.0	1.0	10911	3.0	3.0	10.0	0.0	5.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	9	109.0	1.0	1.0	10912	2.0	2.0	0.0	0.0	4.0	0.0	1	2		0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	9	109.0	1.0	1.0	10913	6.0	6.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	9	109.0	1.0	1.0	10914	3.0	3.0	0.0	0.0	7.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	0																			0					
1	9	109.0	1.0	1.0	10915	1.0	1.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	9	109.0	1.0	1.0	10916	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	9	109.0	1.0	1.0	10917	3.0	3.0	0.0	0.0	10.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	10	110.0	1.0	1.0	11001	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	10	110.0	1.0	1.0	11003	0.0	3.0	0.0	0.0	0.0	0.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	10	110.0	1.0	1.0	11004	0.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
1	10	110.0	1.0	1.0	11005	3.0	3.0	0.0	0.0	0.0	0.0	1	2	9	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	10	110.0	1.0	1.0	11006	3.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	10	110.0	1.0	1.0	11011	3.0	3.0	0.0	0.0	15.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	10	110.0	1.0	1.0	11013	0.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	10	110.0	1.0	1.0	11014	5.0	5.0	0.0	0.0	0.0	0.0	1	2	9	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	10	110.0	1.0	1.0	11016	0.0	3.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	10	110.0	1.0	1.0	11017	3.0	3.0	2.0	0.0	7.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
1	10	110.0	1.0	1.0	11018	0.0	0.0	0.0	0.0	5.0	0.0	6	9		0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1	10	110.0	1.0	1.0	11019	0.0	0.0	0.0	0.0	13.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	11	111.0	1.0	1.0	11102	3.0	0.0	2.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11103	0.0	0.0	0.0	0.0	20.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
1	11	111.0	1.0	1.0	11105	2.0	2.0	0.0	0.0	6.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11108	3.0	3.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11109	0.0	3.0	2.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		0					
1	11	111.0	1.0	1.0	11110	3.0	3.0	6.0	0.0	8.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11112	3.0	3.0	1.0	0.0	5.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	11	111.0	1.0	1.0	11115	3.0	3.0	0.0	0.0	7.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11116	0.0	0.0	0.0	0.0	15.0	5.0	1			0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11117	3.0	3.0	0.0	0.0	12.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
1	11	111.0	1.0	1.0	11118	3.0	3.0	0.0	0.0	26.0	0.0	2	5		0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0
1	11	111.0	1.0	1.0	11119	2.0	2.0	0.0	0.0	5.0	0.0	2	5		0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	11	111.0	1.0	1.0	11120	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	12	112.0	1.0	2.0	11201	3.0	3.0	0.0	0.0	15.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	12	112.0	1.0	2.0	11202	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	12	112.0	1.0	2.0	11203	0.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	0																			1	0	0	0	1	0
1	12	112.0	1.0	2.0	11204	2.0	0.0	0.0	0.0	0.0	0.0	2	5		0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0
1	12	112.0	1.0	2.0	11205	0.0	0.0	0.0	2.0	5.0	0.0	9	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	12	112.0	1.0	2.0	11206	0.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	12	112.0	1.0	2.0	11208	0.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0
1	12	112.0	1.0	2.0	11209	3.0	0.0	0.0	0.0	0.0	0.0	2	4		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	12	112.0	1.0	2.0	11210	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0
1	12	112.0	1.0	2.0	11212	3.0	3.0	0.0	0.0	7.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	12	112.0	1.0	2.0	11213	2.0	0.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	12	112.0	1.0	2.0	11214	0.0	0.0	0.0	0.0	4.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	12	112.0	1.0	2.0	11215	0.0	0.0	0.0	0.0	5.0	2.0	1	6		0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0
1	12	112.0	1.0	2.0	11216	3.0	3.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	12	112.0	1.0	2.0	11218	3.0	3.0	2.0	0.0	8.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	12	112.0	1.0	2.0	11219	2.0	2.0	0.0	0.0	10.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	12	112.0	1.0	2.0	11220	1.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1	14	114.0	1.0	2.0	11401	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
1	14	114.0	1.0	2.0	11402	1.0	1.0	6.0	0.0	14.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	14	114.0	1.0	2.0	11403	2.0	0.0	3.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	14	114.0	1.0	2.0	11404	3.0	3.0	12.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	14	114.0	1.0	2.0	11405	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	14	114.0	1.0	2.0	11406	3.0	3.0	0.0	0.0	8.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	14	114.0	1.0	2.0	11407	3.0	3.0	6.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
1	14	114.0	1.0	2.0	11408	3.0	3.0	0.0	0.0	6.0	0.0	5	2		0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	1	0	0	1	0
1	14	114.0	1.0	2.0	11410	3.0	3.0	10.0	0.0	5.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	14	114.0	1.0	2.0	11412	2.0	0.0	3.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
1	14	114.0	1.0	2.0	11414	1.0	0.0	3.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	14	114.0	1.0	2.0	11415	0.0	0.0	0.0	4.0	0.0	0.0	4			0	0	0	0	0	0	1	0	0	0	0	0	0																			1	0	0	0	1	0
1	14	114.0	1.0	2.0	11417	1.0	1.0	0.0	0.0	0.0	19.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	0																		0					
1	14	114.0	1.0	2.0	11418	3.0	3.0	12.0	0.0	5.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	14	114.0	1.0	2.0	11419	3.0	3.0	7.0	0.0	10.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	14	114.0	1.0	2.0	11420	3.0	3.0	5.0	0.0	10.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	15	115.0	1.0	1.0	11502	3.0	3.0	0.0	0.0	5.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	15	115.0	1.0	1.0	11503	3.0	3.0	0.0	0.0	15.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	15	115.0	1.0	1.0	11504	3.0	3.0	4.0	0.0	7.0	2.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	15	115.0	1.0	1.0	11505	3.0	3.0	3.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
