hhid	villno	group	strno	district	village	hhnum	promotor	code_enum	callback	date_digit1	date_digit2
10219	102.0	2.0	1.0	1	2	19	0	8	0	19102009	20102009
10314	103.0	2.0	1.0	1	3	14	0	6	0	15102009	21102009
10308	103.0	2.0	1.0	1	3	8	0	8	1	15102009	21102009
10313	103.0	2.0	1.0	1	3	13	0	18	0	15102009	21102009
10319	103.0	2.0	1.0	1	3	19	0	2	0	15102009	21102009
10318	103.0	2.0	1.0	1	3	18	0	6	0	15102009	21102009
10304	103.0	2.0	1.0	1	3	4	0	8	0	15102009	21102009
10316	103.0	2.0	1.0	1	3	16	0	18	1	15102009	21102009
10315	103.0	2.0	1.0	1	3	15	0	6	0	15102009	21102009
10307	103.0	2.0	1.0	1	3	7	1	1	0	15102009	21102009
10317	103.0	2.0	1.0	1	3	17	0	8	0	15102009	21102009
10306	103.0	2.0	1.0	1	3	6	0	2	0	15102009	21102009
10312	103.0	2.0	1.0	1	3	12	0	8	0	15102009	21102009
10309	103.0	2.0	1.0	1	3	9	0	2	0	15102009	21102009
10303	103.0	2.0	1.0	1	3	3	0	2	0	15102009	21102009
10320	103.0	2.0	1.0	1	3	20	0	18	1	15102009	21102009
10302	103.0	2.0	1.0	1	3	2	0	2	0	15102009	21102009
10311	103.0	2.0	1.0	1	3	11	0	6	0	15102009	21102009
10404	104.0	3.0	1.0	1	4	4	0	1	0	14102009	22102009
10420	104.0	3.0	1.0	1	4	20	0	18	0	14102009	22102009
10419	104.0	3.0	1.0	1	4	19	0	13	0	14102009	22102009
10412	104.0	3.0	1.0	1	4	12	0	6	0	14102009	22102009
10413	104.0	3.0	1.0	1	4	13	0	18	0	14102009	22102009
10407	104.0	3.0	1.0	1	4	7	0	8	0	14102009	22102009
10411	104.0	3.0	1.0	1	4	11	0	4	0	14102009	22102009
10403	104.0	3.0	1.0	1	4	3	0	2	0	14102009	22102009
10401	104.0	3.0	1.0	1	4	1	0	4	0	14102009	22102009
10405	104.0	3.0	1.0	1	4	5	0	4	0	14102009	22102009
10418	104.0	3.0	1.0	1	4	18	0	2	0	14102009	22102009
10416	104.0	3.0	1.0	1	4	16	0	2	0	14102009	22102009
10408	104.0	3.0	1.0	1	4	8	0	18	0	14102009	22102009
10402	104.0	3.0	1.0	1	4	2	0	6	0	14102009	22102009
10410	104.0	3.0	1.0	1	4	10	0	8	0	14102009	20102009
10417	104.0	3.0	1.0	1	4	17	0	1	0	14102009	22102009
10414	104.0	3.0	1.0	1	4	14	0	8	0	14102009	22102009
10502	105.0	3.0	1.0	1	5	2	0	18	1	15102009	20102009
10520	105.0	3.0	1.0	1	5	20	0	6	1	16102009	21102009
10507	105.0	3.0	1.0	1	5	7	0	8	1	15102009	21102009
10505	105.0	3.0	1.0	1	5	5	0	4	0	15102009	21102009
10516	105.0	3.0	1.0	1	5	16	0	18	0	16102009	21102009
10504	105.0	3.0	1.0	1	5	4	0	2	0	15102009	20102009
10515	105.0	3.0	1.0	1	5	15	0	1	0	15102009	21102009
10503	105.0	3.0	1.0	1	5	3	0	1	0	15102009	20102009
10508	105.0	3.0	1.0	1	5	8	0	8	1	15102009	2102009
10518	105.0	3.0	1.0	1	5	18	0	2	0	16102009	21102009
10513	105.0	3.0	1.0	1	5	13	0	2	1	15102009	21102009
10512	105.0	3.0	1.0	1	5	12	0	4	0	15102009	21102009
10511	105.0	3.0	1.0	1	5	11	0	1	0	15102009	21102009
10519	105.0	3.0	1.0	1	5	19	0	18	0	16102009	21102009
10509	105.0	3.0	1.0	1	5	9	0	8	0	15102009	21102009
10510	105.0	3.0	1.0	1	5	10	0	6	1	15102009	21102009
10501	105.0	3.0	1.0	1	5	1	0	1	0	15102009	20102009
10607	106.0	3.0	1.0	1	6	7	0	7	0	12102009	22102009
10618	106.0	3.0	1.0	1	6	18	0	8	0	13102009	23102009
10608	106.0	3.0	1.0	1	6	8	0	2	0	12102009	22102009
10603	106.0	3.0	1.0	1	6	3	0	6	0	12102009	22102009
10602	106.0	3.0	1.0	1	6	2	0	6	0	12102009	22102009
10601	106.0	3.0	1.0	1	6	1	0	6	0	12102009	22102009
10613	106.0	3.0	1.0	1	6	13	0	6	0	12102009	23102009
10620	106.0	3.0	1.0	1	6	20	0	2	0	13102009	23102009
10614	106.0	3.0	1.0	1	6	14	0	19	0	12102009	23102009
10606	106.0	3.0	1.0	1	6	6	0	7	0	12102009	22102009
10617	106.0	3.0	1.0	1	6	17	0	19	0	13102009	23102009
10610	106.0	3.0	1.0	1	6	10	0	2	0	12102009	22102009
10611	106.0	3.0	1.0	1	6	11	0	8	0	12102009	22102009
10605	106.0	3.0	1.0	1	6	5	0	7	0	12102009	22102009
10604	106.0	3.0	1.0	1	6	7	0	7	0	12102009	22102009
10615	106.0	3.0	1.0	1	6	15	0	8	0	12102009	23102009
10609	106.0	3.0	1.0	1	6	9	0	7	0	12102009	22102009
10612	106.0	3.0	1.0	1	6	12	0	8	0	12102009	22102009
10710	107.0	3.0	1.0	1	7	10	0	8	0	14102009	21102009
10719	107.0	3.0	1.0	1	7	19	0	8	0	15102009	21102009
10716	107.0	3.0	1.0	1	7	16	0	8	0	14102009	21102009
10707	107.0	3.0	1.0	1	7	7	0	7	0	14102009	21102009
10705	107.0	3.0	1.0	1	7	5	0	2	0	14102009	20102009
10715	107.0	3.0	1.0	1	7	15	0	8	0	14102009	21102009
10703	107.0	3.0	1.0	1	7	3	0	6	0	14102009	20102009
10713	107.0	3.0	1.0	1	7	13	0	6	0	14102009	21102009
10701	107.0	3.0	1.0	1	7	1	0	2	0	14102009	20102009
10711	107.0	3.0	1.0	1	7	11	0	6	0	14102009	21102009
10706	107.0	3.0	1.0	1	7	6	0	2	0	14102009	20102009
10714	107.0	3.0	1.0	1	7	14	0	7	0	14102009	21102009
10718	107.0	3.0	1.0	1	7	18	0	2	0	15102009	21102009
10717	107.0	3.0	1.0	1	7	17	0	6	0	14102009	21102009
10702	107.0	3.0	1.0	1	7	2	0	2	0	14102009	20102009
10708	107.0	3.0	1.0	1	7	8	0	7	0	14102009	21102009
10816	108.0	2.0	1.0	1	8	16	0	6	0	16102009	20102009
10803	108.0	2.0	1.0	1	8	3	0	4	0	15102009	19102009
10819	108.0	2.0	1.0	1	8	19	0	18	1	16102009	20102009
10815	108.0	2.0	1.0	1	8	15	0	2	1	16102009	20102009
10805	108.0	2.0	1.0	1	8	5	0	6	0	15102009	19102009
10807	108.0	2.0	1.0	1	8	7	0	19	0	15102009	19102009
10811	108.0	2.0	1.0	1	8	11	0	4	1	15102009	20102009
10810	108.0	2.0	1.0	1	8	10	0	6	0	15102009	20102009
10817	108.0	2.0	1.0	1	8	17	0	8	0	16102009	20102009
10808	108.0	2.0	1.0	1	8	8	0	8	0	15102009	19102009
10809	108.0	2.0	1.0	1	8	9	0	18	0	15102009	19102009
10812	108.0	2.0	1.0	1	8	12	0	6	0	16102009	20102009
10802	108.0	2.0	1.0	1	8	2	0	18	1	16102009	19102009
10806	108.0	2.0	1.0	1	8	6	0	18	1	15102009	19102009
10804	108.0	2.0	1.0	1	8	4	0	2	0	16102009	19102009
10814	108.0	2.0	1.0	1	8	14	0	6	0	16102009	20102009
10909	109.0	1.0	1.0	1	9	9	0	2	0	14102009	22102009
10902	109.0	1.0	1.0	1	9	2	0	2	0	13102009	21102009
10905	109.0	1.0	1.0	1	9	5	1	4	1	13102009	21102009
10914	109.0	1.0	1.0	1	9	14	0	18	0	14102009	22102009
10917	109.0	1.0	1.0	1	9	17	0	18	0	14102009	23102009
10904	109.0	1.0	1.0	1	9	4	0	4	0	13102009	20102009
10916	109.0	1.0	1.0	1	9	16	0	2	0	14102009	22102009
10913	109.0	1.0	1.0	1	9	13	0	6	0	14102009	22102009
10915	109.0	1.0	1.0	1	9	15	0	6	1	14102009	23102009
10908	109.0	1.0	1.0	1	9	8	0	8	1	14102009	22102009
10911	109.0	1.0	1.0	1	9	11	0	18	1	14102009	22102009
10906	109.0	1.0	1.0	1	9	6	0	8	0	14102009	22102009
10919	109.0	1.0	1.0	1	9	19	0	4	0	14102009	23102009
10912	109.0	1.0	1.0	1	9	12	0	6	1	14102009	22102009
10907	109.0	1.0	1.0	1	9	7	0	2	0	14102009	22102009
11001	110.0	1.0	1.0	1	10	1	1	6	0	13102009	22102009
11013	110.0	1.0	1.0	1	10	13	0	6	0	13102009	22102009
11003	110.0	1.0	1.0	1	10	3	0	1	0	13102009	22102009
11018	110.0	1.0	1.0	1	10	18	0	2	1	14102009	22102009
11016	110.0	1.0	1.0	1	10	16	0	18	0	14102009	22102009
11006	110.0	1.0	1.0	1	10	6	0	1	0	13102009	22102009
11019	110.0	1.0	1.0	1	10	19	0	2	1	14102009	22102009
11011	110.0	1.0	1.0	1	10	11	0	18	1	13102009	22102009
11015	110.0	1.0	1.0	1	10	15	0	4	0	14102009	22102009
11007	110.0	1.0	1.0	1	10	7	0	8	0	13102009	22102009
11009	110.0	1.0	1.0	1	10	9	0	1	0	13102009	22102009
11014	110.0	1.0	1.0	1	10	14	0	6	1	13102009	22102009
11004	110.0	1.0	1.0	1	10	4	0	8	1	13102009	22102009
11005	110.0	1.0	1.0	1	10	5	0	6	1	13102009	22102009
11017	110.0	1.0	1.0	1	10	17	0	2	1	14102009	22102009
11109	111.0	1.0	1.0	1	11	9	0	4	0	19102009	20102009
11113	111.0	1.0	1.0	1	11	13	0	8	0	19102009	20102009
11118	111.0	1.0	1.0	1	11	18	1	4	0	19102009	20102009
11103	111.0	1.0	1.0	1	11	3	0	4	0	16102009	20102009
11105	111.0	1.0	1.0	1	11	5	0	8	0	16102009	20102009
11114	111.0	1.0	1.0	1	11	14	0	18	0	19102009	20102009
11120	111.0	1.0	1.0	1	11	20	0	6	0	19102009	21102009
11108	111.0	1.0	1.0	1	11	8	0	8	0	16102009	20102009
11117	111.0	1.0	1.0	1	11	17	0	2	0	19102009	20102009
11116	111.0	1.0	1.0	1	11	16	1	6	0	19102009	20102009
11119	111.0	1.0	1.0	1	11	19	0	2	0	19102009	20102009
11115	111.0	1.0	1.0	1	11	15	0	8	0	19102009	21102009
11110	111.0	1.0	1.0	1	11	10	1	8	0	19102009	20102009
11112	111.0	1.0	1.0	1	11	12	0	18	0	19102009	20102009
11104	111.0	1.0	1.0	1	11	4	0	1	0	16102009	20102009
11102	111.0	1.0	1.0	1	11	2	0	8	1	16102009	20102009
11210	112.0	2.0	1.0	1	12	10	0	2	0	16102009	20102009
11201	112.0	2.0	1.0	1	12	1	1	8	0	16102009	20102009
11216	112.0	2.0	1.0	1	12	16	0	18	0	19102009	20102009
11214	112.0	2.0	1.0	1	12	14	1	19	0	19102009	20102009
11217	112.0	2.0	1.0	1	12	17	0	7	1	19102009	20102009
11218	112.0	2.0	1.0	1	12	18	0	18	0	19102009	20102009
11203	112.0	2.0	1.0	1	12	3	0	19	1	16102009	20102009
11204	112.0	2.0	1.0	1	12	4	0	6	0	16102009	20102009
11215	112.0	2.0	1.0	1	12	15	0	19	0	19102009	20102009
11206	112.0	2.0	1.0	1	12	6	0	7	0	16102009	20102009
11209	112.0	2.0	1.0	1	12	9	1	8	0	16102009	20102009
11219	112.0	2.0	1.0	1	12	19	1	2	0	19102009	20102009
11213	112.0	2.0	1.0	1	12	13	0	8	0	19102009	20102009
11202	112.0	2.0	1.0	1	12	2	0	8	0	16102009	20102009
11208	112.0	2.0	1.0	1	12	8	0	19	0	16102009	20102009
11211	112.0	2.0	1.0	1	12	11	0	2	0	16102009	20102009
11205	112.0	2.0	1.0	1	12	5	1	19	0	16102009	20102009
11212	112.0	2.0	1.0	1	12	12	0	18	0	16102009	20102009
11220	112.0	2.0	1.0	1	12	20	0	7	0	19102009	20102009
11207	112.0	2.0	1.0	1	12	7	0	7	1	16102009	20102009
11317	113.0	3.0	1.0	1	13	17	0	7	0	19102009	20102009
11309	113.0	3.0	1.0	1	13	9	0	2	0	20102009	20102009
11316	113.0	3.0	1.0	1	13	16	0	19	0	19102009	20102009
11312	113.0	3.0	1.0	1	13	12	0	18	0	19102009	20102009
11305	113.0	3.0	1.0	1	13	5	0	7	0	19102009	19102009
11313	113.0	3.0	1.0	1	13	13	0	19	0	19102009	21102009
11311	113.0	3.0	1.0	1	13	11	0	19	0	19102009	20102009
11314	113.0	3.0	1.0	1	13	14	0	19	0	19102009	20102009
11306	113.0	3.0	1.0	1	13	6	0	2	0	19102009	19102009
11301	113.0	3.0	1.0	1	13	1	0	18	0	19102009	19102009
11307	113.0	3.0	1.0	1	13	7	0	6	0	19102009	19102009
11310	113.0	3.0	1.0	1	13	10	0	7	0	19102009	20102009
11318	113.0	3.0	1.0	1	13	18	0	18	0	19102009	20102009
11302	113.0	3.0	1.0	1	13	2	0	2	0	19102009	19102009
11308	113.0	3.0	1.0	1	13	8	0	6	0	19102009	19102009
11303	113.0	3.0	1.0	1	13	3	0	18	0	19102009	19102009
11304	113.0	3.0	1.0	1	13	4	0	7	0	19102009	19102009
11420	114.0	2.0	1.0	1	14	20	0	18	0	14102009	23102009
11415	114.0	2.0	1.0	1	14	15	0	8	0	14102009	23102009
11402	114.0	2.0	1.0	1	14	2	0	2	0	13102009	22102009
11403	114.0	2.0	1.0	1	14	3	0	6	0	13102009	22102009
11413	114.0	2.0	1.0	1	14	13	0	2	0	14102009	23102009
11412	114.0	2.0	1.0	1	14	12	0	6	0	14102009	23102009
11411	114.0	2.0	1.0	1	14	11	0	6	0	14102009	23102009
11418	114.0	2.0	1.0	1	14	18	0	18	0	14102009	23102009
11401	114.0	2.0	1.0	1	14	1	0	2	1	13102009	22102009
11406	114.0	2.0	1.0	1	14	6	0	18	0	13102009	22102009
11416	114.0	2.0	1.0	1	14	16	0	8	0	14102009	23102009
11419	114.0	2.0	1.0	1	14	19	0	18	0	14102009	23102009
11404	114.0	2.0	1.0	1	14	4	1	2	1	13102009	22102009
11405	114.0	2.0	1.0	1	14	5	0	6	0	13102009	22102009
11417	114.0	2.0	1.0	1	14	17	0	2	0	14102009	23102009
11407	114.0	2.0	1.0	1	14	7	0	2	0	13102009	22102009
11408	114.0	2.0	1.0	1	14	8	0	6	0	13102009	22102009
11409	114.0	2.0	1.0	1	14	9	0	18	0	13102009	22102009
11414	114.0	2.0	1.0	1	14	14	0	6	0	14102009	23102009
11410	114.0	2.0	1.0	1	14	10	0	18	0	13102009	22102009
11502	115.0	1.0	1.0	1	15	2	0	18	0	16102009	21102009
11512	115.0	1.0	1.0	1	15	12	0	8	0	16102009	22102009
11515	115.0	1.0	1.0	1	15	15	0	2	0	16102009	22102009
11504	115.0	1.0	1.0	1	15	4	0	18	1	16102009	21102009
11505	115.0	1.0	1.0	1	15	5	0	8	1	16102009	21102009
11507	115.0	1.0	1.0	1	15	7	0	18	0	16102009	21102009
11503	115.0	1.0	1.0	1	15	3	1	18	0	16102009	21102009
11510	115.0	1.0	1.0	1	15	10	0	18	0	16102009	22102009
11519	115.0	1.0	1.0	1	15	19	0	6	0	16102009	22102009
11516	115.0	1.0	1.0	1	15	16	0	8	0	16102009	22102009
11506	115.0	1.0	1.0	1	15	6	0	18	0	16102009	21102009
11508	115.0	1.0	1.0	1	15	8	0	6	0	16102009	22102009
11511	115.0	1.0	1.0	1	15	11	0	8	1	16102009	22102009
11517	115.0	1.0	1.0	1	15	17	0	2	0	16102009	22102009
11514	115.0	1.0	1.0	1	15	14	0	2	0	16102009	22102009
11513	115.0	1.0	1.0	1	15	13	0	8	0	16102009	22102009
11619	116.0	1.0	1.0	1	16	19	0	18	0	15102009	21102009
11614	116.0	1.0	1.0	1	16	14	0	8	0	15102009	21102009
11608	116.0	1.0	1.0	1	16	8	0	8	0	14102009	21102009
11620	116.0	1.0	1.0	1	16	20	0	7	0	15102009	21102009
11613	116.0	1.0	1.0	1	16	13	0	7	0	15102009	21102009
11616	116.0	1.0	1.0	1	16	16	0	8	0	15102009	21102009
11618	116.0	1.0	1.0	1	16	18	0	18	0	15102009	21102009
11612	116.0	1.0	1.0	1	16	12	0	7	0	15102009	21102009
11602	116.0	1.0	1.0	1	16	2	1	8	0	14102009	21102009
11609	116.0	1.0	1.0	1	16	9	0	19	1	14102009	21102009
11604	116.0	1.0	1.0	1	16	4	0	6	1	14102009	21102009
11607	116.0	1.0	1.0	1	16	7	0	7	1	14102009	21102009
11601	116.0	1.0	1.0	1	16	1	0	7	0	14102009	21102009
11603	116.0	1.0	1.0	1	16	3	0	19	1	14102009	21102009
11617	116.0	1.0	1.0	1	16	17	0	7	0	15102009	21102009
11610	116.0	1.0	1.0	1	16	10	0	19	1	14102009	21102009
11615	116.0	1.0	1.0	1	16	15	0	19	1	15102009	21102009
11606	116.0	1.0	1.0	1	16	6	0	7	1	14102009	21102009
11717	117.0	2.0	1.0	1	17	17	0	2	0	14102009	20102009
11719	117.0	2.0	1.0	1	17	19	0	6	0	15102009	21102009
11702	117.0	2.0	1.0	1	17	2	0	2	0	14102009	20102009
11716	117.0	2.0	1.0	1	17	16	0	18	0	14102009	20102009
11704	117.0	2.0	1.0	1	17	4	0	1	0	14102009	20102009
11709	117.0	2.0	1.0	1	17	9	0	1	0	14102009	20102009
11714	117.0	2.0	1.0	1	17	14	0	1	0	14102009	20102009
11713	117.0	2.0	1.0	1	17	13	0	8	0	14102009	20102009
11705	117.0	2.0	1.0	1	17	5	0	2	0	14102009	20102009
11703	117.0	2.0	1.0	1	17	3	0	8	0	14102009	20102009
11706	117.0	2.0	1.0	1	17	6	0	6	0	14102009	20102009
11707	117.0	2.0	1.0	1	17	7	0	2	0	14102009	20102009
11708	117.0	2.0	1.0	1	17	8	0	2	0	14102009	20102009
11710	117.0	2.0	1.0	1	17	10	0	6	0	14102009	20102009
11718	117.0	2.0	1.0	1	17	18	0	6	0	15102009	21102009
11712	117.0	2.0	1.0	1	17	12	0	8	0	14102009	20102009
11715	117.0	2.0	1.0	1	17	15	1	18	0	14102009	20102009
11701	117.0	2.0	1.0	1	17	1	0	18	0	14102009	20102009
11711	117.0	2.0	1.0	1	17	11	0	18	0	14102009	20102009
11813	118.0	1.0	1.0	1	18	13	0	6	0	16102009	22102009
11817	118.0	1.0	1.0	1	18	17	0	1	0	16102009	22102009
11812	118.0	1.0	1.0	1	18	12	0	1	0	16102009	22102009
11814	118.0	1.0	1.0	1	18	14	0	18	0	16102009	22102009
11803	118.0	1.0	1.0	1	18	3	0	2	0	16102009	21102009
11808	118.0	1.0	1.0	1	18	8	0	18	0	16102009	22102009
11807	118.0	1.0	1.0	1	18	7	0	1	0	16102009	21102009
11811	118.0	1.0	1.0	1	18	11	0	8	0	16102009	22102009
11806	118.0	1.0	1.0	1	18	6	0	1	0	16102009	21102009
11816	118.0	1.0	1.0	1	18	16	0	4	1	16102009	22102009
11801	118.0	1.0	1.0	1	18	1	0	2	0	16102009	21102009
11805	118.0	1.0	1.0	1	18	5	0	4	0	16102009	21102009
11815	118.0	1.0	1.0	1	18	15	0	6	0	16102009	22102009
11804	118.0	1.0	1.0	1	18	4	0	8	0	16102009	21102009
20107	201.0	3.0	2.0	2	1	7	0	7	1	7102009	23102009
20114	201.0	3.0	2.0	2	1	14	0	11	1	7102009	24102009
20103	201.0	3.0	2.0	2	1	3	0	16	0	6102009	23102009
20105	201.0	3.0	2.0	2	1	5	0	12	1	7102009	23102009
20106	201.0	3.0	2.0	2	1	6	0	7	0	7102009	23102009
20102	201.0	3.0	2.0	2	1	2	0	12	1	6102009	23102009
20118	201.0	3.0	2.0	2	1	18	0	11	1	7102009	24102009
20104	201.0	3.0	2.0	2	1	4	0	7	1	7102009	23102009
20108	201.0	3.0	2.0	2	1	8	0	13	0	7102009	23102009
20115	201.0	3.0	2.0	2	1	15	0	13	1	7102009	24102009
20110	201.0	3.0	2.0	2	1	10	0	14	1	7102009	7102009
20112	201.0	3.0	2.0	2	1	12	0	16	1	7102009	24102009
20117	201.0	3.0	2.0	2	1	17	0	16	0	7102009	24102009
20116	201.0	3.0	2.0	2	1	16	0	7	0	7102009	24102009
20109	201.0	3.0	2.0	2	1	9	0	13	1	7102009	23102009
20119	201.0	3.0	2.0	2	1	19	0	13	0	7102009	24102009
20113	201.0	3.0	2.0	2	1	13	0	16	1	7102009	24102009
20120	201.0	3.0	2.0	2	1	20	0	12	1	7102009	24102009
20111	201.0	3.0	2.0	2	1	11	0	13	1	7102009	24102009
20101	201.0	3.0	2.0	2	1	1	0	14	0	6102009	23102009
20201	202.0	3.0	2.0	2	2	1	0	11	0	8102009	23102009
20205	202.0	3.0	2.0	2	2	5	0	13	0	8102009	23102009
20217	202.0	3.0	2.0	2	2	17	0	13	0	9102009	24102009
20202	202.0	3.0	2.0	2	2	2	0	14	1	8102009	21102009
20218	202.0	3.0	2.0	2	2	18	0	16	1	9102009	24102009
20213	202.0	3.0	2.0	2	2	13	0	14	1	9102009	24102009
20210	202.0	3.0	2.0	2	2	10	0	7	1	9102009	23102009
20215	202.0	3.0	2.0	2	2	15	0	1	0	9102009	24102009
20216	202.0	3.0	2.0	2	2	16	0	11	0	9102009	24102009
20207	202.0	3.0	2.0	2	2	7	0	12	1	8102009	23102009
20203	202.0	3.0	2.0	2	2	3	0	16	1	8102009	23102009
20209	202.0	3.0	2.0	2	2	9	0	12	0	9102009	30102009
20211	202.0	3.0	2.0	2	2	11	0	11	0	9102009	23102009
20206	202.0	3.0	2.0	2	2	6	0	14	0	8102009	23102009
20204	202.0	3.0	2.0	2	2	4	0	13	0	8102009	23102009
20219	202.0	3.0	2.0	2	2	19	0	11	0	9102009	24102009
20214	202.0	3.0	2.0	2	2	14	0	12	0	9102009	24102009
20220	202.0	3.0	2.0	2	2	20	0	7	1	9102009	24102009
20208	202.0	3.0	2.0	2	2	8	0	16	1	9102009	23102009
20212	202.0	3.0	2.0	2	2	12	0	7	1	9102009	24102009
20306	203.0	2.0	2.0	2	3	6	0	7	1	7102009	27102009
20304	203.0	2.0	2.0	2	3	4	0	16	1	7102009	27102009
20317	203.0	2.0	2.0	2	3	17	0	12	1	7102009	27102009
20310	203.0	2.0	2.0	2	3	10	0	12	1	7102009	27102009
20316	203.0	2.0	2.0	2	3	16	1	11	0	7102009	27102009
20301	203.0	2.0	2.0	2	3	1	0	11	1	6102009	26102009
20302	203.0	2.0	2.0	2	3	2	0	16	1	6102009	27102009
20303	203.0	2.0	2.0	2	3	3	0	13	0	6102009	27102009
20308	203.0	2.0	2.0	2	3	8	0	13	1	7102009	27102009
20305	203.0	2.0	2.0	2	3	5	0	12	1	7102009	27102009
20309	203.0	2.0	2.0	2	3	9	0	14	1	7102009	27102009
20315	203.0	2.0	2.0	2	3	15	0	12	0	7102009	27102009
20318	203.0	2.0	2.0	2	3	18	0	16	1	7102009	27102009
20319	203.0	2.0	2.0	2	3	19	0	16	1	7102009	27102009
20307	203.0	2.0	2.0	2	3	7	0	7	0	7102009	27102009
20311	203.0	2.0	2.0	2	3	11	0	1	0	7102009	27102009
20314	203.0	2.0	2.0	2	3	14	0	7	1	7102009	27102009
20312	203.0	2.0	2.0	2	3	12	0	7	1	7102009	27102009
20313	203.0	2.0	2.0	2	3	13	0	1	0	7102009	27102009
20320	203.0	2.0	2.0	2	3	20	0	11	1	7102009	27102009
20404	204.0	2.0	2.0	2	4	4	0	11	1	7102009	23102009
20418	204.0	2.0	2.0	2	4	18	0	12	1	8102009	23102009
20407	204.0	2.0	2.0	2	4	7	0	12	1	7102009	23102009
20401	204.0	2.0	2.0	2	4	1	1	7	1	7102009	23102009
20416	204.0	2.0	2.0	2	4	16	0	7	1	8102009	23102009
20413	204.0	2.0	2.0	2	4	13	1	7	0	8102009	23102009
20415	204.0	2.0	2.0	2	4	15	0	11	1	8102009	23102009
20414	204.0	2.0	2.0	2	4	14	0	12	1	8102009	23102009
20410	204.0	2.0	2.0	2	4	10	0	14	1	7102009	23102009
20419	204.0	2.0	2.0	2	4	19	0	16	1	8102009	23102009
20411	204.0	2.0	2.0	2	4	11	1	14	1	8102009	23102009
20405	204.0	2.0	2.0	2	4	5	0	11	0	7102009	23102009
20417	204.0	2.0	2.0	2	4	17	0	13	0	8102009	23102009
20412	204.0	2.0	2.0	2	4	12	0	11	1	8102009	23102009
20403	204.0	2.0	2.0	2	4	3	0	16	1	7102009	23102009
20402	204.0	2.0	2.0	2	4	2	0	12	1	7102009	23102009
20409	204.0	2.0	2.0	2	4	9	0	12	1	7102009	23102009
20408	204.0	2.0	2.0	2	4	8	0	13	1	7102009	28102009
20511	205.0	1.0	2.0	2	5	11	0	12	0	8102009	27102009
20515	205.0	1.0	2.0	2	5	15	0	7	1	8102009	27102009
20518	205.0	1.0	2.0	2	5	18	0	12	1	9102009	27102009
20517	205.0	1.0	2.0	2	5	17	0	11	1	8102009	27102009
20506	205.0	1.0	2.0	2	5	6	0	11	1	8102009	27102009
20502	205.0	1.0	2.0	2	5	2	0	16	1	8102009	27102009
20510	205.0	1.0	2.0	2	5	10	0	14	1	8102009	27102009
20516	205.0	1.0	2.0	2	5	16	0	13	0	8102009	27102009
20509	205.0	1.0	2.0	2	5	9	0	12	0	8102009	27102009
20501	205.0	1.0	2.0	2	5	1	0	11	1	8102009	27102009
20512	205.0	1.0	2.0	2	5	12	0	7	1	8102009	27102009
20505	205.0	1.0	2.0	2	5	5	0	11	0	8102009	27102009
20507	205.0	1.0	2.0	2	5	7	0	7	1	8102009	27102009
20504	205.0	1.0	2.0	2	5	4	0	14	1	8102009	27102009
