district	village	villno	strno	group	hhid	codigo	d01	d02	d03	d04	d05	d06
1	7	107.0	1.0	3.0	10702	201	1		2	5	0	
1	7	107.0	1.0	3.0	10702	211	1		2	2	0	
1	7	107.0	1.0	3.0	10703	201	1		1	8	1	0
1	7	107.0	1.0	3.0	10703	202	1		1	4	0	
1	7	107.0	1.0	3.0	10703	211	0	3	2	1	0	
1	7	107.0	1.0	3.0	10705	202	1		1	6	1	0
1	7	107.0	1.0	3.0	10706	201	1		1	6	0	
1	7	107.0	1.0	3.0	10706	202	1		2	3	0	
1	7	107.0	1.0	3.0	10706	211	1		1	2	0	
1	7	107.0	1.0	3.0	10707	201	1		2	7	0	
1	7	107.0	1.0	3.0	10707	202	1		2	5	0	
1	7	107.0	1.0	3.0	10707	203	1		2	3	0	
1	7	107.0	1.0	3.0	10707	211	1		1	1	0	
1	7	107.0	1.0	3.0	10708	201	1		1	5	0	
1	7	107.0	1.0	3.0	10710	201	1		2	5	0	
1	7	107.0	1.0	3.0	10711	201	1		2	4	0	
1	7	107.0	1.0	3.0	10711	211	1		2	2	0	
1	7	107.0	1.0	3.0	10713	201	1		1	7	0	
1	7	107.0	1.0	3.0	10714	201	1		2	6	0	
1	7	107.0	1.0	3.0	10715	201	1		1	5	0	
1	7	107.0	1.0	3.0	10715	202	1		1	3	0	
1	7	107.0	1.0	3.0	10716	201	1		1	7	0	
1	7	107.0	1.0	3.0	10716	202	1		2	6	0	
1	7	107.0	1.0	3.0	10716	211	1		2	1	0	
1	7	107.0	1.0	3.0	10717	201	1		2	3	0	
1	7	107.0	1.0	3.0	10717	202	1		2	5	0	
1	7	107.0	1.0	3.0	10718	201	1		2	4	0	
1	7	107.0	1.0	3.0	10719	201	1		2	4	0	
1	8	108.0	1.0	2.0	10802	201	1		1	5	1	0
1	8	108.0	1.0	2.0	10803	201	1		2	5	0	
1	8	108.0	1.0	2.0	10804	201	1		1	6	1	0
1	8	108.0	1.0	2.0	10804	202	1		1	4	0	
1	8	108.0	1.0	2.0	10805	201	1		2	6	0	
1	8	108.0	1.0	2.0	10805	202	1		2	3	0	
1	8	108.0	1.0	2.0	10806	201	1		1	6	1	1
1	8	108.0	1.0	2.0	10806	202	1		2	5	1	0
1	8	108.0	1.0	2.0	10806	203	1		1	4	0	
1	8	108.0	1.0	2.0	10806	211	0	1		1	0	0
1	8	108.0	1.0	2.0	10807	201	1		2	3	0	
1	8	108.0	1.0	2.0	10807	202	1		1	6	1	0
1	8	108.0	1.0	2.0	10808	201	1		2	999	1	0
1	8	108.0	1.0	2.0	10808	211	1		2	1	0	
1	8	108.0	1.0	2.0	10809	201	1		2	3	0	
1	8	108.0	1.0	2.0	10809	211	1		2	1	0	
1	8	108.0	1.0	2.0	10810	201	1		2	4	0	
1	8	108.0	1.0	2.0	10811	201	1		1	4	0	
1	8	108.0	1.0	2.0	10811	211	1		2	2	0	
1	8	108.0	1.0	2.0	10812	201	0	2	2	6	0	
1	8	108.0	1.0	2.0	10812	202	1		1	4	0	
1	8	108.0	1.0	2.0	10814	201	1		2	7	1	0
1	8	108.0	1.0	2.0	10814	202	1		2	4	0	
1	8	108.0	1.0	2.0	10814	211	1		2	1	0	
1	8	108.0	1.0	2.0	10815	201	1		1	5	0	
1	8	108.0	1.0	2.0	10816	201	1		2	0	0	
1	8	108.0	1.0	2.0	10816	202	1		1	3	0	
1	8	108.0	1.0	2.0	10817	201	1		2	4	0	
1	8	108.0	1.0	2.0	10817	211	1		2	1	0	
1	8	108.0	1.0	2.0	10819	201	1		1	6	1	2
1	8	108.0	1.0	2.0	10819	202	1		1	5	0	
1	9	109.0	1.0	1.0	10902	201	0	1	2	8		
1	9	109.0	1.0	1.0	10902	202	0	1	1	5		
1	9	109.0	1.0	1.0	10904	201	1		2	7	1	0
1	9	109.0	1.0	1.0	10904	202	1		2	5	0	
1	9	109.0	1.0	1.0	10905	202	1		1	4	0	
1	9	109.0	1.0	1.0	10905	211	1		2	3	0	
1	9	109.0	1.0	1.0	10906	201	1		1	4	0	
1	9	109.0	1.0	1.0	10907	201	1		2	8	1	1
1	9	109.0	1.0	1.0	10907	202	1		1	6	1	0
1	9	109.0	1.0	1.0	10908	201	1		2	7	0	
1	9	109.0	1.0	1.0	10908	202	1		2	7	0	
1	9	109.0	1.0	1.0	10908	203	1		1	6	1	0
1	9	109.0	1.0	1.0	10908	204	1		2	5	0	
1	9	109.0	1.0	1.0	10908	205	1		1	5	0	
1	9	109.0	1.0	1.0	10909	201	1		1	6	0	
1	9	109.0	1.0	1.0	10911	201	1		1	5	0	
1	9	109.0	1.0	1.0	10911	202	1		2	3	0	
1	9	109.0	1.0	1.0	10911	211	1		2	2	0	
1	9	109.0	1.0	1.0	10912	203	1		1	9	0	
1	9	109.0	1.0	1.0	10912	211	1		1	2	0	
1	9	109.0	1.0	1.0	10912	212	1		1	3	0	
1	9	109.0	1.0	1.0	10913	201	1		1	5	0	
1	9	109.0	1.0	1.0	10913	211	1		2	2	0	
1	9	109.0	1.0	1.0	10914	201	1		2	4	0	
1	9	109.0	1.0	1.0	10914	211	1		2	2	0	
1	9	109.0	1.0	1.0	10915	201	1		2	5	0	
1	9	109.0	1.0	1.0	10916	201	1		2	3	0	
1	9	109.0	1.0	1.0	10917	104	1		2	4	0	
1	9	109.0	1.0	1.0	10917	201	1		1	3	0	
1	9	109.0	1.0	1.0	10919	201	0	1	2	4	0	
1	10	110.0	1.0	1.0	11001	201	1		1	8	0	
1	10	110.0	1.0	1.0	11001	202	1		1	3	0	
1	10	110.0	1.0	1.0	11001	211	1		1	1	0	
1	10	110.0	1.0	1.0	11003	201	1		2	7	1	0
1	10	110.0	1.0	1.0	11003	202	1		2	5	0	
1	10	110.0	1.0	1.0	11003	211	1		2	3	0	
1	10	110.0	1.0	1.0	11004	201	1		2	7	0	
1	10	110.0	1.0	1.0	11004	202	1		2	5	0	
1	10	110.0	1.0	1.0	11004	203	1		1	3	0	
1	10	110.0	1.0	1.0	11005	211	1		1	2	0	
1	10	110.0	1.0	1.0	11006	201	1		2	4	0	
1	10	110.0	1.0	1.0	11007	201	1		2	4	0	
1	10	110.0	1.0	1.0	11007	211	1		2	2	0	
1	10	110.0	1.0	1.0	11009	202	1		2	2	0	
1	10	110.0	1.0	1.0	11011	201	1		1	5	0	
1	10	110.0	1.0	1.0	11011	202	1		2	7	0	
1	10	110.0	1.0	1.0	11011	211	1		2	2	0	
1	10	110.0	1.0	1.0	11013	201	1		1	6	0	
1	10	110.0	1.0	1.0	11013	202	1		2	6	0	
1	10	110.0	1.0	1.0	11013	203	1		1	5	0	
1	10	110.0	1.0	1.0	11013	211	1		2	3	0	
1	10	110.0	1.0	1.0	11013	212	1		2	999	0	
1	10	110.0	1.0	1.0	11014	201	1		2	8	0	
1	10	110.0	1.0	1.0	11014	202	1		1	6	0	
1	10	110.0	1.0	1.0	11014	211	1		2	3	1	2
1	10	110.0	1.0	1.0	11015	201	1		1	5	0	
1	10	110.0	1.0	1.0	11015	211	1		2	3	0	
1	10	110.0	1.0	1.0	11016	201	1		1	4	0	
1	10	110.0	1.0	1.0	11016	211	1		2	2	0	
1	10	110.0	1.0	1.0	11017	201	1		2	4	0	
1	10	110.0	1.0	1.0	11017	211	1		1	3	0	
1	10	110.0	1.0	1.0	11018	201	1		1	5	0	
1	10	110.0	1.0	1.0	11018	202	1		2	3	0	
1	10	110.0	1.0	1.0	11018	211	1		2	1	0	
1	10	110.0	1.0	1.0	11019	201	1		2	5	0	
1	10	110.0	1.0	1.0	11019	202	1		1	3	0	
1	11	111.0	1.0	1.0	11102	211	0	9	2	2	0	
1	11	111.0	1.0	1.0	11103	201	1		2	9	1	0
1	11	111.0	1.0	1.0	11103	202	1		2	9	1	0
1	11	111.0	1.0	1.0	11103	203	1		1	5	0	
1	11	111.0	1.0	1.0	11103	204	1		2	4	0	
1	11	111.0	1.0	1.0	11104	201	1		1	8	1	1
1	11	111.0	1.0	1.0	11104	202	1		1	5	1	0
1	11	111.0	1.0	1.0	11104	211	1		2	2	0	
1	11	111.0	1.0	1.0	11105	201	1		1	4	0	
1	11	111.0	1.0	1.0	11108	201	0	2				
1	11	111.0	1.0	1.0	11108	202	0	3				
1	11	111.0	1.0	1.0	11109	201	1		2	5	0	
1	11	111.0	1.0	1.0	11110	201	1		2	6	1	0
1	11	111.0	1.0	1.0	11112	201	1		1	5	1	0
1	11	111.0	1.0	1.0	11112	211	1		2	2	0	
1	11	111.0	1.0	1.0	11113	201	1		2	3	0	
1	11	111.0	1.0	1.0	11114	201	1		1	6	0	
1	11	111.0	1.0	1.0	11114	202	1		2	4	0	
1	11	111.0	1.0	1.0	11115	202	1		1	4	0	
1	11	111.0	1.0	1.0	11115	211	1		1	1	0	
1	11	111.0	1.0	1.0	11116	201	1		2	6	1	0
1	11	111.0	1.0	1.0	11116	202	1		2	3	0	
1	11	111.0	1.0	1.0	11117	201	1		2	7	1	0
1	11	111.0	1.0	1.0	11117	202	1		2	5	1	0
1	11	111.0	1.0	1.0	11118	201	1		1	6	0	
1	11	111.0	1.0	1.0	11118	202	1		2	4	0	
1	11	111.0	1.0	1.0	11118	211	1		2	5	0	
1	11	111.0	1.0	1.0	11119	201	1		2	5	1	0
1	11	111.0	1.0	1.0	11120	201	1		2	9	1	0
1	11	111.0	1.0	1.0	11120	202	1		1	4	0	
1	11	111.0	1.0	1.0	11120	211	1		2	1	0	
1	12	112.0	1.0	2.0	11201	201	1		2	4	0	
1	12	112.0	1.0	2.0	11201	211	1		1	2	0	
1	12	112.0	1.0	2.0	11202	201	1		2	5	0	
1	12	112.0	1.0	2.0	11203	201	1		1	6	0	
1	12	112.0	1.0	2.0	11203	202	1		1	5	0	
1	12	112.0	1.0	2.0	11203	211	1		1	2	0	
1	12	112.0	1.0	2.0	11204	201	1		2	6	0	
1	12	112.0	1.0	2.0	11204	202	1		1	3	0	
1	12	112.0	1.0	2.0	11204	203	1		2	8	1	1
1	12	112.0	1.0	2.0	11205	201	1		1	7	1	0
1	12	112.0	1.0	2.0	11205	202	1		2	5	0	
1	12	112.0	1.0	2.0	11205	203	1		1	3	0	
1	12	112.0	1.0	2.0	11205	204	1		1	3	0	
1	12	112.0	1.0	2.0	11206	201	1		1	6	0	
1	12	112.0	1.0	2.0	11207	201	1		2	5	0	
1	12	112.0	1.0	2.0	11207	211	1		2	2	0	
1	12	112.0	1.0	2.0	11208	201	1		2	7	1	1
1	12	112.0	1.0	2.0	11208	202	1		1	4	0	
1	12	112.0	1.0	2.0	11208	211	1		2	1	0	
1	12	112.0	1.0	2.0	11209	201	1		2	7	0	
1	12	112.0	1.0	2.0	11209	202	1		2	4	0	
1	12	112.0	1.0	2.0	11209	211	1		1	1	0	
1	12	112.0	1.0	2.0	11210	201	1		1	6	1	0
1	12	112.0	1.0	2.0	11210	202	1		2	3	0	
1	12	112.0	1.0	2.0	11211	201	1		1	6	1	0
1	12	112.0	1.0	2.0	11211	202	1		2	4	0	
1	12	112.0	1.0	2.0	11211	211	1		2	2	0	
1	12	112.0	1.0	2.0	11212	201	1		1	5	1	1
1	12	112.0	1.0	2.0	11212	202	1		2	2	0	
1	12	112.0	1.0	2.0	11212	211	1		2	2	0	
1	12	112.0	1.0	2.0	11213	201	1		1	8	1	1
1	12	112.0	1.0	2.0	11213	202	1		2	5	0	
1	12	112.0	1.0	2.0	11214	201	1		2	8	1	1
1	12	112.0	1.0	2.0	11214	202	1		1	6	1	0
1	12	112.0	1.0	2.0	11214	203	1		2	4	0	0
1	12	112.0	1.0	2.0	11214	204	1		1	7	1	0
1	12	112.0	1.0	2.0	11215	201	1		2	6	1	1
1	12	112.0	1.0	2.0	11215	202	1		1	3	0	
1	12	112.0	1.0	2.0	11215	211	1		1	3	0	
1	12	112.0	1.0	2.0	11216	201	1		2	7	1	0
1	12	112.0	1.0	2.0	11216	211	1		1	1	0	
1	12	112.0	1.0	2.0	11217	201	1		1	6	0	
1	12	112.0	1.0	2.0	11217	202	1		1	4	0	
1	12	112.0	1.0	2.0	11218	201	1		2	6	1	0
1	12	112.0	1.0	2.0	11218	202	1		2	3	0	
1	12	112.0	1.0	2.0	11218	211	1		2	2	0	
1	12	112.0	1.0	2.0	11219	201	1		2	5	0	
1	12	112.0	1.0	2.0	11219	211	1		2	2	0	
1	12	112.0	1.0	2.0	11220	201	1		1	4	0	
1	12	112.0	1.0	2.0	11220	211	1		2	1	0	
1	13	113.0	1.0	3.0	11301	201	1		2	7	0	
1	13	113.0	1.0	3.0	11301	211	1		1	2	0	
1	13	113.0	1.0	3.0	11302	201	1		1	5	0	
1	13	113.0	1.0	3.0	11302	202	1		2	3	0	
1	13	113.0	1.0	3.0	11302	211	1		1	1	0	
1	13	113.0	1.0	3.0	11303	201	1		2	7	1	0
1	13	113.0	1.0	3.0	11303	202	1		2	6	1	0
1	13	113.0	1.0	3.0	11303	203	1		1	4	0	
1	13	113.0	1.0	3.0	11303	211	1		1	1	0	
1	13	113.0	1.0	3.0	11303	212	1		1	1	0	
1	13	113.0	1.0	3.0	11304	201	1		1	6	0	
1	13	113.0	1.0	3.0	11304	202	1		1	3	0	
1	13	113.0	1.0	3.0	11304	211	1		2	1	0	
1	13	113.0	1.0	3.0	11305	201	1		2	5	1	0
1	13	113.0	1.0	3.0	11305	202	1		2	4	0	
1	13	113.0	1.0	3.0	11305	211	1		1	2	0	
1	13	113.0	1.0	3.0	11306	201	1		1	6	0	
1	13	113.0	1.0	3.0	11306	202	1		2	4	0	
1	13	113.0	1.0	3.0	11307	201	1		1	6	1	0
1	13	113.0	1.0	3.0	11307	211	1		2	2	0	
1	13	113.0	1.0	3.0	11308	201	1		2	4	0	
1	13	113.0	1.0	3.0	11308	211	1		1	2	0	
1	13	113.0	1.0	3.0	11309	211	1		1	2	0	
1	13	113.0	1.0	3.0	11310	201	1		1	7	0	
1	13	113.0	1.0	3.0	11310	202	1		2	5	0	
1	13	113.0	1.0	3.0	11311	201	1		2	6	0	
1	13	113.0	1.0	3.0	11311	202	1		1	3	0	
1	13	113.0	1.0	3.0	11311	211	1		1	2	0	
1	13	113.0	1.0	3.0	11312	201	1		1	3	0	
1	13	113.0	1.0	3.0	11312	211	1		1	2	0	
1	13	113.0	1.0	3.0	11313	201	1		2	7	0	
1	13	113.0	1.0	3.0	11313	202	1		2	4	0	
1	13	113.0	1.0	3.0	11314	201	1		2	6	0	
1	13	113.0	1.0	3.0	11314	202	1		2	2	0	
1	13	113.0	1.0	3.0	11314	211	1		2	2	0	
