district	village	villno	strno	group	hhid	codigo	e02	e03	e04	e05	e06	e07a	e07b	e08a	e08b	e09
1	3	103.0	1.0	2.0	10318	105	1	0	0	6						
1	3	103.0	1.0	2.0	10319	101	1	0	0	1						
1	3	103.0	1.0	2.0	10319	121	1	0	0	5						
1	3	103.0	1.0	2.0	10320	101	1	1	0	1	0	"RECENCIAMENTO"	2	1.0		
1	3	103.0	1.0	2.0	10320	102	1	0	0	6						
1	4	104.0	1.0	3.0	10401	101	1	1	0	2	0	"GUARDA"	1			
1	4	104.0	1.0	3.0	10401	102	1	0	1	1	0	"VENDE BANANA"	4	1.0	3000	2
1	4	104.0	1.0	3.0	10401	103	1	0	1	5	0	"VENDE CANA DOCE"	4	0.5	500	2
1	4	104.0	1.0	3.0	10401	104	1	0	0	5						
1	4	104.0	1.0	3.0	10401	111	0	0	0	9						
1	4	104.0	1.0	3.0	10402	101	1	1	0	1	0	"FABRICO DE BLOCOS"	2	0.1	1250	2
1	4	104.0	1.0	3.0	10402	102	1	1	0	1	0	"FABRICO DE BLOCOS"	2	0.1	280	2
1	4	104.0	1.0	3.0	10402	103	1	0	0	1						
1	4	104.0	1.0	3.0	10402	104	1	0	0	5						
1	4	104.0	1.0	3.0	10403	101	1	0	0	1						
1	4	104.0	1.0	3.0	10403	102	1	0	0	1						
1	4	104.0	1.0	3.0	10403	106	1	0	0	5						
1	4	104.0	1.0	3.0	10403	107	1	0	0	5						
1	4	104.0	1.0	3.0	10404	101	1	0	1	1	1	"CONSTRUTOR DE CASAS"	19	3.0	9000	2
1	4	104.0	1.0	3.0	10404	102	1	0	0	1						
1	4	104.0	1.0	3.0	10404	103	1	0	0	5						
1	4	104.0	1.0	3.0	10404	104	1	0	0	5						
1	4	104.0	1.0	3.0	10405	101	1	0	1	4	0	"VENDE NA SUA BANCA"	7	12.0	12500	2
1	4	104.0	1.0	3.0	10405	102	1	0	0	1						
1	4	104.0	1.0	3.0	10407	101	1	1	0	3	1	"PEDREIRO"	2	12.0	100	2
1	4	104.0	1.0	3.0	10407	102	1	0	0	1						
1	4	104.0	1.0	3.0	10407	103	1	0	0	1						
1	4	104.0	1.0	3.0	10408	101	1	0	0	1						
1	4	104.0	1.0	3.0	10408	102	1	0	0	6						
1	4	104.0	1.0	3.0	10410	102	1	0	0	1						
1	4	104.0	1.0	3.0	10410	103	1	0	0	1						
1	4	104.0	1.0	3.0	10410	104	1	0	0	5						
1	4	104.0	1.0	3.0	10411	102	1	0	0	1						
1	4	104.0	1.0	3.0	10411	111	1	0	0	1						
1	4	104.0	1.0	3.0	10412	101	1	1	0	1	0	"PEDREIRO"	2	0.1	2250	2
1	4	104.0	1.0	3.0	10412	102	1	0	1	1	0	"VENDE BEBIDA TRADICIONAL"	7	1.0	2000	2
1	4	104.0	1.0	3.0	10412	103	1	0	0	5						
1	4	104.0	1.0	3.0	10412	201	1	0	0	5						
1	4	104.0	1.0	3.0	10413	101	1	0	0	1						
1	4	104.0	1.0	3.0	10413	102	1	0	0	6						
1	4	104.0	1.0	3.0	10413	103	1	0	0	5						
1	4	104.0	1.0	3.0	10413	104	1	0	0	5						
1	4	104.0	1.0	3.0	10414	101	1	1	0	1	0	"PULVERIZADOR"	1	2.0	20000	2
1	4	104.0	1.0	3.0	10414	102	1	0	0	1						
1	4	104.0	1.0	3.0	10414	104	1	0	0	1						
1	4	104.0	1.0	3.0	10414	107	1	0	0	1						
1	4	104.0	1.0	3.0	10416	101	1	0	0	1						
1	4	104.0	1.0	3.0	10416	102	1	0	0	1						
1	4	104.0	1.0	3.0	10416	103	1	0	0	1						
1	4	104.0	1.0	3.0	10416	104	1	0	0	1						
1	4	104.0	1.0	3.0	10416	105	1	0	0	1						
1	4	104.0	1.0	3.0	10417	102	1	0	0	1						
1	4	104.0	1.0	3.0	10417	103	1	0	0	1						
1	4	104.0	1.0	3.0	10417	104	1	0	0	1						
1	4	104.0	1.0	3.0	10417	106	1	0	0	5						
1	4	104.0	1.0	3.0	10418	101	1	0	1	1	0	"FAZ CARVAO"	2	2.0	8000	2
1	4	104.0	1.0	3.0	10418	102	1	0	0	1						
1	4	104.0	1.0	3.0	10418	103	0	0	0	9						
1	4	104.0	1.0	3.0	10419	101	1	1	0	1	0	"PULVERISADOR"	1	0.1		
1	4	104.0	1.0	3.0	10419	102	1	1	0	6	0	"TRABALHO AGRICOLA"	2	0.2	1400	2
1	4	104.0	1.0	3.0	10419	103	1	1	0	1	0	"TRABALHO AGRICOLA"	2	6.0	5000	2
1	4	104.0	1.0	3.0	10419	104	1	0	0	1						
1	4	104.0	1.0	3.0	10420	101	1	0	0	1						
1	4	104.0	1.0	3.0	10420	102	1	0	1	6	0	"VENDE LARANJA"	7	0.2	6800	2
1	4	104.0	1.0	3.0	10420	103	0	0	0	9						
1	5	105.0	1.0	3.0	10501	101	1	0	1	1	1	"FABRICO DE CARVAO"	8	2.0	470	1
1	5	105.0	1.0	3.0	10501	102	1	0	0	5						
1	5	105.0	1.0	3.0	10502	101	1	1	1	1	0	"FABRICO DE CARVAO"	8	5.0	12750	2
1	5	105.0	1.0	3.0	10502	102	1	0	0	1						
1	5	105.0	1.0	3.0	10502	103	1	0	1	5	0	"FAZER POCO"	19	3.0	3750	2
1	5	105.0	1.0	3.0	10503	101	1	0	1	1	1	"FABRICO DE CARVAO"	8	3.0	600	1
1	5	105.0	1.0	3.0	10503	102	1	0	0	1						
1	5	105.0	1.0	3.0	10504	101	1	0	1	1	0	"ARTESANATO"	19	7.0	8400	2
1	5	105.0	1.0	3.0	10504	102	1	0	0	1						
1	5	105.0	1.0	3.0	10504	103	1	0	0	5						
1	5	105.0	1.0	3.0	10505	102	1	1	0	1	0	"GANHO GANHO"	2	0.1	1000	2
1	5	105.0	1.0	3.0	10507	101	1	0	1	1	0	"FAZ PENEIRAS"	4	1.0	400	2
1	5	105.0	1.0	3.0	10507	102	1	0	0	1						
1	5	105.0	1.0	3.0	10507	103	1	0	0	1						
1	5	105.0	1.0	3.0	10507	104	1	0	0	1						
1	5	105.0	1.0	3.0	10507	201	1	0	1	1	0	"FABRICO DE CARVAO"	8	3.0	3950	2
1	5	105.0	1.0	3.0	10508	101	1	1	1	1	0	"FABRICO DE CARVAO"	8	6.0	20000	2
1	5	105.0	1.0	3.0	10508	102	1	0	0	1						
1	5	105.0	1.0	3.0	10509	101	0	0	0	9						
1	5	105.0	1.0	3.0	10509	102	1	0	0	1						
1	5	105.0	1.0	3.0	10509	103	1	0	0	5						
1	5	105.0	1.0	3.0	10509	104	1	0	0	5						
1	5	105.0	1.0	3.0	10510	102	1	0	0	1						
1	5	105.0	1.0	3.0	10510	121	1	0	1	1	0	"VENDA DE CARVAO"	8	3.0	1800	1
1	5	105.0	1.0	3.0	10511	101	1	0	0	1						
1	5	105.0	1.0	3.0	10511	102	1	0	0	1						
1	5	105.0	1.0	3.0	10512	102	1	0	0	1						
1	5	105.0	1.0	3.0	10512	104	1	1	0	5	0	"GANHO GANHO"	2	0.5	2200	2
1	5	105.0	1.0	3.0	10512	105	1	0	0	5						
1	5	105.0	1.0	3.0	10512	106	1	0	0	5						
1	5	105.0	1.0	3.0	10512	107	0	0	0	9						
1	5	105.0	1.0	3.0	10512	121	1	1	1	1	0	"GANHO GANHO"	2	0.1	600	2
1	5	105.0	1.0	3.0	10512	122	1	0	0	5						
1	5	105.0	1.0	3.0	10513	101	1	0	1	1	0	"CORTE E VENDA DE LENHA"	19	9.0	15000	2
1	5	105.0	1.0	3.0	10513	102	1	0	0	1						
1	5	105.0	1.0	3.0	10513	105	1	0	0	5						
1	5	105.0	1.0	3.0	10513	106	1	0	0	5						
1	5	105.0	1.0	3.0	10515	101	1	0	0	1						
1	5	105.0	1.0	3.0	10515	102	1	0	0	1						
1	5	105.0	1.0	3.0	10515	103	1	0	0	5						
1	5	105.0	1.0	3.0	10516	101	1	0	1	1	0	"FABRICO DE CARVAO"	8	4.0	800	1
1	5	105.0	1.0	3.0	10516	102	1	0	0	1						
1	5	105.0	1.0	3.0	10518	101	1	0	1	1	0	"FABRICO DE CARVAO"	8	5.0	5500	2
1	5	105.0	1.0	3.0	10518	102	1	0	0	1						
1	5	105.0	1.0	3.0	10518	103	0	0	0	9						
1	5	105.0	1.0	3.0	10519	101	1	1	1	5	0	"FABRICO DE CARVAO"	8	5.0	8850	2
1	5	105.0	1.0	3.0	10519	102	1	1	0	5	0	"TRABALHO DE AGRICOLA"	2	1.0	500	2
1	5	105.0	1.0	3.0	10519	103	1	0	0	5						
1	5	105.0	1.0	3.0	10519	111	1	1	1	1	0	"FABRICO DE CARVAO"	8	2.0	3000	2
1	5	105.0	1.0	3.0	10519	111	1	0	0	6						
1	5	105.0	1.0	3.0	10519	121	1	1	1	5	0	"FABRICO DE CARVAO"	8	5.0	8850	2
1	5	105.0	1.0	3.0	10520	101	1	1	0	1	1	"ARANJA ESTRADAS"	1	2.0	2700	1
1	5	105.0	1.0	3.0	10520	102	1	0	0	1						
1	5	105.0	1.0	3.0	10520	103	1	0	1	5	0	"VENDE COUVE"	4	0.3	450	2
1	5	105.0	1.0	3.0	10520	104	1	0	0	5						
1	5	105.0	1.0	3.0	10520	105	1	0	0	5						
1	6	106.0	1.0	3.0	10601	101	1	1	0	1	0	"VENDA DE CANA"	2	0.5	350	1
1	6	106.0	1.0	3.0	10601	102	1	0	1	1	0	"VENDA DE CANA"	4	1.0	1200	2
1	6	106.0	1.0	3.0	10601	103	0	0	0	9						
1	6	106.0	1.0	3.0	10602	101	1	0	1	1	0	"VENDE ROUPA"	6	12.0	12500	2
1	6	106.0	1.0	3.0	10602	102	1	0	0	1						
1	6	106.0	1.0	3.0	10602	103	0	0	0	9						
1	6	106.0	1.0	3.0	10603	101	1	0	1	1	0	"VENDE MILHO"	4	4.0	10000	2
1	6	106.0	1.0	3.0	10603	102	1	0	0	1						
1	6	106.0	1.0	3.0	10603	103	1	0	0	5						
1	6	106.0	1.0	3.0	10603	104	1	0	0	5						
1	6	106.0	1.0	3.0	10603	105	1	0	0	6						
1	6	106.0	1.0	3.0	10603	106	1	0	0	6						
1	6	106.0	1.0	3.0	10604	101	1	1	0	1	0	"CAPINAR NA MACHAMBA"	2	1.0	1500	2
1	6	106.0	1.0	3.0	10604	102	1	0	0	1						
1	6	106.0	1.0	3.0	10604	103	1	0	0	5						
1	6	106.0	1.0	3.0	10604	104	1	0	0	5						
1	6	106.0	1.0	3.0	10604	105	1	0	0	5						
1	6	106.0	1.0	3.0	10604	121	1	0	0	5						
1	6	106.0	1.0	3.0	10605	102	1	0	0	1						
1	6	106.0	1.0	3.0	10606	101	1	0	0	1						
1	6	106.0	1.0	3.0	10606	102	1	0	0	1						
1	6	106.0	1.0	3.0	10606	104	1	0	0	5						
1	6	106.0	1.0	3.0	10606	105	1	0	0	5						
1	6	106.0	1.0	3.0	10607	101	1	0	1	1	0	"GUARDA"	1	8.0	3200	1
1	6	106.0	1.0	3.0	10607	102	1	0	0	1						
1	6	106.0	1.0	3.0	10607	103	1	0	0	5						
1	6	106.0	1.0	3.0	10607	104	1	0	0	5						
1	6	106.0	1.0	3.0	10607	121	1	0	0	5						
1	6	106.0	1.0	3.0	10607	122	1	0	0	5						
1	6	106.0	1.0	3.0	10608	101	1	0	1	1	1	"COMERCIANTE"	6	12.0	27000	2
1	6	106.0	1.0	3.0	10608	102	1	0	0	1						
1	6	106.0	1.0	3.0	10609	101	1	0	1	1	1	"MOTORISTA"	1	2.0	1500	1
1	6	106.0	1.0	3.0	10609	102	1	0	0	1						
1	6	106.0	1.0	3.0	10609	103	1	1	0	5	0	"CAPINAR NA MACHAMBA"	2	1.0	1200	2
1	6	106.0	1.0	3.0	10609	104	1	0	0	1						
1	6	106.0	1.0	3.0	10609	105	1	0	0	1						
1	6	106.0	1.0	3.0	10610	102	1	0	1	1	0	"VENDE BOLOS"	19	2.0	500	1
1	6	106.0	1.0	3.0	10610	103	1	0	0	5						
1	6	106.0	1.0	3.0	10610	104	1	0	0	5						
1	6	106.0	1.0	3.0	10610	105	1	0	0	5						
1	6	106.0	1.0	3.0	10611	101	1	0	0	1						
1	6	106.0	1.0	3.0	10611	102	1	0	0	1						
1	6	106.0	1.0	3.0	10611	103	1	0	0	5						
1	6	106.0	1.0	3.0	10611	104	1	0	0	5						
1	6	106.0	1.0	3.0	10612	101	1	0	0	1						
1	6	106.0	1.0	3.0	10612	102	1	0	1	1	0	"VENDE CANA DOCE"	6	6.0	2000	2
1	6	106.0	1.0	3.0	10612	103	0	0	0	9						
1	6	106.0	1.0	3.0	10613	101	1	0	1	1	0	"VENDA DE BANANA"	6	0.5	750	2
1	6	106.0	1.0	3.0	10613	102	1	0	0	1						
1	6	106.0	1.0	3.0	10614	101	1	0	0	1						
1	6	106.0	1.0	3.0	10614	102	1	0	0	1						
1	6	106.0	1.0	3.0	10614	103	1	0	0	5						
1	6	106.0	1.0	3.0	10614	104	1	0	0	5						
1	6	106.0	1.0	3.0	10615	101	1	0	0	1						
1	6	106.0	1.0	3.0	10615	102	1	0	0	1						
1	6	106.0	1.0	3.0	10615	104	1	0	0	5						
1	6	106.0	1.0	3.0	10615	111	1	0	0	5						
1	6	106.0	1.0	3.0	10617	101	1	0	0	1						
1	6	106.0	1.0	3.0	10617	103	1	0	0	5						
1	6	106.0	1.0	3.0	10617	111	1	0	0	1						
1	6	106.0	1.0	3.0	10618	101	1	0	1	1	0	"REVENDE MILHO"	6	5.0	45000	2
1	6	106.0	1.0	3.0	10618	102	1	0	0	1						
1	6	106.0	1.0	3.0	10618	104	1	0	0	1						
1	6	106.0	1.0	3.0	10620	101	1	1	0	1	0	"GANHO GANHO"	2	1.0	8000	2
1	6	106.0	1.0	3.0	10620	102	1	0	0	1						
1	7	107.0	1.0	3.0	10701	101	1	0	0	1						
1	7	107.0	1.0	3.0	10701	102	1	0	0	1						
1	7	107.0	1.0	3.0	10701	103	1	0	0	5						
1	7	107.0	1.0	3.0	10701	104	1	0	0	5						
1	7	107.0	1.0	3.0	10702	102	1	1	0	3	0	"MOAGEIRO"	1	12.0	18000	2
1	7	107.0	1.0	3.0	10702	111	1	0	0	1						
1	7	107.0	1.0	3.0	10703	101	1	1	0	3	0	"TRABALHADOR FLORESTAL"	10	1.0	1950	1
1	7	107.0	1.0	3.0	10703	102	1	0	0	1						
1	7	107.0	1.0	3.0	10705	102	1	0	0	5						
1	7	107.0	1.0	3.0	10705	121	1	0	0	1						
1	7	107.0	1.0	3.0	10706	101	1	1	0	3	0	"TRABALHADOR FLORESTAL"	10	12.0	23040	1
1	7	107.0	1.0	3.0	10706	102	1	0	0	1						
1	7	107.0	1.0	3.0	10706	121	0	0	0	9						
1	7	107.0	1.0	3.0	10707	101	1	0	0	1						
1	7	107.0	1.0	3.0	10707	102	1	0	0	1						
1	7	107.0	1.0	3.0	10707	103	1	0	0	5						
1	7	107.0	1.0	3.0	10707	104	1	0	0	5						
1	7	107.0	1.0	3.0	10707	105	1	0	0	6						
1	7	107.0	1.0	3.0	10708	101	1	0	0	1						
1	7	107.0	1.0	3.0	10708	102	1	0	0	1						
1	7	107.0	1.0	3.0	10708	103	1	0	0	1						
1	7	107.0	1.0	3.0	10708	104	0	0	0	9						
1	7	107.0	1.0	3.0	10708	105	0	0	0	9						
1	7	107.0	1.0	3.0	10710	101	1	0	0	1						
1	7	107.0	1.0	3.0	10710	102	1	0	0	1						
1	7	107.0	1.0	3.0	10710	103	1	0	0	5						
1	7	107.0	1.0	3.0	10711	101	1	1	0	1	0	"FISCAL DE BICICLETAS"	3	10.0	2000	1
1	7	107.0	1.0	3.0	10711	102	1	0	0	1						
1	7	107.0	1.0	3.0	10711	103	1	0	0	1						
1	7	107.0	1.0	3.0	10711	104	1	0	0	1						
1	7	107.0	1.0	3.0	10711	105	1	0	0	1						
1	7	107.0	1.0	3.0	10711	106	0	0	0	9						
1	7	107.0	1.0	3.0	10713	102	1	0	0	1						
1	7	107.0	1.0	3.0	10713	105	1	0	0	1						
1	7	107.0	1.0	3.0	10714	101	1	0	0	1						
1	7	107.0	1.0	3.0	10714	102	1	0	0	1						
1	7	107.0	1.0	3.0	10714	103	1	0	0	5						
1	7	107.0	1.0	3.0	10714	104	1	0	0	5						
1	7	107.0	1.0	3.0	10715	101	1	0	0	1						
1	7	107.0	1.0	3.0	10715	102	1	0	0	1						
1	7	107.0	1.0	3.0	10716	101	1	0	1	1	0	"COMERCIANTE"	6	12.0	50000	2
1	7	107.0	1.0	3.0	10716	102	1	0	0	1						
1	7	107.0	1.0	3.0	10716	103	1	0	0	5						
1	7	107.0	1.0	3.0	10716	121	1	0	0	5						
1	7	107.0	1.0	3.0	10717	101	1	0	0	1						
1	7	107.0	1.0	3.0	10717	102	1	0	0	1						
1	7	107.0	1.0	3.0	10717	104	1	0	0	5						
1	7	107.0	1.0	3.0	10717	106	1	0	0	1						
1	7	107.0	1.0	3.0	10718	101	1	0	1	1	0	"GANHO GANHO"	2	1.0	1000	2
1	7	107.0	1.0	3.0	10718	102	1	0	0	1						
1	7	107.0	1.0	3.0	10719	102	1	0	0	1						
1	7	107.0	1.0	3.0	10719	121	1	0	1	1	0	"ARTESAO"	6	8.0	4000	2
1	8	108.0	1.0	2.0	10802	101	1	0	0	1						
