district	village	villno	strno	group	hhid	g41a	g41b	g41c	g41d	g41e	g41f	g42	g43	g43u	g44a	g44b	g44u	g45
1	15	115.0	1.0	1.0	11516	2.0	0.0	0.0	0.0	0.0	0.0	1	50.0	15	0			1
1	15	115.0	1.0	1.0	11517	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			0
1	15	115.0	1.0	1.0	11519	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	23	0			0
1	16	116.0	1.0	1.0	11601	5.0	0.0	5.0	0.0	0.0	0.0	1	300.0	15	0			0
1	16	116.0	1.0	1.0	11602	0.0	0.0	9.0	0.0	0.0	0.0	1	400.0	15	0			1
1	16	116.0	1.0	1.0	11603	0.0	2.0	0.0	1.0	0.0	0.0	0						
1	16	116.0	1.0	1.0	11604	2.0	0.0	0.0	0.0	0.0	0.0	0						
1	16	116.0	1.0	1.0	11607	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	15	0			0
1	16	116.0	1.0	1.0	11608	3.0	3.0	0.0	0.0	0.0	0.0	1	100.0	15	0			0
1	16	116.0	1.0	1.0	11609	1.0	2.0	0.0	0.0	0.0	0.0	0						
1	16	116.0	1.0	1.0	11610	0.0	2.0	0.0	0.0	0.0	1.0	0						
1	16	116.0	1.0	1.0	11615	0.0	0.0	6.0	0.0	0.0	0.0	1	300.0	15	1	1.0	15	1
1	16	116.0	1.0	1.0	11616	3.0	3.0	0.0	0.0	0.0	0.0	1	200.0	15	0			1
1	17	117.0	1.0	2.0	11702	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
1	17	117.0	1.0	2.0	11704	2.0	0.0	1.0	0.0	0.0	0.0	1	150.0	15	0			1
1	17	117.0	1.0	2.0	11705	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	16	0			0
1	17	117.0	1.0	2.0	11706	0.0	0.0	0.0	0.0	0.0	5.0	1	200.0	1	0			0
1	17	117.0	1.0	2.0	11707	2.0	2.0	10.0	0.0	0.0	0.0	1	100.0	15	0			0
1	17	117.0	1.0	2.0	11708	2.0	1.0	1.0	0.0	0.0	0.0	1	100.0	13	0			1
1	17	117.0	1.0	2.0	11710	3.0	3.0	1.0	1.0	0.0	0.0	1	100.0	1	0			0
1	17	117.0	1.0	2.0	11712	2.0	0.0	0.0	0.0	0.0	0.0	0						
1	17	117.0	1.0	2.0	11715	1.0	1.0	250.0	0.0	0.0	0.0	1	1800.0	15	1	9.0	15	1
1	17	117.0	1.0	2.0	11716	1.0	1.0	10.0	0.0	0.0	0.0	1	700.0	15	0			1
1	17	117.0	1.0	2.0	11717	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
1	18	118.0	1.0	1.0	11801	0.0	2.0	0.0	0.0	0.0	1.0	1	100.0	22	0			1
1	18	118.0	1.0	1.0	11811	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	15	0			1
1	18	118.0	1.0	1.0	11812	2.0	0.0	1.0	0.0	0.0	0.0	1	50.0	15	0			0
1	18	118.0	1.0	1.0	11814	1.0	1.0	0.0	0.0	0.0	0.0	1	100.0	21	0			1
2	2	202.0	2.0	3.0	20202	0.0	0.0	0.0	1.0	0.0	0.0	1	100.0	22	0			1
2	2	202.0	2.0	3.0	20207	0.0	0.0	0.0	0.0	0.0	3.0	1	200.0	15	0			1
2	2	202.0	2.0	3.0	20209	0.0	0.0	0.0	0.0	0.0	12.0	1	300.0	15	0			1
2	3	203.0	2.0	2.0	20301	0.0	6.0	0.0	0.0	0.0	0.0	1	500.0	22	1	2.0	22	0
2	3	203.0	2.0	2.0	20302	3.0	0.0	0.0	0.0	0.0	0.0	1	500.0	15	0			1
2	3	203.0	2.0	2.0	20305	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
2	3	203.0	2.0	2.0	20306	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			0
2	3	203.0	2.0	2.0	20310	2.0	0.0	10.0	0.0	0.0	0.0	1	100.0	15	0			1
2	3	203.0	2.0	2.0	20311	2.0	0.0	14.0	0.0	0.0	0.0	1	1500.0	15	1	3.0	15	1
2	3	203.0	2.0	2.0	20313	0.0	2.0	9.0	0.0	0.0	0.0	1	300.0	15	1	1.0	15	1
2	3	203.0	2.0	2.0	20314	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	15	0			0
2	3	203.0	2.0	2.0	20316	0.0	0.0	0.0	0.0	0.0	0.0	1	300.0	15	1	2.0	15	1
2	3	203.0	2.0	2.0	20317	2.5	0.0	5.5	0.0	0.0	0.0	1	400.0	1	0			1
2	4	204.0	2.0	2.0	20401	2.0	2.0	2.0	0.0	0.0	0.0	1	100.0	15	0			1
2	4	204.0	2.0	2.0	20402	3.0	0.0	2.0	0.0	0.0	0.0	1	300.0	15	0			1
2	4	204.0	2.0	2.0	20403	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
2	4	204.0	2.0	2.0	20404	4.0	0.0	2.0	0.0	0.0	0.0	1	200.0	15	1	3.0	1	1
2	4	204.0	2.0	2.0	20409	2.0	0.0	3.0	0.0	0.0	0.0	1	100.0	15	0			1
2	4	204.0	2.0	2.0	20410	3.0	3.0	0.0	0.0	0.0	0.0	1	200.0	21	0			0
2	4	204.0	2.0	2.0	20411	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
2	4	204.0	2.0	2.0	20412	0.0	1.0	0.0	0.0	0.0	0.0	1	100.0	24	0			0
2	4	204.0	2.0	2.0	20413	2.0	1.0	1.0	0.0	0.0	0.0	1	100.0	22	0			0
2	4	204.0	2.0	2.0	20417	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	4	204.0	2.0	2.0	20418	2.0	0.0	0.0	0.0	16.0	0.0	1	350.0	1	0			1
2	5	205.0	2.0	1.0	20502	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	5	205.0	2.0	1.0	20504	0.0	0.0	12.0	0.0	0.0	0.0	1	300.0	15	1	1.0	15	1
2	5	205.0	2.0	1.0	20505	0.0	0.0	3.0	0.0	0.0	0.0	1	150.0	15	1	2.0	22	1
2	5	205.0	2.0	1.0	20507	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	5	205.0	2.0	1.0	20511	3.0	0.0	3.0	0.0	0.0	0.0	1	100.0	22	0			1
2	5	205.0	2.0	1.0	20515	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	5	205.0	2.0	1.0	20517	5.0	0.0	0.0	0.0	0.0	0.0	1	400.0	22	0			1
2	5	205.0	2.0	1.0	20518	3.0	0.0	0.0	0.0	0.0	0.0	1	200.0	15	1	1.0	15	1
2	5	205.0	2.0	1.0	20519	1.0	1.0	0.0	0.0	0.0	0.0	1	200.0	17	0			0
2	6	206.0	2.0	1.0	20601	2.0	0.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	6	206.0	2.0	1.0	20602	0.0	0.0	0.0	1.0	0.0	0.0	1	200.0	23	1	1.0	24	1
2	6	206.0	2.0	1.0	20604	2.0	1.0	5.0	0.0	0.0	0.0	1	150.0	22	0			0
2	6	206.0	2.0	1.0	20609	0.0	0.0	3.0	0.0	0.0	0.0	1	200.0	22	0			1
2	6	206.0	2.0	1.0	20617	2.0	0.0	0.0	0.0	0.0	0.0	1	150.0	23	0			1
2	6	206.0	2.0	1.0	20620	2.0	0.0	1.0	0.0	0.0	0.0	1	100.0	23	0			1
2	7	207.0	2.0	2.0	20701	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	23	0			1
2	7	207.0	2.0	2.0	20702	1.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			0
2	7	207.0	2.0	2.0	20703	0.0	3.0	0.0	0.0	0.0	0.0	1	200.0	1	0			1
2	7	207.0	2.0	2.0	20704	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	7	207.0	2.0	2.0	20706	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	7	207.0	2.0	2.0	20708	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			0
2	7	207.0	2.0	2.0	20709	0.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	7	207.0	2.0	2.0	20712	0.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			0
2	7	207.0	2.0	2.0	20714	3.0	3.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
2	7	207.0	2.0	2.0	20716	0.0	2.0	3.0	0.0	0.0	0.0	1	500.0	2	0			1
2	7	207.0	2.0	2.0	20718	1.0	1.0	0.0	0.0	0.0	0.0	1	150.0	14	0			1
2	8	208.0	2.0	1.0	20803	0.0	4.0	0.0	0.0	0.0	0.0	1	300.0	22	1	1.0	22	1
2	8	208.0	2.0	1.0	20805	2.0	0.0	4.0	0.0	0.0	0.0	1	200.0	15	0			1
2	8	208.0	2.0	1.0	20806	1.0	1.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	8	208.0	2.0	1.0	20808	2.0	0.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	8	208.0	2.0	1.0	20811	2.0	0.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
2	8	208.0	2.0	1.0	20815	1.0	0.0	30.0	0.0	0.0	0.0	1	800.0	15	1	4.0	15	1
2	8	208.0	2.0	1.0	20817	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
2	8	208.0	2.0	1.0	20818	2.0	0.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
3	1	301.0	3.0	2.0	30101	0.0	3.0	4.0	0.0	0.0	0.0	1	200.0	15	0			1
3	1	301.0	3.0	2.0	30102	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
3	1	301.0	3.0	2.0	30103	0.0	1.0	5.0	0.0	0.0	0.0	1	400.0	22	1	4.0	23	1
3	1	301.0	3.0	2.0	30104	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	21	0			1
3	1	301.0	3.0	2.0	30106	0.0	2.0	2.0	0.0	0.0	0.0	1	300.0	15	1	2.0	15	1
3	1	301.0	3.0	2.0	30108	0.0	3.0	0.0	0.0	0.0	0.0	1	200.0	21	1	0.5	21	1
3	1	301.0	3.0	2.0	30110	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	15	1	1.0	15	1
3	1	301.0	3.0	2.0	30112	1.0	2.0	1.0	0.0	0.0	0.0	1	200.0	15	1	1.0	21	1
3	1	301.0	3.0	2.0	30113	0.0	3.0	2.0	0.0	0.0	0.0	1	150.0	15	0			1
3	1	301.0	3.0	2.0	30118	2.0	2.0	8.0	0.0	0.0	0.0	1	200.0	22	0			1
3	2	302.0	3.0	2.0	30205	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	21	0			1
3	2	302.0	3.0	2.0	30207	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	21	0			1
3	2	302.0	3.0	2.0	30208	2.0	2.0	5.0	0.0	0.0	0.0	1	300.0	21	1	1.0	21	1
3	2	302.0	3.0	2.0	30214	2.0	2.0	0.0	0.0	0.0	0.0	1	300.0	15	0			1
3	2	302.0	3.0	2.0	30218	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	23	0			0
3	3	303.0	3.0	1.0	30301	3.0	3.0	7.0	0.0	0.0	0.0	1	500.0	15	1	3.0	15	1
3	3	303.0	3.0	1.0	30302	0.0	2.0	0.0	0.0	0.0	0.0	1	300.0	15	1	1.0	15	0
3	3	303.0	3.0	1.0	30303	0.0	3.0	2.0	0.0	0.0	0.0	1	300.0	21	0			1
3	3	303.0	3.0	1.0	30306	0.0	2.0	5.0	0.0	0.0	0.0	1	400.0	21	0			1
3	3	303.0	3.0	1.0	30307	0.0	2.0	2.0	0.0	0.0	0.0	1	400.0	21	1	1.0	21	1
3	3	303.0	3.0	1.0	30308	2.0	2.0	2.0	0.0	0.0	0.0	1	500.0	15	1	3.0	15	1
3	3	303.0	3.0	1.0	30309	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	23	0			0
3	3	303.0	3.0	1.0	30311	1.0	1.0	10.0	0.0	0.0	0.0	1	300.0	15	1	1.0	15	1
3	3	303.0	3.0	1.0	30312	0.0	1.0	2.0	0.0	0.0	0.0	1	200.0	22	0			1
3	3	303.0	3.0	1.0	30313	0.0	2.0	3.0	0.0	0.0	0.0	1	400.0	22	0			1
4	1	401.0	3.0	3.0	40101	0.0	0.0	0.0	0.0	0.0	0.0	1	150.0	15	0			1
4	1	401.0	3.0	3.0	40111	0.0	0.0	0.0	0.0	2.0	0.0	1	200.0	23	0			1
4	1	401.0	3.0	3.0	40113	0.0	0.0	0.0	0.0	0.0	3.0	1	250.0	15	0			1
4	1	401.0	3.0	3.0	40116	0.0	0.0	0.0	0.0	10.0	0.0	1	200.0	15	0			1
4	2	402.0	3.0	1.0	40201	2.0	0.0	6.0	0.0	0.0	0.0	1	250.0	15	1	2.0	22	0
4	2	402.0	3.0	1.0	40204	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			0
4	2	402.0	3.0	1.0	40207	3.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
4	2	402.0	3.0	1.0	40208	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	23	0			1
4	2	402.0	3.0	1.0	40210	1.0	1.0	6.0	0.0	0.0	0.0	1	300.0	15	1	2.0	15	0
4	2	402.0	3.0	1.0	40211	1.0	1.0	0.0	0.0	0.0	0.0	1	100.0	22	0			1
4	2	402.0	3.0	1.0	40212	2.0	2.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
4	2	402.0	3.0	1.0	40218	2.0	0.0	0.0	0.0	0.0	0.0	1	100.0	22	0			0
4	2	402.0	3.0	1.0	40219	0.0	1.0	6.0	0.0	0.0	0.0	0						
4	3	403.0	3.0	1.0	40301	2.0	2.0	3.0	0.0	0.0	0.0	1	200.0	22	0			0
4	3	403.0	3.0	1.0	40302	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
4	3	403.0	3.0	1.0	40303	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	22	0			1
4	3	403.0	3.0	1.0	40306	2.0	2.0	10.0	0.0	0.0	0.0	1	100.0	22	0			1
4	3	403.0	3.0	1.0	40307	2.0	2.0	1.0	0.0	0.0	0.0	1	250.0	22	0			1
4	3	403.0	3.0	1.0	40308	2.0	2.0	3.0	0.0	0.0	0.0	0						
4	3	403.0	3.0	1.0	40310	2.0	2.0	4.0	0.0	0.0	0.0	1	100.0	22	0			1
4	3	403.0	3.0	1.0	40312	2.0	2.0	0.0	0.0	0.0	0.0	1	200.0	21	0			1
4	3	403.0	3.0	1.0	40318	2.0	0.0	7.0	0.0	0.0	0.0	1	300.0	23	0			0
4	3	403.0	3.0	1.0	40319	2.0	2.0	2.0	0.0	0.0	0.0	1	400.0	25	0			1
4	4	404.0	3.0	2.0	40403	2.0	2.0	15.0	0.0	0.0	0.0	1	200.0	15	0			1
4	4	404.0	3.0	2.0	40405	2.0	2.0	16.0	0.0	0.0	0.0	1	1200.0	15	1	10.0	15	1
4	4	404.0	3.0	2.0	40406	2.0	2.0	2.0	0.0	0.0	0.0	1	150.0	15	0			1
4	4	404.0	3.0	2.0	40409	3.0	0.0	0.0	0.0	0.0	0.0	1	200.0	21	0			1
4	4	404.0	3.0	2.0	40413	0.0	2.0	0.0	0.0	0.0	0.0	1	100.0	15	0			1
4	4	404.0	3.0	2.0	40414	0.0	0.0	3.0	0.0	0.0	0.0	1	200.0	22	0			1
4	4	404.0	3.0	2.0	40419	0.0	3.0	6.0	0.0	0.0	0.0	1	100.0	22	0			1
1	2	102.0	1.0	2.0	10250	2.0	0.0	5.0	0.0	0.0	0.0	1	10.0	15	0			0
1	2	102.0	1.0	2.0	10251	2.0	2.0	3.0	0.0	0.0	0.0	1	40.0	21	0			1
1	2	102.0	1.0	2.0	10261	2.0	0.0	0.0	0.0	0.0	0.0	1	15.0	22	0			0
1	2	102.0	1.0	2.0	10262	2.0	0.0	2.0	0.0	0.0	0.0	1	5.0	15	0			1
1	2	102.0	1.0	2.0	10263	2.0	2.0	0.0	0.0	0.0	0.0	1	20.0	21	0			1
1	2	102.0	1.0	2.0	10268	2.0	2.0	10.0	0.0	0.0	0.0	1	30.0	15	0			0
1	2	102.0	1.0	2.0	10269	1.0	1.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
1	2	102.0	1.0	2.0	10270	0.0	2.0	0.0	0.0	0.0	0.0	0						
1	3	103.0	1.0	2.0	10351	2.0	0.0	0.0	0.0	0.0	0.0	1	5.0	15	0			0
1	3	103.0	1.0	2.0	10365	3.0	0.0	0.0	0.0	0.0	0.0	1	5.0	15	0			0
1	3	103.0	1.0	2.0	10366	3.0	3.0	3.0	0.0	0.0	0.0	1	15.0	15	0			1
1	3	103.0	1.0	2.0	10367	2.0	2.0	2.0	0.0	0.0	0.0	1	10.0	15	0			1
1	3	103.0	1.0	2.0	10368	0.0	0.0	4.0	0.0	0.0	0.0	1	30.0	15	0			1
1	8	108.0	1.0	2.0	10862	2.0	2.0	0.0	0.0	0.0	0.0	0			0			0
1	8	108.0	1.0	2.0	10867	0.0	4.0	0.0	0.0	0.0	0.0	1	20.0	22	0			0
1	9	109.0	1.0	1.0	10950	2.0	2.0	0.0	0.0	0.0	0.0	0						
1	9	109.0	1.0	1.0	10961	2.0	0.0	0.0	0.0	0.0	0.0	1	15.0	15	0			1
1	9	109.0	1.0	1.0	10963	1.0	0.0	0.0	0.0	0.0	0.0	0						
1	9	109.0	1.0	1.0	10965	2.0	0.0	0.0	0.0	0.0	0.0	1	10.0	24	0			0
