district	village	villno	strno	group	hhid	codigo	m09	m10_1	m10_2	m10_3	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20
2	6	206.0	2.0	1.0	20620	101	0													
2	7	207.0	2.0	2.0	20701	101	1	5	3		4	1	2	1	0	0	0	1	1	1
2	7	207.0	2.0	2.0	20702	101	1	5	3		4	1	2	1	0	0	0	0	0	3
2	7	207.0	2.0	2.0	20703	101	1	5			3	1	2	1	0	0	0	1	0	3
2	7	207.0	2.0	2.0	20704	101	1	2			4	1	3	1	1	0	0	0	1	1
2	7	207.0	2.0	2.0	20706	101	1	7			4	1	2	1	0	0	0	1	1	3
2	7	207.0	2.0	2.0	20710	101	0													
2	7	207.0	2.0	2.0	20716	101	0													
2	7	207.0	2.0	2.0	20718	101	1	5			2	1	3	1	0	0	1	1	0	3
2	8	208.0	2.0	1.0	20801	101	0													
2	8	208.0	2.0	1.0	20802	101	3	2			4	1	3	1	0	1	1	0	1	1
2	8	208.0	2.0	1.0	20803	101	0													
2	8	208.0	2.0	1.0	20804	101	3	5			4	1	4	1	0	0	0	0	0	3
2	8	208.0	2.0	1.0	20805	101	2	5			3	1	2	1	0	0	1	0	0	1
2	8	208.0	2.0	1.0	20809	101	1	2			2	1	4	1	1	1	0	0	1	1
2	8	208.0	2.0	1.0	20813	101	1	5			2	1	2	1	0	0	0	0	1	1
2	8	208.0	2.0	1.0	20814	101	1	5			4	1	2	1	0	0	0	0	0	3
2	8	208.0	2.0	1.0	20815	101	0													
2	8	208.0	2.0	1.0	20816	101	0													
2	8	208.0	2.0	1.0	20817	101	1	5			3	1	2	1	0	0	0	1	0	3
2	8	208.0	2.0	1.0	20818	101	1	5			4	1	2	1	0	0	0	0	1	3
2	9	209.0	2.0	3.0	20902	101	3	2			4	1	9	1	1	1	0	0	0	1
2	9	209.0	2.0	3.0	20904	121	1	2			4	1	2	0						1
2	9	209.0	2.0	3.0	20908	121	0													
2	9	209.0	2.0	3.0	20910	101	0													
2	9	209.0	2.0	3.0	20915	101	1	2			3	1	4	1	0	0	0	0	1	3
2	9	209.0	2.0	3.0	20917	101	2	2			2	1	3	1	1	1	0	0	0	1
2	9	209.0	2.0	3.0	20919	101	0													
2	9	209.0	2.0	3.0	20921	101	1	5			2	1	2	1	0	0	0	1	0	3
3	1	301.0	3.0	2.0	30101	101	1	1			4	1	3	1	0	0	0	0	1	3
3	1	301.0	3.0	2.0	30106	101	2	5			4	1	1	1	1	0	0	0	0	3
3	1	301.0	3.0	2.0	30108	101	3	1			4	1	2	1	0	0	0	0	1	3
3	1	301.0	3.0	2.0	30111	101	0													
3	1	301.0	3.0	2.0	30115	101	2	1			1	1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30117	101	0													
3	1	301.0	3.0	2.0	30118	101	1	1			4	1	3	1	0	1	0	0	1	3
3	1	301.0	3.0	2.0	30119	101	1	5			4	1	9	1	1	0	1	1	1	1
3	1	301.0	3.0	2.0	30120	101	1	1			4	1	3	1	1	0	1	0	1	1
3	2	302.0	3.0	2.0	30203	101	3	1			2	1	9	1	0	0	1	0	1	3
3	2	302.0	3.0	2.0	30204	101	1	1			4	1	2	1	0	0	0	0	0	1
3	2	302.0	3.0	2.0	30205	101	0													
3	2	302.0	3.0	2.0	30207	101	0													
3	2	302.0	3.0	2.0	30208	101	0													
3	2	302.0	3.0	2.0	30210	101	1	1			4	1	9	1	0	0	0	0	0	1
3	2	302.0	3.0	2.0	30213	101	0													
3	2	302.0	3.0	2.0	30214	101	1	1			3	1	2	1	0	0	0	0	0	1
3	2	302.0	3.0	2.0	30216	101	1	1			4	1	3	1	0	0	0	1	0	3
3	3	303.0	3.0	1.0	30301	101	1	1			4	1	2	1	1	0	0	1	1	3
3	3	303.0	3.0	1.0	30302	101	1	1			4	1	2	1	0	0	0	0	0	3
3	3	303.0	3.0	1.0	30303	101	1	1			3	1	2	1	0	0	0	1	1	3
3	3	303.0	3.0	1.0	30305	101	2	1			2	1	3	1	1	1	1	0	0	3
3	3	303.0	3.0	1.0	30308	101	2	1			4	1	2	1	0	0	0	0	1	3
3	3	303.0	3.0	1.0	30311	101	2	1			4	1	2	1	0	0	0	0	1	3
3	3	303.0	3.0	1.0	30317	101	1	1			4	1	9	1	1	0	1	1	0	3
3	4	304.0	3.0	3.0	30404	101	3	1			4	1	2	0						3
3	4	304.0	3.0	3.0	30405	101	3	1			4	1	9	1	1	1	0	0	1	3
3	4	304.0	3.0	3.0	30406	101	2	1			4	1	2	1	0	0	0	0	0	3
3	4	304.0	3.0	3.0	30407	101	0													
3	4	304.0	3.0	3.0	30409	101	1	1			4	1	2	1	0	0	0	0	0	3
3	4	304.0	3.0	3.0	30411	101	1	1			4	1	3	0						1
3	4	304.0	3.0	3.0	30413	101	1	1			4	1	2	0						3
3	4	304.0	3.0	3.0	30414	101	2	1			2	1	9	1	0	0	0	0	1	1
3	4	304.0	3.0	3.0	30415	101	0													
3	4	304.0	3.0	3.0	30416	101	1	1			4	1	3	1	0	0	0	0	0	3
3	4	304.0	3.0	3.0	30419	101	1	1			4	1	9	1	1	0	0	1	1	3
3	5	305.0	3.0	3.0	30502	101	2	1			3	1	3	1	0	0	0	0	0	1
3	5	305.0	3.0	3.0	30503	101	1	1			4	1	3	1	0	0	0	1	0	3
3	5	305.0	3.0	3.0	30506	101	3	1			4	1	9	1	0	1	0	1	1	1
3	5	305.0	3.0	3.0	30507	101	0													
3	5	305.0	3.0	3.0	30508	101	1	1			1	1	2	1	0	0	0	0	0	3
3	5	305.0	3.0	3.0	30509	101	1	1			4	1	2	0						3
3	5	305.0	3.0	3.0	30512	111	0													
3	5	305.0	3.0	3.0	30513	101	1	1			4	1	3	1	0	0	1	0	1	1
3	5	305.0	3.0	3.0	30516	101	2	1			4	1	3	0						3
3	5	305.0	3.0	3.0	30517	101	0													
3	5	305.0	3.0	3.0	30519	101	0													
4	1	401.0	3.0	3.0	40101	101	0													
4	1	401.0	3.0	3.0	40104	101	0													
1	4	101.0	1.0	3.0	40105	121	0													
4	1	401.0	3.0	3.0	40106	101	1	1			4	1	2	1	0	0	0	0	0	3
4	1	401.0	3.0	3.0	40108	101	1	1			4	1	3	0						3
4	1	401.0	3.0	3.0	40110	101	0													
4	1	401.0	3.0	3.0	40111	101	0													
4	1	401.0	3.0	3.0	40113	101	1	1			4	1	2	1	0	0	0	0	0	3
4	1	401.0	3.0	3.0	40114	101	1	1			4	1	3	1	0	1	1	1	1	1
4	1	401.0	3.0	3.0	40115	102	0													
4	1	401.0	3.0	3.0	40116	101	1	1			4	0								3
4	1	401.0	3.0	3.0	40119	111	0													
4	1	401.0	3.0	3.0	40120	101	0													
4	2	402.0	3.0	1.0	40201	101	0													
4	2	402.0	3.0	1.0	40205	101	3	1			2	1	9	1	1	0	0	1	1	3
4	2	402.0	3.0	1.0	40206	101	1	1			2	1	9	1	0	0	1	1	0	1
4	2	402.0	3.0	1.0	40207	101	1	1			4	1	2	1	0	0	0	0	1	3
4	2	402.0	3.0	1.0	40209	101	1	1			4	1	9	1	0	0	0	0	1	1
4	2	402.0	3.0	1.0	40210	101	0													
4	2	402.0	3.0	1.0	40212	109	0													
4	2	402.0	3.0	1.0	40213	101	0													
4	2	402.0	3.0	1.0	40214	101	0													
4	2	402.0	3.0	1.0	40215	101	0													
4	2	402.0	3.0	1.0	40216	101	0													
4	2	402.0	3.0	1.0	40217	101	3	1			4	1	2	0						3
4	2	402.0	3.0	1.0	40218	101	0													
4	2	402.0	3.0	1.0	40219	101	0													
4	3	403.0	3.0	1.0	40301	101	0													
4	3	403.0	3.0	1.0	40302	101	0													
4	3	403.0	3.0	1.0	40303	101	1	1			4	1	3	1	0	0	0	0	1	3
4	3	403.0	3.0	1.0	40304	101	1	1			4	1	9	1	0	0	0	1	0	4
4	3	403.0	3.0	1.0	40305	101	3	1			3	1	9	1	0	1	1	1	0	1
4	3	403.0	3.0	1.0	40306	101	0													
4	3	403.0	3.0	1.0	40307	101	1	1	5		4	1	2	1	0	0	0	1	0	3
4	3	403.0	3.0	1.0	40308	101	1	1			4	1	2	1	0	0	0	1	0	3
4	3	403.0	3.0	1.0	40309	101	2	1			4	1	2	1	0	0	0	0	1	3
4	3	403.0	3.0	1.0	40310	101	0													
4	3	403.0	3.0	1.0	40312	101	3	1			2	1	9	0						1
4	3	403.0	3.0	1.0	40313	101	0													
4	3	403.0	3.0	1.0	40315	101	0													
4	3	403.0	3.0	1.0	40316	101	4	1			2	1	3	1	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40318	101	0													
4	3	403.0	3.0	1.0	40319	101	1	1			4	1	3	1	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40320	101	1	1			4	1	3	1	1	1	0	1	1	1
4	4	404.0	3.0	2.0	40403	101	3	1			4	1	2	1	0	1	0	0	0	3
4	4	404.0	3.0	2.0	40405	101	1	1			4	1	3	1	0	0	0	1	1	3
4	4	404.0	3.0	2.0	40406	101	1	1			4	1	3	1	1	0	0	1	1	3
4	4	404.0	3.0	2.0	40409	101	0													
4	4	404.0	3.0	2.0	40410	101	1	1			4	1	3	1	0	0	1	1	1	3
4	4	404.0	3.0	2.0	40411	101	1	1			4	1	2	0						4
4	4	404.0	3.0	2.0	40415	101	1	1			4	1	9	1	1	1	1	1	1	3
4	4	404.0	3.0	2.0	40417	102	0													
4	4	404.0	3.0	2.0	40419	101	2	1			4	1	2	1	0	0	0	0	0	3
