hhid	line	district	village	villno	strno	group	o02	o03	o04	o05
10112	8	1	1	101.0	1.0	3.0	108	0		0
10112	9	1	1	101.0	1.0	3.0	109	0		0
10112	10	1	1	101.0	1.0	3.0	110	0		0
10112	11	1	1	101.0	1.0	3.0	111	0		0
10113	1	1	1	101.0	1.0	3.0	101	0		0
10113	2	1	1	101.0	1.0	3.0	102	0		0
10113	3	1	1	101.0	1.0	3.0	103	0		0
10113	4	1	1	101.0	1.0	3.0	104	0		0
10113	5	1	1	101.0	1.0	3.0	105	1	1	0
10113	6	1	1	101.0	1.0	3.0	106	0		0
10113	7	1	1	101.0	1.0	3.0	107	0		0
10113	8	1	1	101.0	1.0	3.0	108	0		0
10113	9	1	1	101.0	1.0	3.0	109	0		0
10113	10	1	1	101.0	1.0	3.0	110	0		0
10113	11	1	1	101.0	1.0	3.0	111	0		0
10114	1	1	1	101.0	1.0	3.0	101	0		0
10114	2	1	1	101.0	1.0	3.0	102	0		0
10114	3	1	1	101.0	1.0	3.0	103	0		0
10114	4	1	1	101.0	1.0	3.0	104	1	1	0
10114	5	1	1	101.0	1.0	3.0	105	1	8	0
10114	6	1	1	101.0	1.0	3.0	106	0		0
10114	7	1	1	101.0	1.0	3.0	107	0		0
10114	8	1	1	101.0	1.0	3.0	108	0		0
10114	9	1	1	101.0	1.0	3.0	109	0		0
10114	10	1	1	101.0	1.0	3.0	110	0		0
10114	11	1	1	101.0	1.0	3.0	111	0		0
10115	1	1	1	101.0	1.0	3.0	101	0		0
10115	2	1	1	101.0	1.0	3.0	102	0		0
10115	3	1	1	101.0	1.0	3.0	103	0		0
10115	4	1	1	101.0	1.0	3.0	104	0		0
10115	5	1	1	101.0	1.0	3.0	105	1	4	0
10115	6	1	1	101.0	1.0	3.0	106	0		0
10115	7	1	1	101.0	1.0	3.0	107	0		0
10115	8	1	1	101.0	1.0	3.0	108	0		0
10115	9	1	1	101.0	1.0	3.0	109	0		0
10115	10	1	1	101.0	1.0	3.0	110	0		0
10115	11	1	1	101.0	1.0	3.0	111	0		0
10116	1	1	1	101.0	1.0	3.0	101	0		0
10116	2	1	1	101.0	1.0	3.0	102	1	2	0
10116	3	1	1	101.0	1.0	3.0	103	0		0
10116	4	1	1	101.0	1.0	3.0	104	1	3	1
10116	5	1	1	101.0	1.0	3.0	105	1	7	1
10116	6	1	1	101.0	1.0	3.0	106	0		0
10116	7	1	1	101.0	1.0	3.0	107	0		0
10116	8	1	1	101.0	1.0	3.0	108	0		0
10116	9	1	1	101.0	1.0	3.0	109	0		0
10116	10	1	1	101.0	1.0	3.0	110	1	2	0
10116	11	1	1	101.0	1.0	3.0	111	0		0
10117	1	1	1	101.0	1.0	3.0	101	0		0
10117	2	1	1	101.0	1.0	3.0	102	1	2	0
10117	3	1	1	101.0	1.0	3.0	103	0		0
10117	4	1	1	101.0	1.0	3.0	104	0		0
10117	5	1	1	101.0	1.0	3.0	105	1	3	1
10117	6	1	1	101.0	1.0	3.0	106	0		0
10117	7	1	1	101.0	1.0	3.0	107	0		0
10117	8	1	1	101.0	1.0	3.0	108	0		0
10117	9	1	1	101.0	1.0	3.0	109	0		0
10117	10	1	1	101.0	1.0	3.0	110	0		0
10117	11	1	1	101.0	1.0	3.0	111	0		0
10118	1	1	1	101.0	1.0	3.0	101	0		0
10118	2	1	1	101.0	1.0	3.0	102	0		0
10118	3	1	1	101.0	1.0	3.0	103	0		0
10118	4	1	1	101.0	1.0	3.0	104	0		0
10118	5	1	1	101.0	1.0	3.0	105	1	15	1
10118	6	1	1	101.0	1.0	3.0	106	0		0
10118	7	1	1	101.0	1.0	3.0	107	0		0
10118	8	1	1	101.0	1.0	3.0	108	0		0
10118	9	1	1	101.0	1.0	3.0	109	0		0
10118	10	1	1	101.0	1.0	3.0	110	0		0
10118	11	1	1	101.0	1.0	3.0	111	0		0
10119	1	1	1	101.0	1.0	3.0	101	0		0
10119	2	1	1	101.0	1.0	3.0	102	0		0
10119	3	1	1	101.0	1.0	3.0	103	0		0
10119	4	1	1	101.0	1.0	3.0	104	0		0
10119	5	1	1	101.0	1.0	3.0	105	1	2	0
10119	6	1	1	101.0	1.0	3.0	106	0		0
10119	7	1	1	101.0	1.0	3.0	107	0		0
10119	8	1	1	101.0	1.0	3.0	108	0		0
10119	9	1	1	101.0	1.0	3.0	109	0		0
10119	10	1	1	101.0	1.0	3.0	110	0		0
10119	11	1	1	101.0	1.0	3.0	111	0		0
10120	1	1	1	101.0	1.0	3.0	101	0		0
10120	2	1	1	101.0	1.0	3.0	102	1	3	0
10120	3	1	1	101.0	1.0	3.0	103	0		0
10120	4	1	1	101.0	1.0	3.0	104	0		0
10120	5	1	1	101.0	1.0	3.0	105	1	2	0
10120	6	1	1	101.0	1.0	3.0	106	0		0
10120	7	1	1	101.0	1.0	3.0	107	0		0
10120	8	1	1	101.0	1.0	3.0	108	0		0
10120	9	1	1	101.0	1.0	3.0	109	0		0
10120	10	1	1	101.0	1.0	3.0	110	0		0
10120	11	1	1	101.0	1.0	3.0	111	0		0
10202	1	1	2	102.0	1.0	2.0	101	0		0
10202	2	1	2	102.0	1.0	2.0	102	0		0
10202	3	1	2	102.0	1.0	2.0	103	0		0
10202	4	1	2	102.0	1.0	2.0	104	0		0
10202	5	1	2	102.0	1.0	2.0	105	1	32	1
10202	6	1	2	102.0	1.0	2.0	106	0		0
10202	7	1	2	102.0	1.0	2.0	107	0		0
10202	8	1	2	102.0	1.0	2.0	108	0		0
10202	9	1	2	102.0	1.0	2.0	109	0		0
10202	10	1	2	102.0	1.0	2.0	110	0		0
10202	11	1	2	102.0	1.0	2.0	111	0		0
10203	1	1	2	102.0	1.0	2.0	101	0		0
10203	2	1	2	102.0	1.0	2.0	102	0		0
10203	3	1	2	102.0	1.0	2.0	103	0		0
10203	4	1	2	102.0	1.0	2.0	104	0		0
10203	5	1	2	102.0	1.0	2.0	105	1	8	0
10203	6	1	2	102.0	1.0	2.0	106	0		0
10203	7	1	2	102.0	1.0	2.0	107	0		0
10203	8	1	2	102.0	1.0	2.0	108	0		0
10203	9	1	2	102.0	1.0	2.0	109	0		0
10203	10	1	2	102.0	1.0	2.0	110	0		0
10203	11	1	2	102.0	1.0	2.0	111	0		0
10205	1	1	2	102.0	1.0	2.0	101	0		0
10205	2	1	2	102.0	1.0	2.0	102	0		0
10205	3	1	2	102.0	1.0	2.0	103	0		0
10205	4	1	2	102.0	1.0	2.0	104	0		0
10205	5	1	2	102.0	1.0	2.0	105	1	15	1
10205	6	1	2	102.0	1.0	2.0	106	0		0
10205	7	1	2	102.0	1.0	2.0	107	0		0
10205	8	1	2	102.0	1.0	2.0	108	0		0
10205	9	1	2	102.0	1.0	2.0	109	0		0
10205	10	1	2	102.0	1.0	2.0	110	0		0
10205	11	1	2	102.0	1.0	2.0	111	0		0
10207	1	1	2	102.0	1.0	2.0	101	0		0
10207	2	1	2	102.0	1.0	2.0	102	0		0
10207	3	1	2	102.0	1.0	2.0	103	0		0
10207	4	1	2	102.0	1.0	2.0	104	0		0
10207	5	1	2	102.0	1.0	2.0	105	1	5	0
10207	6	1	2	102.0	1.0	2.0	106	0		0
10207	7	1	2	102.0	1.0	2.0	107	0		0
10207	8	1	2	102.0	1.0	2.0	108	0		0
10207	9	1	2	102.0	1.0	2.0	109	0		0
10207	10	1	2	102.0	1.0	2.0	110	0		0
10207	11	1	2	102.0	1.0	2.0	111	0		0
10208	1	1	2	102.0	1.0	2.0	101	0		0
10208	2	1	2	102.0	1.0	2.0	102	0		0
10208	3	1	2	102.0	1.0	2.0	103	0		0
10208	4	1	2	102.0	1.0	2.0	104	0		0
10208	5	1	2	102.0	1.0	2.0	105	1	10	0
10208	6	1	2	102.0	1.0	2.0	106	0		0
10208	7	1	2	102.0	1.0	2.0	107	0		0
10208	8	1	2	102.0	1.0	2.0	108	0		0
10208	9	1	2	102.0	1.0	2.0	109	0		0
10208	10	1	2	102.0	1.0	2.0	110	0		0
10208	11	1	2	102.0	1.0	2.0	111	0		0
10209	1	1	2	102.0	1.0	2.0	101	0		0
10209	2	1	2	102.0	1.0	2.0	102	0		0
10209	3	1	2	102.0	1.0	2.0	103	0		0
10209	4	1	2	102.0	1.0	2.0	104	1	1	0
10209	5	1	2	102.0	1.0	2.0	105	1	9	0
10209	6	1	2	102.0	1.0	2.0	106	0		0
10209	7	1	2	102.0	1.0	2.0	107	0		0
10209	8	1	2	102.0	1.0	2.0	108	0		0
10209	9	1	2	102.0	1.0	2.0	109	0		0
10209	10	1	2	102.0	1.0	2.0	110	0		0
10209	11	1	2	102.0	1.0	2.0	111	0		0
10211	1	1	2	102.0	1.0	2.0	101	0		0
10211	2	1	2	102.0	1.0	2.0	102	0		0
10211	3	1	2	102.0	1.0	2.0	103	0		0
10211	4	1	2	102.0	1.0	2.0	104	0		0
10211	5	1	2	102.0	1.0	2.0	105	1	7	1
10211	6	1	2	102.0	1.0	2.0	106	0		0
10211	7	1	2	102.0	1.0	2.0	107	0		0
10211	8	1	2	102.0	1.0	2.0	108	0		0
10211	9	1	2	102.0	1.0	2.0	109	0		0
10211	10	1	2	102.0	1.0	2.0	110	0		0
10211	11	1	2	102.0	1.0	2.0	111	0		0
10214	1	1	2	102.0	1.0	2.0	101	0		0
10214	2	1	2	102.0	1.0	2.0	102	0		0
10214	3	1	2	102.0	1.0	2.0	103	0		0
10214	4	1	2	102.0	1.0	2.0	104	0		0
10214	5	1	2	102.0	1.0	2.0	105	1	5	0
10214	6	1	2	102.0	1.0	2.0	106	0		0
10214	7	1	2	102.0	1.0	2.0	107	0		0
10214	8	1	2	102.0	1.0	2.0	108	0		0
10214	9	1	2	102.0	1.0	2.0	109	0		0
10214	10	1	2	102.0	1.0	2.0	110	0		0
10214	11	1	2	102.0	1.0	2.0	111	0		0
10215	1	1	2	102.0	1.0	2.0	101	0		0
10215	2	1	2	102.0	1.0	2.0	102	0		0
10215	3	1	2	102.0	1.0	2.0	103	0		0
10215	4	1	2	102.0	1.0	2.0	104	0		0
10215	5	1	2	102.0	1.0	2.0	105	1	5	0
10215	6	1	2	102.0	1.0	2.0	106	0		0
10215	7	1	2	102.0	1.0	2.0	107	0		0
10215	8	1	2	102.0	1.0	2.0	108	0		0
10215	9	1	2	102.0	1.0	2.0	109	0		0
10215	10	1	2	102.0	1.0	2.0	110	0		0
10215	11	1	2	102.0	1.0	2.0	111	0		0
10217	1	1	2	102.0	1.0	2.0	101	0		0
10217	2	1	2	102.0	1.0	2.0	102	0		0
10217	3	1	2	102.0	1.0	2.0	103	0		0
10217	4	1	2	102.0	1.0	2.0	104	0		0
10217	5	1	2	102.0	1.0	2.0	105	1	9	0
10217	6	1	2	102.0	1.0	2.0	106	0		0
10217	7	1	2	102.0	1.0	2.0	107	0		0
10217	8	1	2	102.0	1.0	2.0	108	0		0
10217	9	1	2	102.0	1.0	2.0	109	0		0
10217	10	1	2	102.0	1.0	2.0	110	0		0
10217	11	1	2	102.0	1.0	2.0	111	0		0
10218	1	1	2	102.0	1.0	2.0	101	0		0
10218	2	1	2	102.0	1.0	2.0	102	0		1
10218	3	1	2	102.0	1.0	2.0	103	0		0
10218	4	1	2	102.0	1.0	2.0	104	0		0
10218	5	1	2	102.0	1.0	2.0	105	1	3	0
10218	6	1	2	102.0	1.0	2.0	106	0		0
10218	7	1	2	102.0	1.0	2.0	107	0		0
10218	8	1	2	102.0	1.0	2.0	108	0		0
10218	9	1	2	102.0	1.0	2.0	109	0		0
10218	10	1	2	102.0	1.0	2.0	110	0		0
10218	11	1	2	102.0	1.0	2.0	111	0		0
10219	1	1	2	102.0	1.0	2.0	101	0		0
10219	2	1	2	102.0	1.0	2.0	102	0		1
10219	3	1	2	102.0	1.0	2.0	103	0		0
10219	4	1	2	102.0	1.0	2.0	104	0		0
10219	5	1	2	102.0	1.0	2.0	105	1	5	1
10219	6	1	2	102.0	1.0	2.0	106	0		0
10219	7	1	2	102.0	1.0	2.0	107	0		0
10219	8	1	2	102.0	1.0	2.0	108	0		1
10219	9	1	2	102.0	1.0	2.0	109	0		0
10219	10	1	2	102.0	1.0	2.0	110	0		0
10219	11	1	2	102.0	1.0	2.0	111	0		0
10220	1	1	2	102.0	1.0	2.0	101	0		0
10220	2	1	2	102.0	1.0	2.0	102	1	6	0
10220	3	1	2	102.0	1.0	2.0	103	0		0
10220	4	1	2	102.0	1.0	2.0	104	0		0
10220	5	1	2	102.0	1.0	2.0	105	1	4	0
10220	6	1	2	102.0	1.0	2.0	106	0		0
10220	7	1	2	102.0	1.0	2.0	107	0		0
10220	8	1	2	102.0	1.0	2.0	108	0		0
10220	9	1	2	102.0	1.0	2.0	109	0		0
10220	10	1	2	102.0	1.0	2.0	110	0		0
10220	11	1	2	102.0	1.0	2.0	111	0		0
10303	1	1	3	103.0	1.0	2.0	101	0		0
10303	2	1	3	103.0	1.0	2.0	102	1	1	0
10303	3	1	3	103.0	1.0	2.0	103	0		0
10303	4	1	3	103.0	1.0	2.0	104	0		0
10303	5	1	3	103.0	1.0	2.0	105	1	10	0
10303	6	1	3	103.0	1.0	2.0	106	0		0
10303	7	1	3	103.0	1.0	2.0	107	0		0
10303	8	1	3	103.0	1.0	2.0	108	0		0
10303	9	1	3	103.0	1.0	2.0	109	0		0
10303	10	1	3	103.0	1.0	2.0	110	0		0
10303	11	1	3	103.0	1.0	2.0	111	0		0
10304	1	1	3	103.0	1.0	2.0	101	0		0
10304	2	1	3	103.0	1.0	2.0	102	1	1	0
10304	3	1	3	103.0	1.0	2.0	103	0		0
10304	4	1	3	103.0	1.0	2.0	104	0		0
10304	5	1	3	103.0	1.0	2.0	105	1	8	1
10304	6	1	3	103.0	1.0	2.0	106	0		0
10304	7	1	3	103.0	1.0	2.0	107	0		0
10304	8	1	3	103.0	1.0	2.0	108	0		0
10304	9	1	3	103.0	1.0	2.0	109	0		0
10304	10	1	3	103.0	1.0	2.0	110	0		0
10304	11	1	3	103.0	1.0	2.0	111	0		0
10307	1	1	3	103.0	1.0	2.0	101	0		0
10307	2	1	3	103.0	1.0	2.0	102	0		0
10307	3	1	3	103.0	1.0	2.0	103	0		0
10307	4	1	3	103.0	1.0	2.0	104	0		0
10307	5	1	3	103.0	1.0	2.0	105	1	2	0
10307	6	1	3	103.0	1.0	2.0	106	0		0
10307	7	1	3	103.0	1.0	2.0	107	0		0
10307	8	1	3	103.0	1.0	2.0	108	0		0
10307	9	1	3	103.0	1.0	2.0	109	0		0
10307	10	1	3	103.0	1.0	2.0	110	0		0
10307	11	1	3	103.0	1.0	2.0	111	0		0
10308	1	1	3	103.0	1.0	2.0	101	0		0
10308	2	1	3	103.0	1.0	2.0	102	0		0
10308	3	1	3	103.0	1.0	2.0	103	0		0
10308	4	1	3	103.0	1.0	2.0	104	0		0
10308	5	1	3	103.0	1.0	2.0	105	1	15	0
10308	6	1	3	103.0	1.0	2.0	106	0		0
10308	7	1	3	103.0	1.0	2.0	107	0		0
10308	8	1	3	103.0	1.0	2.0	108	0		0
10308	9	1	3	103.0	1.0	2.0	109	0		0
10308	10	1	3	103.0	1.0	2.0	110	0		0
10308	11	1	3	103.0	1.0	2.0	111	0		0
10309	1	1	3	103.0	1.0	2.0	101	0		0
10309	2	1	3	103.0	1.0	2.0	102	0		0
10309	3	1	3	103.0	1.0	2.0	103	0		0
10309	4	1	3	103.0	1.0	2.0	104	0		0
10309	5	1	3	103.0	1.0	2.0	105	1	14	0
10309	6	1	3	103.0	1.0	2.0	106	0		0
10309	7	1	3	103.0	1.0	2.0	107	0		0
10309	8	1	3	103.0	1.0	2.0	108	0		0
10309	9	1	3	103.0	1.0	2.0	109	0		0
10309	10	1	3	103.0	1.0	2.0	110	0		0
10309	11	1	3	103.0	1.0	2.0	111	0		0
10311	1	1	3	103.0	1.0	2.0	101	0		0
10311	2	1	3	103.0	1.0	2.0	102	0		0
10311	3	1	3	103.0	1.0	2.0	103	0		0
10311	4	1	3	103.0	1.0	2.0	104	0		0
10311	5	1	3	103.0	1.0	2.0	105	1	8	0
10311	6	1	3	103.0	1.0	2.0	106	0		0
10311	7	1	3	103.0	1.0	2.0	107	0		0
10311	8	1	3	103.0	1.0	2.0	108	0		0
10311	9	1	3	103.0	1.0	2.0	109	0		0
10311	10	1	3	103.0	1.0	2.0	110	0		0
10311	11	1	3	103.0	1.0	2.0	111	0		0
10312	1	1	3	103.0	1.0	2.0	101	0		0
10312	2	1	3	103.0	1.0	2.0	102	0		0
10312	3	1	3	103.0	1.0	2.0	103	0		0
10312	4	1	3	103.0	1.0	2.0	104	1	7	0
10312	5	1	3	103.0	1.0	2.0	105	0		0
10312	6	1	3	103.0	1.0	2.0	106	0		0
10312	7	1	3	103.0	1.0	2.0	107	0		0
10312	8	1	3	103.0	1.0	2.0	108	0		0
10312	9	1	3	103.0	1.0	2.0	109	0		0
10312	10	1	3	103.0	1.0	2.0	110	0		0
10312	11	1	3	103.0	1.0	2.0	111	0		0
10313	1	1	3	103.0	1.0	2.0	101	0		0
10313	2	1	3	103.0	1.0	2.0	102	1	1	0
10313	3	1	3	103.0	1.0	2.0	103	0		0
10313	4	1	3	103.0	1.0	2.0	104	0		0
10313	5	1	3	103.0	1.0	2.0	105	1	16	0
10313	6	1	3	103.0	1.0	2.0	106	0		0
10313	7	1	3	103.0	1.0	2.0	107	1	1	0
10313	8	1	3	103.0	1.0	2.0	108	0		0
10313	9	1	3	103.0	1.0	2.0	109	0		0
10313	10	1	3	103.0	1.0	2.0	110	0		0
10313	11	1	3	103.0	1.0	2.0	111	0		0
10314	1	1	3	103.0	1.0	2.0	101	0		0
10314	2	1	3	103.0	1.0	2.0	102	0		0
10314	3	1	3	103.0	1.0	2.0	103	0		0
10314	4	1	3	103.0	1.0	2.0	104	0		0
10314	5	1	3	103.0	1.0	2.0	105	1	3	0
10314	6	1	3	103.0	1.0	2.0	106	0		0
10314	7	1	3	103.0	1.0	2.0	107	0		0
10314	8	1	3	103.0	1.0	2.0	108	0		0
10314	9	1	3	103.0	1.0	2.0	109	0		0
10314	10	1	3	103.0	1.0	2.0	110	0		0
10314	11	1	3	103.0	1.0	2.0	111	0		0
10316	1	1	3	103.0	1.0	2.0	101	0		0
10316	2	1	3	103.0	1.0	2.0	102	0		0
10316	3	1	3	103.0	1.0	2.0	103	0		0
10316	4	1	3	103.0	1.0	2.0	104	0		0
10316	5	1	3	103.0	1.0	2.0	105	1	3	0
10316	6	1	3	103.0	1.0	2.0	106	0		0
10316	7	1	3	103.0	1.0	2.0	107	0		0
10316	8	1	3	103.0	1.0	2.0	108	0		0
10316	9	1	3	103.0	1.0	2.0	109	0		0
10316	10	1	3	103.0	1.0	2.0	110	0		0
10316	11	1	3	103.0	1.0	2.0	111	0		0
10317	1	1	3	103.0	1.0	2.0	101	0		0
10317	2	1	3	103.0	1.0	2.0	102	1	5	0
10317	3	1	3	103.0	1.0	2.0	103	0		0
10317	4	1	3	103.0	1.0	2.0	104	0		0
10317	5	1	3	103.0	1.0	2.0	105	1	4	0
10317	6	1	3	103.0	1.0	2.0	106	0		0
10317	7	1	3	103.0	1.0	2.0	107	0		0
10317	8	1	3	103.0	1.0	2.0	108	0		0
10317	9	1	3	103.0	1.0	2.0	109	0		0
10317	10	1	3	103.0	1.0	2.0	110	0		0
10317	11	1	3	103.0	1.0	2.0	111	0		0
10318	1	1	3	103.0	1.0	2.0	101	0		0
10318	2	1	3	103.0	1.0	2.0	102	0		0
10318	3	1	3	103.0	1.0	2.0	103	0		0
10318	4	1	3	103.0	1.0	2.0	104	0		0
10318	5	1	3	103.0	1.0	2.0	105	1	3	0
10318	6	1	3	103.0	1.0	2.0	106	0		0
10318	7	1	3	103.0	1.0	2.0	107	1	3	0
10318	8	1	3	103.0	1.0	2.0	108	0		0
10318	9	1	3	103.0	1.0	2.0	109	0		0
10318	10	1	3	103.0	1.0	2.0	110	0		0
10318	11	1	3	103.0	1.0	2.0	111	0		0
10320	1	1	3	103.0	1.0	2.0	101	0		0
10320	2	1	3	103.0	1.0	2.0	102	0		0
10320	3	1	3	103.0	1.0	2.0	103	0		0
10320	4	1	3	103.0	1.0	2.0	104	0		0
10320	5	1	3	103.0	1.0	2.0	105	1	3	0
10320	6	1	3	103.0	1.0	2.0	106	0		0
10320	7	1	3	103.0	1.0	2.0	107	0		0
10320	8	1	3	103.0	1.0	2.0	108	0		0
10320	9	1	3	103.0	1.0	2.0	109	0		0
10320	10	1	3	103.0	1.0	2.0	110	0		0
10320	11	1	3	103.0	1.0	2.0	111	0		0
10401	1	1	4	104.0	1.0	3.0	101	0		0
10401	2	1	4	104.0	1.0	3.0	102	0		0
10401	3	1	4	104.0	1.0	3.0	103	0		0
10401	4	1	4	104.0	1.0	3.0	104	0		0
10401	5	1	4	104.0	1.0	3.0	105	1	1	0
10401	6	1	4	104.0	1.0	3.0	106	0		0
10401	7	1	4	104.0	1.0	3.0	107	0		0
10401	8	1	4	104.0	1.0	3.0	108	0		0
10401	9	1	4	104.0	1.0	3.0	109	0		0
10401	10	1	4	104.0	1.0	3.0	110	0		0
10401	11	1	4	104.0	1.0	3.0	111	0		0
10402	1	1	4	104.0	1.0	3.0	101	0		0
10402	2	1	4	104.0	1.0	3.0	102	1	4	0
10402	3	1	4	104.0	1.0	3.0	103	0		0
10402	4	1	4	104.0	1.0	3.0	104	0		0
10402	5	1	4	104.0	1.0	3.0	105	1	2	0
