hhid	line	district	village	villno	strno	group	h01	h02	h03	h04
10611	1	1	6	106.0	1.0	3.0	61	9	1	0
10611	2	1	6	106.0	1.0	3.0	62	4	1	0
10612	1	1	6	106.0	1.0	3.0	61	10	1	1
10613	1	1	6	106.0	1.0	3.0	61	10	1	0
10613	2	1	6	106.0	1.0	3.0	62	4	1	0
10614	1	1	6	106.0	1.0	3.0	61	11	1	0
10615	2	1	6	106.0	1.0	3.0	62	3	1	0
10615	1	1	6	106.0	1.0	3.0	61	5	1	0
10617	2	1	6	106.0	1.0	3.0	62	2	1	0
10617	1	1	6	106.0	1.0	3.0	61	5	1	0
10701	1	1	7	107.0	1.0	3.0	61	1	0	0
10701	4	1	7	107.0	1.0	3.0	64	1	1	0
10701	2	1	7	107.0	1.0	3.0	62	2	1	0
10702	2	1	7	107.0	1.0	3.0	62	1	0	0
10703	2	1	7	107.0	1.0	3.0	62	2	1	0
10703	1	1	7	107.0	1.0	3.0	61	2	1	0
10705	2	1	7	107.0	1.0	3.0	62	11	1	0
10705	3	1	7	107.0	1.0	3.0	63	1	0	0
10705	1	1	7	107.0	1.0	3.0	61	57	1	1
10706	2	1	7	107.0	1.0	3.0	62	3	1	0
10706	1	1	7	107.0	1.0	3.0	61	8	1	0
10707	1	1	7	107.0	1.0	3.0	61	31	1	0
10707	4	1	7	107.0	1.0	3.0	64	4	1	0
10708	1	1	7	107.0	1.0	3.0	61	4	1	0
10710	2	1	7	107.0	1.0	3.0	62	2	1	0
10710	1	1	7	107.0	1.0	3.0	61	20	1	0
10711	1	1	7	107.0	1.0	3.0	61	11	1	0
10711	2	1	7	107.0	1.0	3.0	62	2	1	0
10713	1	1	7	107.0	1.0	3.0	61	8	1	0
10713	2	1	7	107.0	1.0	3.0	62	1	0	0
10714	4	1	7	107.0	1.0	3.0	64	1	1	0
10714	1	1	7	107.0	1.0	3.0	61	20	1	0
10714	2	1	7	107.0	1.0	3.0	62	4	1	0
10715	2	1	7	107.0	1.0	3.0	62	3	0	0
10715	1	1	7	107.0	1.0	3.0	61	7	0	0
10716	1	1	7	107.0	1.0	3.0	61	7	1	0
10716	2	1	7	107.0	1.0	3.0	62	2	1	0
10717	1	1	7	107.0	1.0	3.0	61	8	1	0
10718	2	1	7	107.0	1.0	3.0	62	1	0	0
10718	1	1	7	107.0	1.0	3.0	61	4	1	0
10718	4	1	7	107.0	1.0	3.0	64	1	1	0
10719	2	1	7	107.0	1.0	3.0	62	2	0	0
10719	1	1	7	107.0	1.0	3.0	61	13	1	0
10719	4	1	7	107.0	1.0	3.0	64	1	1	0
10802	1	1	8	108.0	1.0	2.0	61	3	1	0
10802	2	1	8	108.0	1.0	2.0	62	1	1	0
10803	1	1	8	108.0	1.0	2.0	61	2	1	0
10803	2	1	8	108.0	1.0	2.0	62	1	1	0
10804	1	1	8	108.0	1.0	2.0	61	5	1	0
10804	2	1	8	108.0	1.0	2.0	62	2	1	0
10805	2	1	8	108.0	1.0	2.0	62	3	1	0
10805	1	1	8	108.0	1.0	2.0	61	9	1	0
10806	1	1	8	108.0	1.0	2.0	61	3	1	0
10806	2	1	8	108.0	1.0	2.0	62	8	0	0
10807	1	1	8	108.0	1.0	2.0	61	3	1	0
10808	1	1	8	108.0	1.0	2.0	61	2	1	0
10808	2	1	8	108.0	1.0	2.0	62	1	1	0
10809	2	1	8	108.0	1.0	2.0	62	6	1	0
10809	1	1	8	108.0	1.0	2.0	61	5	1	0
10810	1	1	8	108.0	1.0	2.0	61	4	0	0
10810	2	1	8	108.0	1.0	2.0	62	3	1	0
10811	1	1	8	108.0	1.0	2.0	61	1	1	0
10812	1	1	8	108.0	1.0	2.0	61	12	1	0
10812	2	1	8	108.0	1.0	2.0	62	2	1	0
10814	2	1	8	108.0	1.0	2.0	62	3	1	0
10814	1	1	8	108.0	1.0	2.0	61	8	1	0
10815	2	1	8	108.0	1.0	2.0	62	2	1	0
10815	1	1	8	108.0	1.0	2.0	61	10	1	0
10816	2	1	8	108.0	1.0	2.0	62	1	1	0
10817	2	1	8	108.0	1.0	2.0	62	2	1	0
10817	1	1	8	108.0	1.0	2.0	61	8	1	0
10819	1	1	8	108.0	1.0	2.0	61	1	1	0
10902	2	1	9	109.0	1.0	1.0	62	4	1	0
10902	3	1	9	109.0	1.0	1.0	63	1	0	0
10902	1	1	9	109.0	1.0	1.0	61	15	1	0
10905	2	1	9	109.0	1.0	1.0	62	5	1	0
10905	4	1	9	109.0	1.0	1.0	64	12	1	0
10905	1	1	9	109.0	1.0	1.0	61	63	1	1
10905	3	1	9	109.0	1.0	1.0	63	1	0	0
10906	2	1	9	109.0	1.0	1.0	62	1	1	0
10906	1	1	9	109.0	1.0	1.0	61	4	0	0
10907	2	1	9	109.0	1.0	1.0	62	2	1	0
10907	1	1	9	109.0	1.0	1.0	61	8	1	0
10907	3	1	9	109.0	1.0	1.0	63	1	0	0
10908	2	1	9	109.0	1.0	1.0	62	22	1	0
10908	1	1	9	109.0	1.0	1.0	61	25	1	0
10908	3	1	9	109.0	1.0	1.0	63	1	0	0
10908	4	1	9	109.0	1.0	1.0	64	5	1	0
10909	1	1	9	109.0	1.0	1.0	61	9	0	0
10909	2	1	9	109.0	1.0	1.0	62	1	1	0
10911	3	1	9	109.0	1.0	1.0	63	1	0	0
10911	1	1	9	109.0	1.0	1.0	61	12	1	0
10912	2	1	9	109.0	1.0	1.0	62	5	1	0
10912	1	1	9	109.0	1.0	1.0	61	5	1	1
10913	1	1	9	109.0	1.0	1.0	61	15	1	0
10913	2	1	9	109.0	1.0	1.0	62	1	0	0
10914	2	1	9	109.0	1.0	1.0	62	3	1	0
10914	1	1	9	109.0	1.0	1.0	61	2	0	0
10915	3	1	9	109.0	1.0	1.0	63	7	1	0
10915	1	1	9	109.0	1.0	1.0	61	11	1	0
10915	4	1	9	109.0	1.0	1.0	64	7	1	0
10915	2	1	9	109.0	1.0	1.0	62	3	1	0
10916	1	1	9	109.0	1.0	1.0	61	5	1	1
10916	2	1	9	109.0	1.0	1.0	62	1	1	0
10917	4	1	9	109.0	1.0	1.0	64	1	1	0
10917	1	1	9	109.0	1.0	1.0	61	21	1	0
10919	2	1	9	109.0	1.0	1.0	62	2	1	0
10919	1	1	9	109.0	1.0	1.0	61	4	1	0
11001	1	1	10	110.0	1.0	1.0	61	12	1	0
11001	2	1	10	110.0	1.0	1.0	62	10	1	0
11003	2	1	10	110.0	1.0	1.0	62	3	1	0
11003	4	1	10	110.0	1.0	1.0	64	2	1	0
11003	1	1	10	110.0	1.0	1.0	61	3	1	0
11004	1	1	10	110.0	1.0	1.0	61	20	1	0
11004	3	1	10	110.0	1.0	1.0	63	3	0	0
11005	2	1	10	110.0	1.0	1.0	62	3	1	0
11005	1	1	10	110.0	1.0	1.0	61	8	1	0
11006	2	1	10	110.0	1.0	1.0	62	2	1	0
11006	4	1	10	110.0	1.0	1.0	64	1	1	0
11006	1	1	10	110.0	1.0	1.0	61	5	1	0
11007	2	1	10	110.0	1.0	1.0	62	5	1	0
11009	1	1	10	110.0	1.0	1.0	61	7	1	0
11009	2	1	10	110.0	1.0	1.0	62	4	1	0
11011	1	1	10	110.0	1.0	1.0	61	21	1	0
11011	4	1	10	110.0	1.0	1.0	64	3	1	0
11011	2	1	10	110.0	1.0	1.0	62	5	1	0
11013	1	1	10	110.0	1.0	1.0	61	20	1	0
11013	3	1	10	110.0	1.0	1.0	63	1	0	0
11014	2	1	10	110.0	1.0	1.0	62	2	1	0
11014	1	1	10	110.0	1.0	1.0	61	8	1	0
11015	2	1	10	110.0	1.0	1.0	62	5	1	0
11015	1	1	10	110.0	1.0	1.0	61	2	1	0
11016	2	1	10	110.0	1.0	1.0	62	1	1	0
11016	1	1	10	110.0	1.0	1.0	61	4	1	0
11016	3	1	10	110.0	1.0	1.0	63	1	0	0
11016	4	1	10	110.0	1.0	1.0	64	1	0	0
11017	4	1	10	110.0	1.0	1.0	64	1	0	0
11017	1	1	10	110.0	1.0	1.0	61	4	0	0
11018	1	1	10	110.0	1.0	1.0	61	6	1	0
11018	2	1	10	110.0	1.0	1.0	62	5	1	0
11019	1	1	10	110.0	1.0	1.0	61	6	1	0
11019	2	1	10	110.0	1.0	1.0	62	3	1	0
11102	1	1	11	111.0	1.0	1.0	61	3	1	0
11103	2	1	11	111.0	1.0	1.0	62	2	1	0
11103	1	1	11	111.0	1.0	1.0	61	3	1	0
11104	1	1	11	111.0	1.0	1.0	61	4	1	0
11104	2	1	11	111.0	1.0	1.0	62	1	1	0
11105	1	1	11	111.0	1.0	1.0	61	15	1	0
11105	2	1	11	111.0	1.0	1.0	62	4	1	0
11108	1	1	11	111.0	1.0	1.0	61	10	1	0
11109	2	1	11	111.0	1.0	1.0	62	4	1	0
11109	1	1	11	111.0	1.0	1.0	61	10	1	0
11110	2	1	11	111.0	1.0	1.0	62	3	1	0
11110	1	1	11	111.0	1.0	1.0	61	18	1	0
11112	1	1	11	111.0	1.0	1.0	61	1	1	0
11113	1	1	11	111.0	1.0	1.0	61	18	1	1
11113	4	1	11	111.0	1.0	1.0	64	3	1	0
11114	1	1	11	111.0	1.0	1.0	61	5	1	0
11114	2	1	11	111.0	1.0	1.0	62	1	1	0
11115	1	1	11	111.0	1.0	1.0	61	4	1	0
11115	2	1	11	111.0	1.0	1.0	62	2	0	0
11116	1	1	11	111.0	1.0	1.0	61	5	1	0
11118	2	1	11	111.0	1.0	1.0	62	6	1	0
11118	1	1	11	111.0	1.0	1.0	61	15	1	0
11119	1	1	11	111.0	1.0	1.0	61	1	1	0
11120	1	1	11	111.0	1.0	1.0	61	14	1	0
11120	4	1	11	111.0	1.0	1.0	64	1	1	0
11201	1	1	12	112.0	1.0	2.0	61	7	1	1
11201	2	1	12	112.0	1.0	2.0	62	2	1	1
11202	2	1	12	112.0	1.0	2.0	62	4	0	0
11203	2	1	12	112.0	1.0	2.0	62	3	1	0
11203	1	1	12	112.0	1.0	2.0	61	3	1	0
11204	1	1	12	112.0	1.0	2.0	61	2	1	0
11204	2	1	12	112.0	1.0	2.0	62	1	1	0
11205	2	1	12	112.0	1.0	2.0	62	2	1	0
11205	1	1	12	112.0	1.0	2.0	61	17	1	0
11206	1	1	12	112.0	1.0	2.0	61	3	1	0
11207	1	1	12	112.0	1.0	2.0	61	1	1	0
11207	2	1	12	112.0	1.0	2.0	62	2	0	0
11208	1	1	12	112.0	1.0	2.0	61	4	1	0
11209	1	1	12	112.0	1.0	2.0	61	9	1	0
11209	2	1	12	112.0	1.0	2.0	62	1	0	0
11210	1	1	12	112.0	1.0	2.0	61	12	1	0
11210	2	1	12	112.0	1.0	2.0	62	1	0	0
11213	1	1	12	112.0	1.0	2.0	61	6	1	0
11213	2	1	12	112.0	1.0	2.0	62	1	1	0
11214	1	1	12	112.0	1.0	2.0	61	6	1	0
11215	1	1	12	112.0	1.0	2.0	61	12	1	0
11215	2	1	12	112.0	1.0	2.0	62	7	1	0
11216	1	1	12	112.0	1.0	2.0	61	8	1	0
11217	1	1	12	112.0	1.0	2.0	61	8	1	0
11218	1	1	12	112.0	1.0	2.0	61	2	1	0
11218	2	1	12	112.0	1.0	2.0	62	1	0	0
11219	1	1	12	112.0	1.0	2.0	61	2	1	0
11219	2	1	12	112.0	1.0	2.0	62	1	1	0
11220	1	1	12	112.0	1.0	2.0	61	21	1	1
11220	2	1	12	112.0	1.0	2.0	62	1	1	0
11301	2	1	13	113.0	1.0	3.0	62	1	1	0
11301	1	1	13	113.0	1.0	3.0	61	2	1	0
11302	1	1	13	113.0	1.0	3.0	61	3	0	0
11303	1	1	13	113.0	1.0	3.0	61	5	1	0
11304	1	1	13	113.0	1.0	3.0	61	1	1	1
11305	1	1	13	113.0	1.0	3.0	61	1	1	0
11305	2	1	13	113.0	1.0	3.0	62	1	1	0
11306	1	1	13	113.0	1.0	3.0	61	14	1	0
11306	2	1	13	113.0	1.0	3.0	62	5	1	0
11307	2	1	13	113.0	1.0	3.0	62	3	1	0
11307	1	1	13	113.0	1.0	3.0	61	14	1	0
11308	1	1	13	113.0	1.0	3.0	61	6	1	0
11309	1	1	13	113.0	1.0	3.0	61	20	1	0
11309	2	1	13	113.0	1.0	3.0	62	3	1	0
11310	1	1	13	113.0	1.0	3.0	61	11	1	0
11310	2	1	13	113.0	1.0	3.0	62	1	0	0
11311	1	1	13	113.0	1.0	3.0	61	4	1	0
11312	1	1	13	113.0	1.0	3.0	61	8	1	0
11313	2	1	13	113.0	1.0	3.0	62	2	1	0
11313	1	1	13	113.0	1.0	3.0	61	14	1	1
11314	1	1	13	113.0	1.0	3.0	61	1	1	0
11316	1	1	13	113.0	1.0	3.0	61	15	1	1
11317	1	1	13	113.0	1.0	3.0	61	8	1	0
11317	2	1	13	113.0	1.0	3.0	62	1	1	0
11318	2	1	13	113.0	1.0	3.0	62	2	1	0
11318	1	1	13	113.0	1.0	3.0	61	19	1	0
11401	1	1	14	114.0	1.0	2.0	61	8	1	0
11402	2	1	14	114.0	1.0	2.0	62	2	1	0
11402	1	1	14	114.0	1.0	2.0	61	14	1	1
11403	1	1	14	114.0	1.0	2.0	61	48	1	1
11403	2	1	14	114.0	1.0	2.0	62	2	1	0
11404	1	1	14	114.0	1.0	2.0	61	7	1	0
11405	1	1	14	114.0	1.0	2.0	61	7	1	0
11406	2	1	14	114.0	1.0	2.0	62	1	1	0
11406	1	1	14	114.0	1.0	2.0	61	4	1	0
11407	1	1	14	114.0	1.0	2.0	61	20	1	1
11407	2	1	14	114.0	1.0	2.0	62	1	1	0
11408	1	1	14	114.0	1.0	2.0	61	10	1	0
11409	1	1	14	114.0	1.0	2.0	61	7	1	0
11410	1	1	14	114.0	1.0	2.0	61	23	1	0
11410	2	1	14	114.0	1.0	2.0	62	2	1	0
11411	1	1	14	114.0	1.0	2.0	61	3	1	0
11412	4	1	14	114.0	1.0	2.0	64	1	1	0
11412	1	1	14	114.0	1.0	2.0	61	8	1	1
11412	2	1	14	114.0	1.0	2.0	62	1	1	0
11413	2	1	14	114.0	1.0	2.0	62	1	1	0
11413	1	1	14	114.0	1.0	2.0	61	12	1	0
11415	1	1	14	114.0	1.0	2.0	61	30	1	0
11416	1	1	14	114.0	1.0	2.0	61	3	1	0
11417	1	1	14	114.0	1.0	2.0	61	15	1	0
11418	1	1	14	114.0	1.0	2.0	61	35	1	0
11418	2	1	14	114.0	1.0	2.0	62	1	1	0
11419	1	1	14	114.0	1.0	2.0	61	12	1	0
11420	1	1	14	114.0	1.0	2.0	61	5	1	0
11503	1	1	15	115.0	1.0	1.0	61	18	1	0
11503	2	1	15	115.0	1.0	1.0	62	1	1	0
11505	1	1	15	115.0	1.0	1.0	61	1	1	0
11508	1	1	15	115.0	1.0	1.0	61	4	1	0
11510	1	1	15	115.0	1.0	1.0	61	4	1	0
11510	2	1	15	115.0	1.0	1.0	62	4	1	0
11511	2	1	15	115.0	1.0	1.0	62	4	1	0
11511	1	1	15	115.0	1.0	1.0	61	1	1	0
11512	1	1	15	115.0	1.0	1.0	61	3	0	0
11512	2	1	15	115.0	1.0	1.0	62	4	1	0
11513	1	1	15	115.0	1.0	1.0	61	17	1	0
11513	2	1	15	115.0	1.0	1.0	62	1	1	0
11514	1	1	15	115.0	1.0	1.0	61	4	1	0
11515	1	1	15	115.0	1.0	1.0	61	3	1	0
11516	1	1	15	115.0	1.0	1.0	61	2	1	0
11517	1	1	15	115.0	1.0	1.0	61	1	1	0
11519	1	1	15	115.0	1.0	1.0	61	8	1	0
11519	2	1	15	115.0	1.0	1.0	62	1	1	0
11601	1	1	16	116.0	1.0	1.0	61	10	1	1
11602	1	1	16	116.0	1.0	1.0	61	8	1	0
11603	1	1	16	116.0	1.0	1.0	61	3	1	0
11604	1	1	16	116.0	1.0	1.0	61	4	1	0
11606	1	1	16	116.0	1.0	1.0	61	10	1	0
11607	1	1	16	116.0	1.0	1.0	61	2	1	1
11608	1	1	16	116.0	1.0	1.0	61	3	1	0
11609	1	1	16	116.0	1.0	1.0	61	2	1	0
11610	1	1	16	116.0	1.0	1.0	61	4	1	1
11612	2	1	16	116.0	1.0	1.0	62	3	1	0
11612	1	1	16	116.0	1.0	1.0	61	3	1	0
11613	1	1	16	116.0	1.0	1.0	61	1	0	0
11614	1	1	16	116.0	1.0	1.0	61	6	1	0
11616	1	1	16	116.0	1.0	1.0	61	9	1	1
11617	2	1	16	116.0	1.0	1.0	62	1	1	0
11617	1	1	16	116.0	1.0	1.0	61	1	1	0
11619	1	1	16	116.0	1.0	1.0	61	2	1	0
11620	1	1	16	116.0	1.0	1.0	61	3	1	0
11702	1	1	17	117.0	1.0	2.0	61	6	1	0
11702	2	1	17	117.0	1.0	2.0	62	9	1	0
11703	1	1	17	117.0	1.0	2.0	61	7	0	0
11703	2	1	17	117.0	1.0	2.0	62	2	1	0
11704	1	1	17	117.0	1.0	2.0	61	3	1	0
11704	2	1	17	117.0	1.0	2.0	62	2	1	0
11705	1	1	17	117.0	1.0	2.0	61	7	1	0
11706	1	1	17	117.0	1.0	2.0	61	3	1	0
11706	2	1	17	117.0	1.0	2.0	62	2	1	0
11707	1	1	17	117.0	1.0	2.0	61	10	1	0
11707	2	1	17	117.0	1.0	2.0	62	2	1	0
11708	1	1	17	117.0	1.0	2.0	61	8	1	0
11709	1	1	17	117.0	1.0	2.0	61	3	1	0
11710	1	1	17	117.0	1.0	2.0	61	6	1	0
11711	1	1	17	117.0	1.0	2.0	61	8	1	0
11711	2	1	17	117.0	1.0	2.0	62	3	1	0
11712	1	1	17	117.0	1.0	2.0	61	1	1	0
11714	2	1	17	117.0	1.0	2.0	62	1	1	0
11715	2	1	17	117.0	1.0	2.0	62	1	1	0
11715	1	1	17	117.0	1.0	2.0	61	3	1	0
11716	1	1	17	117.0	1.0	2.0	61	1	1	0
11716	2	1	17	117.0	1.0	2.0	62	2	1	0
11717	1	1	17	117.0	1.0	2.0	61	10	1	0
11717	2	1	17	117.0	1.0	2.0	62	1	1	0
11718	2	1	17	117.0	1.0	2.0	62	2	1	0
11718	1	1	17	117.0	1.0	2.0	61	2	1	0
11719	1	1	17	117.0	1.0	2.0	61	5	1	0
11801	2	1	18	118.0	1.0	1.0	62	3	1	0
11801	1	1	18	118.0	1.0	1.0	61	10	1	0
11803	1	1	18	118.0	1.0	1.0	61	7	1	0
11804	3	1	18	118.0	1.0	1.0	63	1	1	0
11804	1	1	18	118.0	1.0	1.0	61	5	1	0
11804	2	1	18	118.0	1.0	1.0	62	1	1	0
11805	1	1	18	118.0	1.0	1.0	61	4	1	0
11806	1	1	18	118.0	1.0	1.0	61	1	1	0
11807	1	1	18	118.0	1.0	1.0	61	3	1	0
11808	1	1	18	118.0	1.0	1.0	61	5	1	0
11811	1	1	18	118.0	1.0	1.0	61	4	1	0
11812	2	1	18	118.0	1.0	1.0	62	2	1	0
11812	1	1	18	118.0	1.0	1.0	61	6	1	0
11813	2	1	18	118.0	1.0	1.0	62	2	1	0
11813	1	1	18	118.0	1.0	1.0	61	5	1	0
11814	1	1	18	118.0	1.0	1.0	61	5	1	0
11814	2	1	18	118.0	1.0	1.0	62	1	1	0
11815	1	1	18	118.0	1.0	1.0	61	7	1	0
11816	1	1	18	118.0	1.0	1.0	61	8	1	0
11817	1	1	18	118.0	1.0	1.0	61	5	0	0
