candidate_id,source_kind,local_path,file_name,sheet_or_object,read_status,read_error,n_rows_sampled,n_cols,columns_sample,id_candidates,treatment_candidates,treatment_levels_sample,outcome_candidates,numeric_col_count
RCTC-03207,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03207/12871_2016_279_MOESM1_ESM.xlsx,12871_2016_279_MOESM1_ESM.xlsx,Hemodynamic changes,readable,,68,13,Group; Pre induction; Pre intubation; Post 1; Post 2; Post 3; Post 4; Post 5; Unnamed: 8; Delta MBP/Pre induction; Pre induction HR; Post induction HR; Delta HR,,Group,Group: F | O,Post 1; Post 2; Post 3; Post 4; Post 5; Delta MBP/Pre induction; Post induction HR; Delta HR,1
RCTC-03207,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03207/12871_2016_279_MOESM1_ESM.xlsx,12871_2016_279_MOESM1_ESM.xlsx,deltaMBP and HR,readable,,2,3,Group; Delta MBP>40%; Delta HR>20%,,Group,Group: F | O,Delta MBP>40%; Delta HR>20%,2
RCTC-03207,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03207/12871_2016_279_MOESM1_ESM.xlsx,12871_2016_279_MOESM1_ESM.xlsx,complications,readable,,76,10,F; Pain(VAS); Rescue analgesics; Agitation; Cough; Dizziness; Oxygen saturation<92%; Hypotension; Bradycardia; Awakening time,,,,Pain(VAS),0
RCTC-05855,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05855/40795_2016_111_MOESM1_ESM.xlsx,40795_2016_111_MOESM1_ESM.xlsx,raw database,readable,,200,34,id; group; sex; age; ballon; stent; pharstent; school; has; dlp; dm; hf; p_ami; p_pci; p_cabg; tabag0; antihip0; hipogl0; statin0; tabag1; antihip1; hipogl1; statin1; mort1; cabg1; ami1; repci1; comp1; date_enter; dateiamx; datermx; datepcix; datemortx; datecompx,id,group,group: 1 | 0,,28
RCTC-05855,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05855/40795_2016_111_MOESM1_ESM.xlsx,40795_2016_111_MOESM1_ESM.xlsx,variables,readable,,23,4,group; 1 = intervention; Unnamed: 2; 2=control,,group; 1 = intervention; 2=control,,,2
RCTC-01009,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01009/12888_2017_1291_MOESM1_ESM.xls,12888_2017_1291_MOESM1_ESM.xls,,failed,Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,
RCTC-03182,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03182/12909_2017_1004_MOESM1_ESM.xlsx,12909_2017_1004_MOESM1_ESM.xlsx,Additional file 1,readable,,97,74,_varname; topic; stud_short_01; stud_short_02; stud_short_03; stud_short_04; stud_short_05; stud_short_06; stud_short_07; stud_short_08; stud_short_09; stud_short_10; stud_short_11; stud_short_12; stud_short_13; stud_short_14; stud_short_15; stud_short_16; stud_short_17; stud_short_18; stud_short_19; stud_short_20; stud_short_21; stud_short_22; stud_short_23; stud_short_24; stud_short_25; stud_short_26; stud_short_27; stud_short_28; stud_short_29; stud_short_30; stud_long_01; stud_long_02; stud_long_03; stud_long_04; stud_long_05; stud_long_06; stud_long_07; stud_long_08; stud_long_09; stud_long_10; stud_long_11; stud_long_12; stud_long_13; stud_long_14; stud_long_15; stud_long_16; stud_long_17; stud_long_18; stud_long_19; stud_long_20; stud_long_21; stud_long_22; stud_long_23; stud_long_24; stud_long_25; stud_long_26; expert01; expert02; expert03; expert04; expert06; expert07; expert08; expert09; expert10; expert14; expert15; expert16; expert17; expert18; expert19; expert20,,,,,16
RCTC-05858,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05858/12931_2016_347_MOESM2_ESM.xlsx,12931_2016_347_MOESM2_ESM.xlsx,Sheet1,readable,,69,5,Unnamed: 0; Unnamed: 1; Unnamed: 2; Unnamed: 3; Unnamed: 4,,,,,0
RCTC-05849,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05849/12909_2016_796_MOESM2_ESM.xlsx,12909_2016_796_MOESM2_ESM.xlsx,Data,readable,,117,14,Group; Time; Communication; Personal communication; Teaching; Initiate teaching; Learn facts; Teaching amount; Share; Helpful to share; Pushback; Comfort; Rate communication; Overall rating,,Group,Group: Intervention | Control,Rate communication,12
RCTC-03212,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03212/12906_2016_1337_MOESM2_ESM.xlsx,12906_2016_1337_MOESM2_ESM.xlsx,Nimodipine,readable,,39,4,Patient No; Enrollment day; at the end of 3-month therapy; post-treament 3 month follow-up,Patient No,,,post-treament 3 month follow-up,0
RCTC-03212,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03212/12906_2016_1337_MOESM2_ESM.xlsx,12906_2016_1337_MOESM2_ESM.xlsx,Acupuncture,readable,,40,4,Patient No; Enrollment day; at the end of 3-month therapy; post-treament 3 month follow-up,Patient No,,,post-treament 3 month follow-up,0
RCTC-03212,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03212/12906_2016_1337_MOESM2_ESM.xlsx,12906_2016_1337_MOESM2_ESM.xlsx,nimodipine +acupuncture,readable,,40,4,Patient No; Enrollment day; at the end of 3-month therapy; post-treament 3 month follow-up,Patient No,,,post-treament 3 month follow-up,0
RCTC-00458,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-00458/12913_2016_1384_MOESM2_ESM.xlsx,12913_2016_1384_MOESM2_ESM.xlsx,Tabelle1,readable,,1000,6,Pat ID; Gender; Study group; Study region; ATC; MPR,Pat ID,Study group,Study group: Intervention | Control,,2
RCTC-05859,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05859/12931_2016_347_MOESM3_ESM.xlsx,12931_2016_347_MOESM3_ESM.xlsx,Sheet1,readable,,69,5,Unnamed: 0; Unnamed: 1; Unnamed: 2; Unnamed: 3; Unnamed: 4,,,,,0
RCTC-00459,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-00459/12913_2016_1384_MOESM3_ESM.xlsx,12913_2016_1384_MOESM3_ESM.xlsx,Tabelle1,readable,,293,6,Pat ID; Gender; Study group; Study region; nDrugs; DPPR,Pat ID,Study group,Study group: Intervention | Control,,3
RCTC-03185,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03185/12884_2017_1545_MOESM2_ESM.xls,12884_2017_1545_MOESM2_ESM.xls,,failed,Missing optional dependency 'xlrd'. Install xlrd >= 2.0.1 for xls Excel support Use pip or conda to install xlrd.,,,,,,,,
RCTC-01257,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01257/participants.tsv,participants.tsv,delimited,readable,,15,3,participant_id; sex; Unnamed: 2,,,,,2
RCTC-01257,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01257/dataset_description.json,dataset_description.json,,skipped_unsupported_extension,,,,,,,,,
RCTC-01258,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01258/participants.tsv,participants.tsv,delimited,readable,,10,3,participant_id; sex; Unnamed: 2,,,,,2
RCTC-01258,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01258/dataset_description.json,dataset_description.json,,skipped_unsupported_extension,,,,,,,,,
RCTC-04202,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-04202/12936_2021_3586_MOESM1_ESM.xlsx,12936_2021_3586_MOESM1_ESM.xlsx,Sheet1,readable,,371,31,SNO; GROUP; AGE; ETHNICITY; MARITAL; FAM_TYPE; RESIDENCY; EDUCATION; EMPLOYMENT; INCOME; AGE_MARRIAGE; GRAVIDITY; PARITY; LastMenstrualPeriod; Amenorrohoea; Preterm_Hx; Miscarriage_Hx; Bas_ITN; F1_ITN; F2_ITN; Bas_IPT; F1_IPT; F2_IPT; Bas_PCV; F1_PCV; Bas_Malaria; F1_Malaria; F2_Malaria; PREG_OUTCOME; PLACE_DELIVERY; BIRTH_WEIGHT,,GROUP,GROUP: CONTROL | INTERVENTION,PREG_OUTCOME; BIRTH_WEIGHT,16
RCTC-03541,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03541/11689_2019_9264_MOESM2_ESM.xlsx,11689_2019_9264_MOESM2_ESM.xlsx,Table S1.JM,readable,,18,7,Varaible; Category; Non-Adaptive; Unnamed: 3; Adaptive; Unnamed: 5; P-value,,,,,0
RCTC-03539,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03539/11689_2019_9264_MOESM3_ESM.xlsx,11689_2019_9264_MOESM3_ESM.xlsx,Table S2. RM,readable,,18,7,Varaible; Category; Non-Adaptive; Unnamed: 3; Adaptive; Unnamed: 5; P-value,,,,,0
RCTC-05841,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05841/12903_2017_400_MOESM2_ESM.xlsx,12903_2017_400_MOESM2_ESM.xlsx,Ark1,readable,,60,108,Participant NO; Code group; PI 16D; PI 16B; PI 16M; PI 16P; PI 15D; PI 15B; PI 15M; PI 15P; PI 14D; PI 14B; PI 14M; PI 14P; PI 13D; PI 13B; PI 13M; PI 13P; PI 23M; PI 23B; PI 23D; PI 23P;  PI 24M; PI 24B; PI 24D; PI 24P;  PI 25M; PI 25B; PI 25D; PI 25P; PI 26M; PI 26B ; PI 26D; PI 26P; GI 16D; GI 16B; GI 16M; GI 16P; GI 15D; GI 15B; GI 15M; GI15P; GI14D; GI 14B; GI14M; GI 14P; GI 13D; GI 13B; GI 13M; GI 13P; GI 23M; GI 23B; GI 23D; GI 23P ; GI 24M; GI 24B; GI 24D; GI 24P; GI 25M; GI 25B; GI 25D ; GI 25P ; GI 26M; GI 26B; GI 26D; GI 26P; QH 16D; QH 16B; QH 16M; QH 16P; QH 15D; QH 15B; QH 15M; QH 15P ; QH 14D; QH 14B; QH 14M; QH 14P; QH 13D; QH 13B,Participant NO,Code group,,,107
RCTC-05841,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05841/12903_2017_400_MOESM2_ESM.xlsx,12903_2017_400_MOESM2_ESM.xlsx,Sheet1,readable,,45,4,Unnamed: 0; Unnamed: 1; Unnamed: 2; Unnamed: 3,,,,,0
RCTC-05841,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05841/12903_2017_400_MOESM2_ESM.xlsx,12903_2017_400_MOESM2_ESM.xlsx,Sheet2,readable,,0,0,,,,,,0
RCTC-07226,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07226/diabetes.tab,diabetes.tab,delimited,readable,,768,9,Lipotoxicity; Glucose; BloodPressure; SkinThickness; Insulin; BMI; DiabetesPedigreeFunction; Age; Outcome,,,,Glucose; BloodPressure; Insulin; BMI; Outcome,9
RCTC-07219,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/PACT_30March2012.tab,PACT_30March2012.tab,delimited,readable,,1000,567,ID; sample; treated_ate; message; enrollment; MHIS_date; MHIS_day; MHIS_hour; MHIS_index; MHIS_mins; MHIS_month; MHIS_phone; MHIS_secs; MHIS_time; MHIS_timedate; MHIS_trouble; MHIS_year; _FU_outcome; _FU_type; _FUflag_base; _MHIS_msgtype; _baseline_info; _comments; _duplicateobs; _main; _treated_itt; _treated_mhis; a1_FUcomm; a1_e2_FUcode; b1_patient; b1_resp2pat_cond; b1_resp2patient; b1a_resp; b1b_care; b2_age; b2a; b3_phone; b3a_airtel; b3b_expresso; b3c_glo; b3d_mtn; b3e_tigo; b3f_voda; b4_drugcode_1; b4_drugcode_2; b4c_ACTm; b4d1_whendrug_HH; b4d1_whendrug_MM; b4d2_whendrug_HH; b4d2_whendrug_MM; b4d_whendrugs; b5_HHhead_male; b6_age_HHhead; b6a_age_HHhead_range; b7_ed_HHhead; b8_occ_HHhead; b8a_occloc_HHhead; b8b_occpay_HHhead; b9_ed_HH; b9a_ed_HHhigh; b9b_ed_HHwoman; b10_HHtenure; b11_HHrooms; b11_HHrooms_bi; b11a_HHbedrooms; b12_HHsleep; b12a_HHsleep_net; b12a_HHsleep_net_bi; b12b_HHnets; b12b_HHnets_bi; b13_HHcook; b14_HHwater; b15_HHtoilet; b16_HHmobiles; b17_HHac; b17_HHac_bi; b18a_HH2wheels; b18b_HH4wheels; b19_HHlivestock; c1_bike,ID,treated_ate; _treated_itt; _treated_mhis,treated_ate: 1.0 | 0.0 || _treated_itt: 1.0 | 0.0 || _treated_mhis: 1.0 | 0.0,_FU_outcome; eFUattp1_e18_IWoutcome; eFUattp2_e18_IWoutcome; eFUattp3_e18_IWoutcome; eFUattp_phoneFU_IWoutcome; eFUattp_phoneFU_e18_IWoutcome; eFUbackcheck_e18_IWoutcome; l1_postpone; m1_symptoms; p11e_vomit; p12e_vomit; p13e_vomit; p14e_vomit; p15e_vomit; p16e_vomit; p22_weightkg; r13a_msgchange; r13b_msgchange; r13c_msgchange; r13d_msgchange; r13e_msgchange; r13f_msgchange; r13g_msgchange; v2j_accepted; matching_quality; MHIS_match_quality,506
RCTC-07219,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/PACT main analysis final.do,PACT main analysis final.do,,skipped_unsupported_extension,,,,,,,,,
RCTC-07219,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/Wealth Index HL April 2011.tab,Wealth Index HL April 2011.tab,delimited,readable,,1000,2,ID; wealth_quintile,ID,,,,2
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_A_Identification.tab,SES09_Q1_A_Identification.tab,delimited,readable,,990,12,hhid; villno; group; strno; district; village; hhnum; promotor; code_enum; callback; date_digit1; date_digit2,,group,group: 3.0 | 2.0 | 1.0,,12
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_B_Composition.tab,SES09_Q1_B_Composition.tab,delimited,readable,,1000,16,district; village; villno; strno; group; hhid; codigo; b01; b02; b03; b04; b05; b06; b07; b08; b09,,group,group: 3.0 | 2.0 | 1.0,codigo,16
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_C_Composition.tab,SES09_Q1_C_Composition.tab,delimited,readable,,1000,15,district; village; villno; strno; group; hhid; codigo; c02; c03; c04; c05; c06; c07; c08; c09,,group,group: 3.0 | 2.0 | 1.0,codigo,15
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_D1_Composition.tab,SES09_Q1_D1_Composition.tab,delimited,readable,,1000,13,district; village; villno; strno; group; hhid; codigo; d01; d02; d03; d04; d05; d06,,group,group: 3.0 | 2.0 | 1.0,codigo,13
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_D2_Composition.tab,SES09_Q1_D2_Composition.tab,delimited,readable,,723,15,district; village; villno; strno; group; hhid; codigo; d07; birthdate; d11; d12; d13a; d14; d15; d16,,group,group: 3.0 | 2.0 | 1.0,codigo,15
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_E_Composition.tab,SES09_Q1_E_Composition.tab,delimited,readable,,1000,17,district; village; villno; strno; group; hhid; codigo; e02; e03; e04; e05; e06; e07a; e07b; e08a; e08b; e09,,group,group: 3.0 | 2.0 | 1.0,codigo,16
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_F1_Land.tab,SES09_Q1_F1_Land.tab,delimited,readable,,990,9,hhid; villno; group; strno; district; village; codigo1; codigo2; f01,,group,group: 3.0 | 2.0 | 1.0,codigo1; codigo2,9
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_F2_Land.tab,SES09_Q1_F2_Land.tab,delimited,readable,,1000,18,district; village; villno; strno; group; hhid; plot; f03a; f03b; f03c; f03d; f04; f05; f06; f07; f07a; f08; f09,,group,group: 3.0 | 2.0 | 1.0,,18
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G1_Cereals.tab,SES09_Q1_G1_Cereals.tab,delimited,readable,,1000,18,district; village; villno; strno; group; hhid; crop; g01; g02; g03; g04; g05; g05u; g06; g07; g07u; g08; g08u,,group,group: 3.0 | 2.0,,18
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2a_OFSP_s3.tab,SES09_Q1_G2a_OFSP_s3.tab,delimited,readable,,619,52,district; village; villno; strno; group; hhid; g16a; g16b; g16c; g16d; g16e; g16f; g17a; g17b; g17c; g18a; g18b; g18c; g18d; g18e; g18f; g18g; g18h; g18i; g18j; g18k; g18l; g19; g20; g21a; g21b; g21c; g21d; g21e; g22a; g22b; g22c; g22d; g22e; g22f; g22g; g22h; g22i; g22j; g22k; g22l; g23; g24a; g24b; g24c; g24d; g24e,,group,group: 3.0 | 2.0 | 1.0,,52
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2b_OFSP_s2.tab,SES09_Q1_G2b_OFSP_s2.tab,delimited,readable,,542,51,district; village; villno; strno; group; hhid; g31a; g31b; g31c; g31d; g31e; g31f; g32a; g32b; g32c; g33a; g33b; g33c; g33d; g33e; g33f; g33g; g33h; g33i; g33j; g33k; g33l; g34; g35; g35u; g36a; g36b; g36u; g37; g38a; g38b; g38c; g38d; g38e; g39a; g39b; g39c; g39d; g39e; g39f; g39g; g39h; g39i; g39j; g39k; g39l,,group,group: 2.0 | 3.0 | 1.0,,51
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2c_OFSP_s1.tab,SES09_Q1_G2c_OFSP_s1.tab,delimited,readable,,329,19,district; village; villno; strno; group; hhid; g41a; g41b; g41c; g41d; g41e; g41f; g42; g43; g43u; g44a; g44b; g44u; g45,,group,group: 2.0 | 3.0 | 1.0,,19
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2_OFSP.tab,SES09_Q1_G2_OFSP.tab,delimited,readable,,990,20,district; village; villno; strno; group; hhid; g09; g10; g11; g12a; g12b; g12c; g12d; g13; g13a; g14; g14a; g15; g30; g40,,group,group: 3.0 | 2.0 | 1.0,,20
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G3_SP.tab,SES09_Q1_G3_SP.tab,delimited,readable,,1000,42,hhid; district; village; villno; strno; group; g50; g51; g52a; g52b; g52c; g52d; g52e; g52f; g52g; g52h; g52i; g52j; g52k; g52l; g53; g53u; g54; g54u; g55; g55u; g56; g56u; g57; g57u; g58; g59; g60; g60u; g61; g62; g62u; g63; g64; g65; g66a; g66u,,group,group: 3.0 | 2.0 | 1.0,,42
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G4_OFSP_meth.tab,SES09_Q1_G4_OFSP_meth.tab,delimited,readable,,732,34,district; village; villno; strno; group; hhid; g66; g67_01; g67_02; g67_03; g68; g69; g70; g71; g71u; g72; g73; g74_1; g74_2; g74_3; g75; g76; g77_1; g77_2; g77_3; g78; g79; g80; g80a; g80b; g81; g82; g83; g84,,group,group: 3.0 | 2.0 | 1.0,,34
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G5a_OFSP_diff.tab,SES09_Q1_G5a_OFSP_diff.tab,delimited,readable,,743,8,hhid; district; village; villno; strno; group; g85a; g85b,,group,group: 3.0 | 2.0 | 1.0,,8
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G5b_OFSP_diff.tab,SES09_Q1_G5b_OFSP_diff.tab,delimited,readable,,287,21,hhid; line; district; village; villno; strno; group; g88; g89; g90; g91; g92; g93; g94; g94b; g95; g96; g96u; g97; g98; g98u,,group,group: 2.0 | 3.0 | 1.0,,21
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H1_Trees.tab,SES09_Q1_H1_Trees.tab,delimited,readable,,1000,11,hhid; line; district; village; villno; strno; group; h01; h02; h03; h04,,group,group: 3.0 | 2.0 | 1.0,,11
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H2_OtherProd.tab,SES09_Q1_H2_OtherProd.tab,delimited,readable,,1000,9,hhid; line; district; village; villno; strno; group; h06; crop,,group,group: 3.0 | 2.0 | 1.0,,8
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H3_Inputs.tab,SES09_Q1_H3_Inputs.tab,delimited,readable,,1000,11,hhid; line; district; village; villno; strno; group; h07; h08; h09; h10,,group,group: 3.0 | 2.0,,11
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_I_ProdInfo.tab,SES09_Q1_I_ProdInfo.tab,delimited,readable,,990,37,district; village; villno; strno; group; hhid; i01; i02; i03; i04; i05; i06; i07; i07a; i07b; i08; i10; i11; i12; i13; i14; i15; i16; i17; i18; i19; i20; i21; i22; i23; i24; i25; i26; i27; i28; i29; i30,,group,group: 3.0 | 2.0 | 1.0,,37
