candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,guestbook_id,local_path,download_status,download_error,bytes_downloaded
RCTC-00459,Figshare,10.6084/m9.figshare.c.3603329_D1.v1,12913_2016_1384_MOESM3_ESM.xlsx,https://ndownloader.figshare.com/files/7063130,,19175,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-00459/12913_2016_1384_MOESM3_ESM.xlsx,already_downloaded,,19175
RCTC-03185,Figshare,10.6084/m9.figshare.c.3906040_D2.v1,12884_2017_1545_MOESM2_ESM.xls,https://ndownloader.figshare.com/files/9527608,,157696,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03185/12884_2017_1545_MOESM2_ESM.xls,already_downloaded,,157696
RCTC-01257,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003194,participants.tsv,https://openneuro.org/crn/datasets/ds003194/snapshots/1.0.3/files/participants.tsv,text/tab-separated-values,,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01257/participants.tsv,already_downloaded,,246
RCTC-01257,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003194,participants.json,https://openneuro.org/crn/datasets/ds003194/snapshots/1.0.3/files/participants.json,application/json,,no,metadata,,,failed,curl: (56) The requested URL returned error: 404,
RCTC-01257,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003194,dataset_description.json,https://openneuro.org/crn/datasets/ds003194/snapshots/1.0.3/files/dataset_description.json,application/json,,no,metadata,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01257/dataset_description.json,already_downloaded,,819
RCTC-01258,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003195,participants.tsv,https://openneuro.org/crn/datasets/ds003195/snapshots/1.0.3/files/participants.tsv,text/tab-separated-values,,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01258/participants.tsv,already_downloaded,,171
RCTC-01258,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003195,participants.json,https://openneuro.org/crn/datasets/ds003195/snapshots/1.0.3/files/participants.json,application/json,,no,metadata,,,failed,curl: (56) The requested URL returned error: 404,
RCTC-01258,NEMAR (Neuroelectromagnetic Data Archive and Tools Resource),10.82901/nemar.on003195,dataset_description.json,https://openneuro.org/crn/datasets/ds003195/snapshots/1.0.3/files/dataset_description.json,application/json,,no,metadata,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-01258/dataset_description.json,already_downloaded,,823
RCTC-01239,SAGE Journals,10.25384/sage.21893732,sj-xlsx-7-hpq-10.1177_13591053221144977,https://journals.sagepub.com/doi/suppl/10.1177/13591053221144977/suppl_file/sj-xlsx-7-hpq-10.1177_13591053221144977,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,no,data,,,failed,curl: (56) The requested URL returned error: 403,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_1.xls,https://ndownloader.figshare.com/files/35660935,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_2.xls,https://ndownloader.figshare.com/files/35660938,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_3.xls,https://ndownloader.figshare.com/files/35660941,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_4.xls,https://ndownloader.figshare.com/files/35660944,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_5.xls,https://ndownloader.figshare.com/files/35660947,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_6.xls,https://ndownloader.figshare.com/files/35660950,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06268,SciELO journals,10.6084/m9.figshare.20014042.v1,Table_7.xls,https://ndownloader.figshare.com/files/35660953,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-04149,SciELO journals,10.6084/m9.figshare.14318521.v1,Table_1.xls,https://ndownloader.figshare.com/files/27263170,,9728,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-04149,SciELO journals,10.6084/m9.figshare.14318521.v1,Table_2.xls,https://ndownloader.figshare.com/files/27263173,,9728,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06616,SciELO journals,10.6084/m9.figshare.7101995.v1,Table_1.xls,https://ndownloader.figshare.com/files/13069589,,9728,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06616,SciELO journals,10.6084/m9.figshare.7101995.v1,Table_2.xls,https://ndownloader.figshare.com/files/13069592,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06616,SciELO journals,10.6084/m9.figshare.7101995.v1,Table_3.xls,https://ndownloader.figshare.com/files/13069598,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06616,SciELO journals,10.6084/m9.figshare.7101995.v1,Table_4.xls,https://ndownloader.figshare.com/files/13069607,,9728,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06616,SciELO journals,10.6084/m9.figshare.7101995.v1,Table_5.xls,https://ndownloader.figshare.com/files/13069613,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03940,SciELO journals,10.6084/m9.figshare.20016353.v1,Table_1.xls,https://ndownloader.figshare.com/files/35688218,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03940,SciELO journals,10.6084/m9.figshare.20016353.v1,Table_2.xls,https://ndownloader.figshare.com/files/35688221,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03940,SciELO journals,10.6084/m9.figshare.20016353.v1,Table_3.xls,https://ndownloader.figshare.com/files/35688224,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_1.xls,https://ndownloader.figshare.com/files/36952404,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_2.xls,https://ndownloader.figshare.com/files/36952407,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_3.xls,https://ndownloader.figshare.com/files/36952410,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_4.xls,https://ndownloader.figshare.com/files/36952413,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_5.xls,https://ndownloader.figshare.com/files/36952416,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_6.xls,https://ndownloader.figshare.com/files/36952419,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_7.xls,https://ndownloader.figshare.com/files/36952422,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-06221,SciELO journals,10.6084/m9.figshare.20729013.v1,Table_8.xls,https://ndownloader.figshare.com/files/36952425,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03951,SciELO journals,10.6084/m9.figshare.11930166.v1,Table_1.xls,https://ndownloader.figshare.com/files/21899241,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03951,SciELO journals,10.6084/m9.figshare.11930166.v1,Table_2.xls,https://ndownloader.figshare.com/files/21899244,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03951,SciELO journals,10.6084/m9.figshare.11930166.v1,Table_3.xls,https://ndownloader.figshare.com/files/35551063,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-03951,SciELO journals,10.6084/m9.figshare.11930166.v1,Table_4.xls,https://ndownloader.figshare.com/files/21899253,,5632,no,data,,,failed,curl: (22) The requested URL returned error: 404,
RCTC-04202,figshare,10.6084/m9.figshare.13627127.v1,12936_2021_3586_MOESM1_ESM.xlsx,https://ndownloader.figshare.com/files/26154371,,54975,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-04202/12936_2021_3586_MOESM1_ESM.xlsx,already_downloaded,,54975
RCTC-03541,figshare,10.6084/m9.figshare.7992737.v1,11689_2019_9264_MOESM2_ESM.xlsx,https://ndownloader.figshare.com/files/14885630,,10863,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03541/11689_2019_9264_MOESM2_ESM.xlsx,already_downloaded,,10863
RCTC-03539,figshare,10.6084/m9.figshare.7992740.v1,11689_2019_9264_MOESM3_ESM.xlsx,https://ndownloader.figshare.com/files/14885633,,10765,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03539/11689_2019_9264_MOESM3_ESM.xlsx,already_downloaded,,10765
RCTC-05841,Figshare,10.6084/m9.figshare.c.3857881_D2.v1,12903_2017_400_MOESM2_ESM.xlsx,https://ndownloader.figshare.com/files/9138604,,33879,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-05841/12903_2017_400_MOESM2_ESM.xlsx,already_downloaded,,33879
RCTC-07226,Harvard Dataverse,10.7910/dvn/jaw6ax,diabetes.tab,https://dataverse.harvard.edu/api/access/datafile/4017263,text/tab-separated-values,23107,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07226/diabetes.tab,already_downloaded,,23107
RCTC-07219,Harvard Dataverse,10.7910/dvn/fomqoo,PACT_30March2012.tab,https://dataverse.harvard.edu/api/access/datafile/3074753,text/tab-separated-values,5788831,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/PACT_30March2012.tab,already_downloaded,,5788831
RCTC-07219,Harvard Dataverse,10.7910/dvn/fomqoo,PACT main analysis final.do,https://dataverse.harvard.edu/api/access/datafile/3074756,application/x-stata-syntax,21747,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/PACT main analysis final.do,already_downloaded,,21747
RCTC-07219,Harvard Dataverse,10.7910/dvn/fomqoo,Wealth Index HL April 2011.tab,https://dataverse.harvard.edu/api/access/datafile/3074754,text/tab-separated-values,46412,no,data,,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-07219/Wealth Index HL April 2011.tab,already_downloaded,,46412
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_A_Identification.tab,https://dataverse.harvard.edu/api/access/datafile/2717177,text/tab-separated-values,49954,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_A_Identification.tab,already_downloaded,,49954
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_B_Composition.tab,https://dataverse.harvard.edu/api/access/datafile/2717178,text/tab-separated-values,112288,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_B_Composition.tab,already_downloaded,,112288
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_C_Composition.tab,https://dataverse.harvard.edu/api/access/datafile/2717179,text/tab-separated-values,68483,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_C_Composition.tab,already_downloaded,,68483
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_D1_Composition.tab,https://dataverse.harvard.edu/api/access/datafile/2717181,text/tab-separated-values,50615,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_D1_Composition.tab,already_downloaded,,50615
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_D2_Composition.tab,https://dataverse.harvard.edu/api/access/datafile/2717182,text/tab-separated-values,34706,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_D2_Composition.tab,already_downloaded,,34706
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_E_Composition.tab,https://dataverse.harvard.edu/api/access/datafile/2717183,text/tab-separated-values,104127,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_E_Composition.tab,already_downloaded,,104127
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_F1_Land.tab,https://dataverse.harvard.edu/api/access/datafile/2717184,text/tab-separated-values,33986,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_F1_Land.tab,already_downloaded,,33986
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_F2_Land.tab,https://dataverse.harvard.edu/api/access/datafile/2717185,text/tab-separated-values,173463,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_F2_Land.tab,already_downloaded,,173463
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G1_Cereals.tab,https://dataverse.harvard.edu/api/access/datafile/2717186,text/tab-separated-values,479849,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G1_Cereals.tab,already_downloaded,,479849
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G2a_OFSP_s3.tab,https://dataverse.harvard.edu/api/access/datafile/2717188,text/tab-separated-values,76169,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2a_OFSP_s3.tab,already_downloaded,,76169
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G2b_OFSP_s2.tab,https://dataverse.harvard.edu/api/access/datafile/2717189,text/tab-separated-values,66398,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2b_OFSP_s2.tab,already_downloaded,,66398
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G2c_OFSP_s1.tab,https://dataverse.harvard.edu/api/access/datafile/2717190,text/tab-separated-values,21555,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2c_OFSP_s1.tab,already_downloaded,,21555
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G2_OFSP.tab,https://dataverse.harvard.edu/api/access/datafile/2717187,text/tab-separated-values,47641,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G2_OFSP.tab,already_downloaded,,47641
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G3_SP.tab,https://dataverse.harvard.edu/api/access/datafile/2717191,text/tab-separated-values,111277,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G3_SP.tab,already_downloaded,,111277
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G4_OFSP_meth.tab,https://dataverse.harvard.edu/api/access/datafile/2717192,text/tab-separated-values,49175,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G4_OFSP_meth.tab,already_downloaded,,49175
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G5a_OFSP_diff.tab,https://dataverse.harvard.edu/api/access/datafile/2717193,text/tab-separated-values,20494,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G5a_OFSP_diff.tab,already_downloaded,,20494
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_G5b_OFSP_diff.tab,https://dataverse.harvard.edu/api/access/datafile/2717194,text/tab-separated-values,16776,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_G5b_OFSP_diff.tab,already_downloaded,,16776
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_H1_Trees.tab,https://dataverse.harvard.edu/api/access/datafile/2717195,text/tab-separated-values,67257,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H1_Trees.tab,already_downloaded,,67257
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_H2_OtherProd.tab,https://dataverse.harvard.edu/api/access/datafile/2717196,text/tab-separated-values,47468,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H2_OtherProd.tab,already_downloaded,,47468
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_H3_Inputs.tab,https://dataverse.harvard.edu/api/access/datafile/2717197,text/tab-separated-values,322167,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_H3_Inputs.tab,already_downloaded,,322167
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_I_ProdInfo.tab,https://dataverse.harvard.edu/api/access/datafile/2717198,text/tab-separated-values,73886,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_I_ProdInfo.tab,already_downloaded,,73886
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_J1_7DR.tab,https://dataverse.harvard.edu/api/access/datafile/2717199,text/tab-separated-values,2042774,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J1_7DR.tab,already_downloaded,,2042774
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_J2a_ConsOut.tab,https://dataverse.harvard.edu/api/access/datafile/2717200,text/tab-separated-values,1123,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J2a_ConsOut.tab,already_downloaded,,1123
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_J2b_ConsOut.tab,https://dataverse.harvard.edu/api/access/datafile/2717201,text/tab-separated-values,82366,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J2b_ConsOut.tab,already_downloaded,,82366
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_K_NonfoodExp.tab,https://dataverse.harvard.edu/api/access/datafile/2717205,text/tab-separated-values,627570,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_K_NonfoodExp.tab,already_downloaded,,627570
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_L_NutFath.tab,https://dataverse.harvard.edu/api/access/datafile/2717206,text/tab-separated-values,33128,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_L_NutFath.tab,already_downloaded,,33128
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_M1_VitFath.tab,https://dataverse.harvard.edu/api/access/datafile/2717207,text/tab-separated-values,43462,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_M1_VitFath.tab,already_downloaded,,43462
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_M2_InfoFath.tab,https://dataverse.harvard.edu/api/access/datafile/2717208,text/tab-separated-values,18611,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_M2_InfoFath.tab,already_downloaded,,18611
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_N_Housing.tab,https://dataverse.harvard.edu/api/access/datafile/2717209,text/tab-separated-values,103445,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_N_Housing.tab,already_downloaded,,103445
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_O1a_Animals.tab,https://dataverse.harvard.edu/api/access/datafile/2717210,text/tab-separated-values,26059,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O1a_Animals.tab,already_downloaded,,26059
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_O1b_Animals.tab,https://dataverse.harvard.edu/api/access/datafile/2717211,text/tab-separated-values,328050,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O1b_Animals.tab,already_downloaded,,328050
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_O2a_Shocks.tab,https://dataverse.harvard.edu/api/access/datafile/2717212,text/tab-separated-values,370503,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O2a_Shocks.tab,already_downloaded,,370503
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_O2b_Rain.tab,https://dataverse.harvard.edu/api/access/datafile/2717213,text/tab-separated-values,19108,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O2b_Rain.tab,already_downloaded,,19108
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_P_NutMoth.tab,https://dataverse.harvard.edu/api/access/datafile/2717214,text/tab-separated-values,88248,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_P_NutMoth.tab,already_downloaded,,88248
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_Q1_VitMoth.tab,https://dataverse.harvard.edu/api/access/datafile/2717215,text/tab-separated-values,122302,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_Q1_VitMoth.tab,already_downloaded,,122302
RCTC-06790,IFPRI Dataverse,10.7910/dvn/rn40sp,SES09_Q1_Q2_InfoMoth.tab,https://dataverse.harvard.edu/api/access/datafile/2717216,text/tab-separated-values,45377,no,data,9,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_Q2_InfoMoth.tab,already_downloaded,,45377
RCTC-06852,Impact Evaluation Dataverse,10.7910/dvn/tpraot,3IE Final Report Tables.do,https://dataverse.harvard.edu/api/access/datafile/3153442,application/x-stata-syntax,10370,no,data,91,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/3IE Final Report Tables.do,downloaded,,10370
RCTC-06852,Impact Evaluation Dataverse,10.7910/dvn/tpraot,secondaryoutcomedata_3ie.tab,https://dataverse.harvard.edu/api/access/datafile/3153440,text/tab-separated-values,2157399,no,data,91,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/secondaryoutcomedata_3ie.tab,downloaded,,2157399
RCTC-06852,Impact Evaluation Dataverse,10.7910/dvn/tpraot,Secondary Outcomes data Codebook_3IE.xlsx,https://dataverse.harvard.edu/api/access/datafile/3153455,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,17462,no,data,91,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/Secondary Outcomes data Codebook_3IE.xlsx,downloaded,,17462
RCTC-06852,Impact Evaluation Dataverse,10.7910/dvn/tpraot,Treatment Outcomes and Baseline Data Codebook_3IE.xlsx,https://dataverse.harvard.edu/api/access/datafile/3153456,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,26334,no,data,91,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/Treatment Outcomes and Baseline Data Codebook_3IE.xlsx,downloaded,,26334
