candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,local_path,download_status,download_error,bytes_downloaded
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,SF36 Raw Data - Pre-Op.tab,https://dataverse.harvard.edu/api/access/datafile/6332125,text/tab-separated-values,58365,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/SF36 Raw Data - Pre-Op.tab,already_downloaded,,58365
RCTC-01411,Harvard Dataverse,10.7910/dvn/xgdwg5,Tocotrienol Level.tab,https://dataverse.harvard.edu/api/access/datafile/6332117,text/tab-separated-values,13044,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01411/Tocotrienol Level.tab,already_downloaded,,13044
RCTC-01501,Harvard Dataverse,10.7910/dvn/jo6og9,Codebook for final PCORI survey data (public use).2023 09 20.txt,https://dataverse.harvard.edu/api/access/datafile/7077228,text/plain,189100,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01501/Codebook for final PCORI survey data (public use).2023 09 20.txt,already_downloaded,,189100
RCTC-01501,Harvard Dataverse,10.7910/dvn/jo6og9,Codebook for MyPlate anthro public use data.2023 04 20.docx.txt,https://dataverse.harvard.edu/api/access/datafile/7077227,text/plain,73041,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01501/Codebook for MyPlate anthro public use data.2023 04 20.docx.txt,already_downloaded,,73041
RCTC-01501,Harvard Dataverse,10.7910/dvn/jo6og9,MyPlate anthro public use.2023 03 21.tab,https://dataverse.harvard.edu/api/access/datafile/7077226,text/tab-separated-values,198267,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01501/MyPlate anthro public use.2023 03 21.tab,already_downloaded,,198267
RCTC-01501,Harvard Dataverse,10.7910/dvn/jo6og9,MyPlate svy data PCORI pub use data.2023 04 20.tab,https://dataverse.harvard.edu/api/access/datafile/7077164,text/tab-separated-values,112235,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01501/MyPlate svy data PCORI pub use data.2023 04 20.tab,already_downloaded,,112235
RCTC-01824,Mendeley Data,10.17632/psxdxfw37t.1,control_assessment.csv,https://data.mendeley.com/public-files/datasets/psxdxfw37t/files/11f76c8c-a4eb-4e34-af1d-ab13e0b860e2/file_downloaded,text/csv,1829,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01824/control_assessment.csv,already_downloaded,,1829
RCTC-01824,Mendeley Data,10.17632/psxdxfw37t.1,control_demographics.csv,https://data.mendeley.com/public-files/datasets/psxdxfw37t/files/998aea6b-266c-4adf-bd28-abd08a8db5cb/file_downloaded,text/csv,1225,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01824/control_demographics.csv,already_downloaded,,1225
RCTC-01824,Mendeley Data,10.17632/psxdxfw37t.1,VR_assessment.csv,https://data.mendeley.com/public-files/datasets/psxdxfw37t/files/34984631-7c50-4a5c-8802-9f5fbb9a801d/file_downloaded,text/csv,1694,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01824/VR_assessment.csv,already_downloaded,,1694
RCTC-01824,Mendeley Data,10.17632/psxdxfw37t.1,VR_demographics.csv,https://data.mendeley.com/public-files/datasets/psxdxfw37t/files/52762755-4dfb-4cc8-82d7-e35a077f29a2/file_downloaded,text/csv,1106,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01824/VR_demographics.csv,already_downloaded,,1106
RCTC-01034,University of Bath,10.15125/bath-00720,Breakfast dataset_to publish_v2.xlsx,https://researchdata.bath.ac.uk/720/14/Breakfast%20dataset_to%20publish_v2.xlsx,,,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01034/Breakfast dataset_to publish_v2.xlsx,already_downloaded,,475965
RCTC-00485,University of Bath,10.15125/bath-01245,Evolife trial dataset.xlsx,https://researchdata.bath.ac.uk/1245/1/Evolife%20trial%20dataset.xlsx,,,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-00485/Evolife trial dataset.xlsx,already_downloaded,,65173
RCTC-01035,University of Bath,10.15125/bath-00719,Dataset_appetite - to publish.xlsx,https://researchdata.bath.ac.uk/719/1/Dataset_appetite%20-%20to%20publish.xlsx,,,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01035/Dataset_appetite - to publish.xlsx,already_downloaded,,164058
RCTC-01036,University of Bath,10.15125/bath-00547,Dataset_glycemia - to publish.xlsx,https://researchdata.bath.ac.uk/547/1/Dataset_glycemia%20-%20to%20publish.xlsx,,,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01036/Dataset_glycemia - to publish.xlsx,already_downloaded,,138049
RCTC-01036,University of Bath,10.15125/bath-00547,approach to methods.txt,https://researchdata.bath.ac.uk/547/2/approach%20to%20methods.txt,,,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-01036/approach to methods.txt,already_downloaded,,5887
RCTC-03815,Zenodo,10.5281/zenodo.7428378,3_Data_Other-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,https://zenodo.org/api/records/7428378/files/3_Data_Other-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx/content,,24564,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-03815/3_Data_Other-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,already_downloaded,,24564
RCTC-03815,Zenodo,10.5281/zenodo.7428378,2_Data_Secondary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,https://zenodo.org/api/records/7428378/files/2_Data_Secondary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx/content,,50008,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-03815/2_Data_Secondary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,already_downloaded,,50008
RCTC-03815,Zenodo,10.5281/zenodo.7428378,1_Data_Primary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,https://zenodo.org/api/records/7428378/files/1_Data_Primary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx/content,,83522,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-03815/1_Data_Primary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx,already_downloaded,,83522
RCTC-03815,Zenodo,10.5281/zenodo.7428378,4_HRV-and-EEG_raw-and-processed-data.zip,https://zenodo.org/api/records/7428378/files/4_HRV-and-EEG_raw-and-processed-data.zip/content,,1677811467,no,data,,skipped_oversize,Declared size 1677811467 exceeds 367001600,
RCTC-03815,Zenodo,10.5281/zenodo.7428378,5_README-file_Data_Brain-IT-Pilot-Feasibility-RCT.txt,https://zenodo.org/api/records/7428378/files/5_README-file_Data_Brain-IT-Pilot-Feasibility-RCT.txt/content,,46111,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-03815/5_README-file_Data_Brain-IT-Pilot-Feasibility-RCT.txt,already_downloaded,,46111
RCTC-04054,Zenodo,10.5281/zenodo.5645184,Repository_BPT CBT_Rohdaten.sav,https://zenodo.org/api/records/5645184/files/Repository_BPT%20CBT_Rohdaten.sav/content,,71669,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-04054/Repository_BPT CBT_Rohdaten.sav,already_downloaded,,71669
RCTC-05110,Zenodo,10.5281/zenodo.19135345,HEAL_data.xlsx,https://zenodo.org/api/records/19135345/files/HEAL_data.xlsx/content,,94148,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05110/HEAL_data.xlsx,already_downloaded,,94148
RCTC-05110,Zenodo,10.5281/zenodo.19135345,TBSS.zip,https://zenodo.org/api/records/19135345/files/TBSS.zip/content,,426266889,no,data,,skipped_oversize,Declared size 426266889 exceeds 367001600,
RCTC-05110,Zenodo,10.5281/zenodo.19135345,CONN02_age_sex.zip,https://zenodo.org/api/records/19135345/files/CONN02_age_sex.zip/content,,1137951100,no,data,,skipped_oversize,Declared size 1137951100 exceeds 367001600,
RCTC-05268,Zenodo,10.5281/zenodo.18201511,mae_1_20260109.rds,https://zenodo.org/api/records/18201511/files/mae_1_20260109.rds/content,,7839323,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_20260109.rds,already_downloaded,,7839323
RCTC-05268,Zenodo,10.5281/zenodo.18201511,mae_1_csv_export_20260109.zip,https://zenodo.org/api/records/18201511/files/mae_1_csv_export_20260109.zip/content,,8240351,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,already_downloaded,,8240351
RCTC-04273,Mendeley Data,10.17632/bx2gvkty4c.1,LindsayData_PNE.sav,https://data.mendeley.com/public-files/datasets/bx2gvkty4c/files/109c7176-a075-44e5-a45b-4d7ff90a7954/file_downloaded,application/octet-stream,177141,no,data,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-04273/LindsayData_PNE.sav,already_downloaded,,177141
