candidate_id,archive_path,archive_member,file_name,declared_size,local_path,extract_status,extract_error
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey Excel files/Exit poll survey all responses 200424.xlsx,Exit poll survey all responses 200424.xlsx,19555,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Exit poll survey Excel files__Exit poll survey all responses 200424.xlsx,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey Excel files/Exit poll survey all responses 200429.xlsx,Exit poll survey all responses 200429.xlsx,20492,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Exit poll survey Excel files__Exit poll survey all responses 200429.xlsx,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey Excel files/Exit poll survey only completed responses 200424.xlsx,Exit poll survey only completed responses 200424.xlsx,17630,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Exit poll survey Excel files__Exit poll survey only completed responses 200424.xlsx,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/Exit poll survey all responses 200424 SPSS data file.sav,Exit poll survey all responses 200424 SPSS data file.sav,39625,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Exit poll survey SPSS files__Exit poll survey all responses 200424 SPSS data file.sav,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/Exit poll survey only completed responses 200424 SPSS data file.sav,Exit poll survey only completed responses 200424 SPSS data file.sav,38825,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Exit poll survey SPSS files__Exit poll survey only completed responses 200424 SPSS data file.sav,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/survey_828194_SPSS_data_file-2.dat,survey_828194_SPSS_data_file-2.dat,6096,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/survey_828194_SPSS_data_file.dat,survey_828194_SPSS_data_file.dat,6822,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/survey_828194_SPSS_syntax_file-2.sps,survey_828194_SPSS_syntax_file-2.sps,40108,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Exit poll survey SPSS files/survey_828194_SPSS_syntax_file.sps,survey_828194_SPSS_syntax_file.sps,40103,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey Excel files/Final survey all responses 200424.xlsx,Final survey all responses 200424.xlsx,82781,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Final survey Excel files__Final survey all responses 200424.xlsx,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey Excel files/Final survey only completed responses 200424.xlsx,Final survey only completed responses 200424.xlsx,64620,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Final survey Excel files__Final survey only completed responses 200424.xlsx,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/Final survey all responses 200424 SPSS data file.sav,Final survey all responses 200424 SPSS data file.sav,118395,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Final survey SPSS Files__Final survey all responses 200424 SPSS data file.sav,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/Final survey only completed responses 200424 SPSS data file.sav,Final survey only completed responses 200424 SPSS data file.sav,107339,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__Final survey SPSS Files__Final survey only completed responses 200424 SPSS data file.sav,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/survey_262428_SPSS_data_file-2.dat,survey_262428_SPSS_data_file-2.dat,72242,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/survey_262428_SPSS_data_file.dat,survey_262428_SPSS_data_file.dat,62014,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/survey_262428_SPSS_syntax_file-2.sps,survey_262428_SPSS_syntax_file-2.sps,31580,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/Final survey SPSS Files/survey_262428_SPSS_syntax_file.sps,survey_262428_SPSS_syntax_file.sps,31585,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/3. Anonymized Raw Data.zip,3. Anonymized Raw Data/MobileCoach intervention data/MobileCoach intervention data 200424 anonomyzed (Excel).xls,MobileCoach intervention data 200424 anonomyzed (Excel).xls,321536,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/3. Anonymized Raw Data/3. Anonymized Raw Data__MobileCoach intervention data__MobileCoach intervention data 200424 anonomyzed (Excel).xls,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/4. Computer Code (Raw into Processed Data).zip,4. Computer Code (Raw into Processed Data)/See ReadMeFile.txt,See ReadMeFile.txt,0,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/4. Computer Code (Raw into Processed Data)/4. Computer Code (Raw into Processed Data)__See ReadMeFile.txt,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/5. Processed Used Data.zip,5. Processed Used Data/MERGED Datafile formal analysis 200528.sav,MERGED Datafile formal analysis 200528.sav,541169,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-02392/5. Processed Used Data/5. Processed Used Data__MERGED Datafile formal analysis 200528.sav,extracted,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/6. Computer Code (Processed Data into Results).zip,6. Computer Code (Processed Data into Results)/Syntax 2.1 220221.sps,Syntax 2.1 220221.sps,147590,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/8. Ethical Approval documents.zip,8. Ethical Approval documents/ApplicationformCEP200312.pdf,ApplicationformCEP200312.pdf,901379,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/8. Ethical Approval documents.zip,8. Ethical Approval documents/Ethics approval.pdf,Ethics approval.pdf,39345,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/8. Ethical Approval documents.zip,8. Ethical Approval documents/Informed Consent Form 200309.docx,Informed Consent Form 200309.docx,24514,,skipped_non_data,
RCTC-02392,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-02392/9. Preregistration.zip,9. Preregistration/Pre-registration OSF MobileCoach 1.docx,Pre-registration OSF MobileCoach 1.docx,12265,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/._mae_1_csv_export_20260109,mae_1_csv_export_20260109,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._99_metadata,99_metadata,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._01_col_LBP_mg,01_col_LBP_mg,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._03_col_crispatus_mg,03_col_crispatus_mg,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._04_mg,04_mg,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/00_colData.csv,00_colData.csv,118910,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__00_colData.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._00_colData.csv,00_colData.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__._00_colData.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/._02_col_LBP_qPCR,02_col_LBP_qPCR,163,,skipped_non_data,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/99_metadata/participant_crfs_merged.csv,participant_crfs_merged.csv,10083,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__99_metadata__participant_crfs_merged.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/99_metadata/._participant_crfs_merged.csv,participant_crfs_merged.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__99_metadata__._participant_crfs_merged.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/99_metadata/visits_crfs_merged.csv,visits_crfs_merged.csv,184763,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__99_metadata__visits_crfs_merged.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/99_metadata/._visits_crfs_merged.csv,visits_crfs_merged.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__99_metadata__._visits_crfs_merged.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/99_metadata/calc_vars_pid.csv,calc_vars_pid.csv,3625,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__99_metadata__calc_vars_pid.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/99_metadata/._calc_vars_pid.csv,calc_vars_pid.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__99_metadata__._calc_vars_pid.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/01_col_LBP_mg/01_outcome.csv,01_outcome.csv,23536,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__01_col_LBP_mg__01_outcome.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/01_col_LBP_mg/._01_outcome.csv,01_outcome.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__01_col_LBP_mg__._01_outcome.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/03_col_crispatus_mg/01_outcome.csv,01_outcome.csv,23597,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__03_col_crispatus_mg__01_outcome.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/03_col_crispatus_mg/._01_outcome.csv,01_outcome.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__03_col_crispatus_mg__._01_outcome.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/04_mg/03_rel_ab.csv,03_rel_ab.csv,8770173,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__04_mg__03_rel_ab.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/04_mg/._03_rel_ab.csv,03_rel_ab.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__04_mg__._03_rel_ab.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/04_mg/01_rel_ab_all.csv,01_rel_ab_all.csv,4030723,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__04_mg__01_rel_ab_all.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/04_mg/._01_rel_ab_all.csv,01_rel_ab_all.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__04_mg__._01_rel_ab_all.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/04_mg/02_rel_ab_bact.csv,02_rel_ab_bact.csv,8786415,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__04_mg__02_rel_ab_bact.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/04_mg/._02_rel_ab_bact.csv,02_rel_ab_bact.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__04_mg__._02_rel_ab_bact.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,mae_1_csv_export_20260109/02_col_LBP_qPCR/01_outcome.csv,01_outcome.csv,33819,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/mae_1_csv_export_20260109__02_col_LBP_qPCR__01_outcome.csv,extracted,
RCTC-05268,rct_expansion/provenance/predownload_verification_2026_06_09/downloads/RCTC-05268/mae_1_csv_export_20260109.zip,__MACOSX/mae_1_csv_export_20260109/02_col_LBP_qPCR/._01_outcome.csv,01_outcome.csv,163,rct_expansion/provenance/predownload_verification_2026_06_09/extracted/RCTC-05268/mae_1_csv_export_20260109/MACOSX__mae_1_csv_export_20260109__02_col_LBP_qPCR__._01_outcome.csv,extracted,
